Run,Age,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,BREED,Bytes,Center Name,collected_by,Consent,Cultivar,DATASTORE filetype,DATASTORE provider,DATASTORE region,dev_stage,Ecotype,Experiment,ID,Instrument,Isolate,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,sex,SRA Study,Strain,sub_species,Tissue,disease,Treatment,disease_stage
SRR17139247,11,WXS,152,15080733352,PRJNA786469,SAMN23673707,Model organism or animal,Golden Retriever,9852091882,CNRS - UNIVERSITY RENNES1,CNRS - university RENNES,public,not applicable,"fastq,run.zq,sra","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",not applicable,not applicable,SRX13323600,57,Illumina HiSeq 2000,not applicable,LID57,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2021-12-06T00:00:00Z,2021-12-06T10:21:00Z,1,B00E020,male,SRP349373,not applicable,familiaris,blood,,,
SRR17139248,missing,WXS,152,15396276384,PRJNA786469,SAMN23673706,Model organism or animal,Labrador Retriever,10047581644,CNRS - UNIVERSITY RENNES1,CNRS - university RENNES,public,not applicable,"fastq,run.zq,sra","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",not applicable,not applicable,SRX13323599,56,Illumina HiSeq 2000,not applicable,LID56,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2021-12-06T00:00:00Z,2021-12-06T10:17:00Z,1,B00E01Z,male,SRP349373,not applicable,familiaris,skin (fingers),Melanoma,,
SRR17139249,missing,WXS,152,12397044608,PRJNA786469,SAMN23673705,Model organism or animal,Labrador Retriever,8064349831,CNRS - UNIVERSITY RENNES1,CNRS - university RENNES,public,not applicable,"fastq,sra,run.zq","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",not applicable,not applicable,SRX13323598,55,Illumina HiSeq 2000,not applicable,LID55,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2021-12-06T00:00:00Z,2021-12-06T10:11:00Z,1,B00E01Y,male,SRP349373,not applicable,familiaris,blood,,,
SRR17139250,missing,WXS,152,5501527368,PRJNA786469,SAMN23673704,Model organism or animal,Golden Retriever,3963417332,CNRS - UNIVERSITY RENNES1,CNRS - university RENNES,public,not applicable,"fastq,run.zq,sra","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",not applicable,not applicable,SRX13323597,54,Illumina HiSeq 2000,not applicable,LID54,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2021-12-06T00:00:00Z,2021-12-06T09:33:00Z,1,B00E01X,female,SRP349373,not applicable,familiaris,oral cavity,Melanoma,,
SRR17139251,missing,WXS,152,7730694464,PRJNA786469,SAMN23673703,Model organism or animal,Golden Retriever,5181201065,CNRS - UNIVERSITY RENNES1,CNRS - university RENNES,public,not applicable,"sra,run.zq,fastq","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",not applicable,not applicable,SRX13323596,53,Illumina HiSeq 2000,not applicable,LID53,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2021-12-06T00:00:00Z,2021-12-06T09:50:00Z,1,B00E01W,female,SRP349373,not applicable,familiaris,blood,,,
SRR17139252,missing,WXS,152,16932128616,PRJNA786469,SAMN23673702,Model organism or animal,Golden Retriever,11075185218,CNRS - UNIVERSITY RENNES1,CNRS - university RENNES,public,not applicable,"sra,run.zq,fastq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",not applicable,not applicable,SRX13323595,52,Illumina HiSeq 2000,not applicable,LID52,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2021-12-06T00:00:00Z,2021-12-06T10:13:00Z,1,B00E01V,male,SRP349373,not applicable,familiaris,oral cavity,Melanoma,,
SRR17139253,missing,WXS,152,10356372560,PRJNA786469,SAMN23673701,Model organism or animal,Golden Retriever,6665134279,CNRS - UNIVERSITY RENNES1,CNRS - university RENNES,public,not applicable,"run.zq,fastq,sra","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",not applicable,not applicable,SRX13323594,51,Illumina HiSeq 2000,not applicable,LID51,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2021-12-06T00:00:00Z,2021-12-06T09:35:00Z,1,B00E01U,male,SRP349373,not applicable,familiaris,blood,,,
SRR17139254,missing,WXS,152,21076485680,PRJNA786469,SAMN23673656,Model organism or animal,Poodle,14288182913,CNRS - UNIVERSITY RENNES1,CNRS - university RENNES,public,not applicable,"run.zq,fastq,sra","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",not applicable,not applicable,SRX13323593,6,Illumina HiSeq 2000,not applicable,LID6,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2021-12-06T00:00:00Z,2021-12-06T10:27:00Z,1,B00E00J,male,SRP349373,not applicable,familiaris,oral cavity,Melanoma,,
SRR17139255,missing,WXS,152,20732841800,PRJNA786469,SAMN23673700,Model organism or animal,Golden Retriever,13728485275,CNRS - UNIVERSITY RENNES1,CNRS - university RENNES,public,not applicable,"fastq,run.zq,sra","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",not applicable,not applicable,SRX13323592,50,Illumina HiSeq 2000,not applicable,LID50,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2021-12-06T00:00:00Z,2021-12-06T10:23:00Z,1,B00E01R,male,SRP349373,not applicable,familiaris,oral cavity,Melanoma,,
SRR17139256,missing,WXS,152,13448975960,PRJNA786469,SAMN23673699,Model organism or animal,Golden Retriever,8850134345,CNRS - UNIVERSITY RENNES1,CNRS - university RENNES,public,not applicable,"sra,fastq,run.zq","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",not applicable,not applicable,SRX13323591,49,Illumina HiSeq 2000,not applicable,LID49,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2021-12-06T00:00:00Z,2021-12-06T10:39:00Z,1,B00E01Q,male,SRP349373,not applicable,familiaris,blood,,,
SRR17139257,14,WXS,152,21961156840,PRJNA786469,SAMN23673698,Model organism or animal,Poodle,14813800069,CNRS - UNIVERSITY RENNES1,CNRS - university RENNES,public,not applicable,"run.zq,fastq,sra","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",not applicable,not applicable,SRX13323590,48,Illumina HiSeq 2000,not applicable,LID48,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2021-12-06T00:00:00Z,2021-12-06T10:23:00Z,1,B00E01P,female,SRP349373,not applicable,familiaris,oral cavity,Melanoma-mucosa,,
SRR17139258,14,WXS,152,12936738848,PRJNA786469,SAMN23673697,Model organism or animal,Poodle,8475987882,CNRS - UNIVERSITY RENNES1,CNRS - university RENNES,public,not applicable,"run.zq,fastq,sra","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",not applicable,not applicable,SRX13323589,47,Illumina HiSeq 2000,not applicable,LID47,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2021-12-06T00:00:00Z,2021-12-06T09:50:00Z,1,B00E01O,female,SRP349373,not applicable,familiaris,blood,,,
SRR17139259,14,WXS,152,18082715264,PRJNA786469,SAMN23673696,Model organism or animal,Poodle,11849724822,CNRS - UNIVERSITY RENNES1,CNRS - university RENNES,public,not applicable,"fastq,sra,run.zq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",not applicable,not applicable,SRX13323588,46,Illumina HiSeq 2000,not applicable,LID46,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2021-12-06T00:00:00Z,2021-12-06T10:09:00Z,1,B00E01N,male,SRP349373,not applicable,familiaris,oral cavity,Melanoma,,
SRR17139260,14,WXS,152,10088424224,PRJNA786469,SAMN23673695,Model organism or animal,Poodle,6533482632,CNRS - UNIVERSITY RENNES1,CNRS - university RENNES,public,not applicable,"run.zq,sra,fastq","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",not applicable,not applicable,SRX13323587,45,Illumina HiSeq 2000,not applicable,LID45,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2021-12-06T00:00:00Z,2021-12-06T09:38:00Z,1,B00E01M,male,SRP349373,not applicable,familiaris,blood,,,
SRR17139261,15,WXS,152,18216203184,PRJNA786469,SAMN23673694,Model organism or animal,Poodle,11775969512,CNRS - UNIVERSITY RENNES1,CNRS - university RENNES,public,not applicable,"run.zq,sra,fastq","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",not applicable,not applicable,SRX13323586,44,Illumina HiSeq 2000,not applicable,LID44,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2021-12-06T00:00:00Z,2021-12-06T10:21:00Z,1,B00E01L,male,SRP349373,not applicable,familiaris,oral cavity,Melanoma,,
SRR17139262,15,WXS,152,11832803128,PRJNA786469,SAMN23673693,Model organism or animal,Poodle,7684669310,CNRS - UNIVERSITY RENNES1,CNRS - university RENNES,public,not applicable,"fastq,run.zq,sra","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",not applicable,not applicable,SRX13323585,43,Illumina HiSeq 2000,not applicable,LID43,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2021-12-06T00:00:00Z,2021-12-06T09:56:00Z,1,B00E01K,male,SRP349373,not applicable,familiaris,blood,,,
SRR17139263,14,WXS,152,18323713240,PRJNA786469,SAMN23673692,Model organism or animal,Poodle,11997209402,CNRS - UNIVERSITY RENNES1,CNRS - university RENNES,public,not applicable,"sra,run.zq,fastq","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",not applicable,not applicable,SRX13323584,42,Illumina HiSeq 2000,not applicable,LID42,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2021-12-06T00:00:00Z,2021-12-06T10:18:00Z,1,B00E01J,female,SRP349373,not applicable,familiaris,oral cavity,Melanoma-lingual,,
SRR17139264,14,WXS,152,11174940136,PRJNA786469,SAMN23673691,Model organism or animal,Poodle,7339212926,CNRS - UNIVERSITY RENNES1,CNRS - university RENNES,public,not applicable,"sra,fastq,run.zq","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",not applicable,not applicable,SRX13323583,41,Illumina HiSeq 2000,not applicable,LID41,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2021-12-06T00:00:00Z,2021-12-06T09:46:00Z,1,B00E01I,female,SRP349373,not applicable,familiaris,blood,,,
SRR17139265,missing,WXS,152,12736336880,PRJNA786469,SAMN23673655,Model organism or animal,Poodle,8481331411,CNRS - UNIVERSITY RENNES1,CNRS - university RENNES,public,not applicable,"sra,run.zq,fastq","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",not applicable,not applicable,SRX13323582,5,Illumina HiSeq 2000,not applicable,LID5,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2021-12-06T00:00:00Z,2021-12-06T10:09:00Z,1,B00E00I,male,SRP349373,not applicable,familiaris,blood,,,
SRR17139266,17,WXS,152,16422587832,PRJNA786469,SAMN23673690,Model organism or animal,Poodle,10752397113,CNRS - UNIVERSITY RENNES1,CNRS - university RENNES,public,not applicable,"fastq,sra,run.zq","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",not applicable,not applicable,SRX13323581,40,Illumina HiSeq 2000,not applicable,LID40,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2021-12-06T00:00:00Z,2021-12-06T10:18:00Z,1,B00E01H,female,SRP349373,not applicable,familiaris,oral cavity,Melanoma,,
SRR17139267,17,WXS,152,6688281048,PRJNA786469,SAMN23673689,Model organism or animal,Poodle,4288776681,CNRS - UNIVERSITY RENNES1,CNRS - university RENNES,public,not applicable,"run.zq,sra,fastq","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",not applicable,not applicable,SRX13323580,39,Illumina HiSeq 2000,not applicable,LID39,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2021-12-06T00:00:00Z,2021-12-06T09:32:00Z,1,B00E01G,female,SRP349373,not applicable,familiaris,blood,,,
SRR17139268,14,WXS,152,13168843760,PRJNA786469,SAMN23673688,Model organism or animal,Poodle,8605023098,CNRS - UNIVERSITY RENNES1,CNRS - university RENNES,public,not applicable,"sra,run.zq,fastq","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",not applicable,not applicable,SRX13323579,38,Illumina HiSeq 2000,not applicable,LID38,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2021-12-06T00:00:00Z,2021-12-06T09:57:00Z,1,B00E01F,male,SRP349373,not applicable,familiaris,oral cavity,Melanoma,,malignant
SRR17139269,14,WXS,152,10646440848,PRJNA786469,SAMN23673687,Model organism or animal,Poodle,6848189522,CNRS - UNIVERSITY RENNES1,CNRS - university RENNES,public,not applicable,"sra,fastq,run.zq","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",not applicable,not applicable,SRX13323578,37,Illumina HiSeq 2000,not applicable,LID37,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2021-12-06T00:00:00Z,2021-12-06T09:55:00Z,1,B00E01E,male,SRP349373,not applicable,familiaris,oral cavity,Melanoma,,
SRR17139270,14,WXS,152,18560470264,PRJNA786469,SAMN23673686,Model organism or animal,Poodle,12906409197,CNRS - UNIVERSITY RENNES1,CNRS - university RENNES,public,not applicable,"sra,run.zq,fastq","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",not applicable,not applicable,SRX13323577,36,Illumina HiSeq 2000,not applicable,LID36,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2021-12-06T00:00:00Z,2021-12-06T10:27:00Z,1,B00E01D,male,SRP349373,not applicable,familiaris,blood,,,
SRR17139271,14,WXS,152,14877770640,PRJNA786469,SAMN23673685,Model organism or animal,Poodle,9789837000,CNRS - UNIVERSITY RENNES1,CNRS - university RENNES,public,not applicable,"fastq,run.zq,sra","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",not applicable,not applicable,SRX13323576,35,Illumina HiSeq 2000,not applicable,LID35,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2021-12-06T00:00:00Z,2021-12-06T10:17:00Z,1,B00E01C,female,SRP349373,not applicable,familiaris,oral cavity,Melanoma,,
SRR17139272,14,WXS,152,13071177680,PRJNA786469,SAMN23673684,Model organism or animal,Poodle,8342543685,CNRS - UNIVERSITY RENNES1,CNRS - university RENNES,public,not applicable,"run.zq,sra,fastq","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",not applicable,not applicable,SRX13323575,34,Illumina HiSeq 2000,not applicable,LID34,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2021-12-06T00:00:00Z,2021-12-06T10:07:00Z,1,B00E01B,female,SRP349373,not applicable,familiaris,blood,,,
SRR17139273,14,WXS,152,17743103184,PRJNA786469,SAMN23673683,Model organism or animal,Poodle,12260050273,CNRS - UNIVERSITY RENNES1,CNRS - university RENNES,public,not applicable,"sra,run.zq,fastq","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",not applicable,not applicable,SRX13323574,33,Illumina HiSeq 2000,not applicable,LID33,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2021-12-06T00:00:00Z,2021-12-06T10:19:00Z,1,B00E01A,female,SRP349373,not applicable,familiaris,oral cavity,Melanoma,,
SRR17139274,14,WXS,152,17341117904,PRJNA786469,SAMN23673682,Model organism or animal,Poodle,11623354739,CNRS - UNIVERSITY RENNES1,CNRS - university RENNES,public,not applicable,"fastq,sra,run.zq","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",not applicable,not applicable,SRX13323573,32,Illumina HiSeq 2000,not applicable,LID32,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2021-12-06T00:00:00Z,2021-12-06T10:13:00Z,1,B00E019,female,SRP349373,not applicable,familiaris,blood,,,
SRR17139275,12,WXS,152,9431473840,PRJNA786469,SAMN23673681,Model organism or animal,Poodle,6299674734,CNRS - UNIVERSITY RENNES1,CNRS - university RENNES,public,not applicable,"fastq,run.zq,sra","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",not applicable,not applicable,SRX13323572,31,Illumina HiSeq 2000,not applicable,LID31,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2021-12-06T00:00:00Z,2021-12-06T09:55:00Z,1,B00E018,female,SRP349373,not applicable,familiaris,oral cavity,Melanoma,,
SRR17139276,missing,WXS,152,22575641920,PRJNA786469,SAMN23673654,Model organism or animal,Poodle,15146541241,CNRS - UNIVERSITY RENNES1,CNRS - university RENNES,public,not applicable,"run.zq,sra,fastq","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",not applicable,not applicable,SRX13323571,4,Illumina HiSeq 2000,not applicable,LID4,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2021-12-06T00:00:00Z,2021-12-06T10:51:00Z,1,B00E00H,female,SRP349373,not applicable,familiaris,oral cavity,Melanoma,,
SRR17139277,12,WXS,152,18181266136,PRJNA786469,SAMN23673680,Model organism or animal,Poodle,12296698490,CNRS - UNIVERSITY RENNES1,CNRS - university RENNES,public,not applicable,"sra,fastq,run.zq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",not applicable,not applicable,SRX13323570,30,Illumina HiSeq 2000,not applicable,LID30,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2021-12-06T00:00:00Z,2021-12-06T10:29:00Z,1,B00E017,female,SRP349373,not applicable,familiaris,blood,,,
SRR17139278,missing,WXS,152,11711379904,PRJNA786469,SAMN23673679,Model organism or animal,Poodle,7864011297,CNRS - UNIVERSITY RENNES1,CNRS - university RENNES,public,not applicable,"run.zq,fastq,sra","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",not applicable,not applicable,SRX13323569,29,Illumina HiSeq 2000,not applicable,LID29,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2021-12-06T00:00:00Z,2021-12-06T10:02:00Z,1,B00E016,female,SRP349373,not applicable,familiaris,oral cavity,Melanoma,,
SRR17139280,missing,WXS,152,11843008104,PRJNA786469,SAMN23673677,Model organism or animal,Poodle,7925067892,CNRS - UNIVERSITY RENNES1,CNRS - university RENNES,public,not applicable,"run.zq,sra,fastq","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",not applicable,not applicable,SRX13323567,27,Illumina HiSeq 2000,not applicable,LID27,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2021-12-06T00:00:00Z,2021-12-06T09:57:00Z,1,B00E014,male,SRP349373,not applicable,familiaris,oral cavity,Melanoma,,
SRR17139281,missing,WXS,152,16059231528,PRJNA786469,SAMN23673676,Model organism or animal,Poodle,10729043221,CNRS - UNIVERSITY RENNES1,CNRS - university RENNES,public,not applicable,"fastq,sra,run.zq","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",not applicable,not applicable,SRX13323566,26,Illumina HiSeq 2000,not applicable,LID26,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2021-12-06T00:00:00Z,2021-12-06T10:10:00Z,1,B00E013,male,SRP349373,not applicable,familiaris,blood,,,
SRR17139282,missing,WXS,152,13059140344,PRJNA786469,SAMN23673675,Model organism or animal,Poodle,8766164362,CNRS - UNIVERSITY RENNES1,CNRS - university RENNES,public,not applicable,"run.zq,sra,fastq","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",not applicable,not applicable,SRX13323565,25,Illumina HiSeq 2000,not applicable,LID25,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2021-12-06T00:00:00Z,2021-12-06T10:19:00Z,1,B00E012,male,SRP349373,not applicable,familiaris,oral cavity,Melanoma,,
SRR17139283,missing,WXS,152,10973377800,PRJNA786469,SAMN23673674,Model organism or animal,Poodle,7232299590,CNRS - UNIVERSITY RENNES1,CNRS - university RENNES,public,not applicable,"fastq,sra,run.zq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",not applicable,not applicable,SRX13323564,24,Illumina HiSeq 2000,not applicable,LID24,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2021-12-06T00:00:00Z,2021-12-06T10:00:00Z,1,B00E011,male,SRP349373,not applicable,familiaris,oral cavity,Melanoma,,malignant
SRR17139284,missing,WXS,152,17112835640,PRJNA786469,SAMN23673673,Model organism or animal,Poodle,11381791803,CNRS - UNIVERSITY RENNES1,CNRS - university RENNES,public,not applicable,"run.zq,fastq,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",not applicable,not applicable,SRX13323563,23,Illumina HiSeq 2000,not applicable,LID23,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2021-12-06T00:00:00Z,2021-12-06T10:08:00Z,1,B00E010,male,SRP349373,not applicable,familiaris,blood,,,
SRR17139285,missing,WXS,152,15972623144,PRJNA786469,SAMN23673672,Model organism or animal,Poodle,10800932759,CNRS - UNIVERSITY RENNES1,CNRS - university RENNES,public,not applicable,"fastq,run.zq,sra","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",not applicable,not applicable,SRX13323562,22,Illumina HiSeq 2000,not applicable,LID22,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2021-12-06T00:00:00Z,2021-12-06T10:08:00Z,1,B00E00Z,male,SRP349373,not applicable,familiaris,oral cavity,Melanoma,,
SRR17139286,missing,WXS,152,12745750544,PRJNA786469,SAMN23673671,Model organism or animal,Poodle,8634997542,CNRS - UNIVERSITY RENNES1,CNRS - university RENNES,public,not applicable,"run.zq,fastq,sra","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",not applicable,not applicable,SRX13323561,21,Illumina HiSeq 2000,not applicable,LID21,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2021-12-06T00:00:00Z,2021-12-06T10:07:00Z,1,B00E00Y,male,SRP349373,not applicable,familiaris,blood,,,
SRR17139287,missing,WXS,152,11640992504,PRJNA786469,SAMN23673653,Model organism or animal,Poodle,7731455553,CNRS - UNIVERSITY RENNES1,CNRS - university RENNES,public,not applicable,"sra,fastq,run.zq","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",not applicable,not applicable,SRX13323560,3,Illumina HiSeq 2000,not applicable,LID3,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2021-12-06T00:00:00Z,2021-12-06T10:01:00Z,1,B00E00G,female,SRP349373,not applicable,familiaris,blood,,,
SRR17139288,missing,WXS,152,16085611888,PRJNA786469,SAMN23673670,Model organism or animal,Poodle,10544433672,CNRS - UNIVERSITY RENNES1,CNRS - university RENNES,public,not applicable,"sra,run.zq,fastq","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",not applicable,not applicable,SRX13323559,20,Illumina HiSeq 2000,not applicable,LID20,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2021-12-06T00:00:00Z,2021-12-06T10:00:00Z,1,B00E00X,female,SRP349373,not applicable,familiaris,oral cavity,Melanoma-mucosa,,
SRR17139289,missing,WXS,152,11286072352,PRJNA786469,SAMN23673669,Model organism or animal,Poodle,7420897052,CNRS - UNIVERSITY RENNES1,CNRS - university RENNES,public,not applicable,"sra,fastq,run.zq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",not applicable,not applicable,SRX13323558,19,Illumina HiSeq 2000,not applicable,LID19,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2021-12-06T00:00:00Z,2021-12-06T09:55:00Z,1,B00E00W,female,SRP349373,not applicable,familiaris,blood,,,
SRR17139290,missing,WXS,152,13730001008,PRJNA786469,SAMN23673668,Model organism or animal,Poodle,9179988886,CNRS - UNIVERSITY RENNES1,CNRS - university RENNES,public,not applicable,"run.zq,fastq,sra","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",not applicable,not applicable,SRX13323557,18,Illumina HiSeq 2000,not applicable,LID18,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2021-12-06T00:00:00Z,2021-12-06T10:01:00Z,1,B00E00V,Missing,SRP349373,not applicable,familiaris,oral cavity,Melanoma,,
SRR17139291,missing,WXS,152,14048447088,PRJNA786469,SAMN23673667,Model organism or animal,Poodle,9335171164,CNRS - UNIVERSITY RENNES1,CNRS - university RENNES,public,not applicable,"sra,fastq,run.zq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",not applicable,not applicable,SRX13323556,17,Illumina HiSeq 2000,not applicable,LID17,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2021-12-06T00:00:00Z,2021-12-06T10:05:00Z,1,B00E00U,Missing,SRP349373,not applicable,familiaris,blood,,,
SRR17139292,missing,WXS,152,18579865312,PRJNA786469,SAMN23673666,Model organism or animal,Poodle,12370425762,CNRS - UNIVERSITY RENNES1,CNRS - university RENNES,public,not applicable,"fastq,sra,run.zq","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",not applicable,not applicable,SRX13323555,16,Illumina HiSeq 2000,not applicable,LID16,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2021-12-06T00:00:00Z,2021-12-06T09:47:00Z,1,B00E00T,male,SRP349373,not applicable,familiaris,oral cavity,Melanoma,,
SRR17139293,12,WXS,152,13041649096,PRJNA786469,SAMN23673795,Model organism or animal,Poodle,8590931793,CNRS - UNIVERSITY RENNES1,MSU,public,not applicable,"sra,run.zq,fastq","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",not applicable,not applicable,SRX13323554,145,Illumina HiSeq 2000,not applicable,LID145,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2021-12-06T00:00:00Z,2021-12-06T10:10:00Z,1,CCB070213_0200,female,SRP349373,not applicable,familiaris,oral cavity,,"Surgery (oral mass debulking and lymph node resection) on 13juillet10\, Chemotherapy (dacarbazine q3wks) on 22juillet10\,. Radiation therapy (coarse fractionated) on 26juillet10\, Chemotherapy (carboplatin) on 07sept10\,",
SRR17139294,12,WXS,152,20304262448,PRJNA786469,SAMN23673794,Model organism or animal,Poodle,13250467769,CNRS - UNIVERSITY RENNES1,MSU,public,not applicable,"run.zq,sra,fastq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",not applicable,not applicable,SRX13323553,144,Illumina HiSeq 2000,not applicable,LID144,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2021-12-06T00:00:00Z,2021-12-06T10:18:00Z,1,CCB070213_0105,female,SRP349373,not applicable,familiaris,oral cavity,Melanoma-mucosa/maxilla,"Surgery (oral mass debulking and lymph node resection) on 13juillet10\, Chemotherapy (dacarbazine q3wks) on 22juillet10\,. Radiation therapy (coarse fractionated) on 26juillet10\, Chemotherapy (carboplatin) on 07sept10\,",
