Run,Age,Assay Type,AssemblyName,AvgSpotLen,Bases,BIOMATERIAL_PROVIDER,BioProject,BioSample,BioSampleModel,Birth_date,BREED,Bytes,Center Name,collected_by,Collection_Date,Consent,Cultivar,DATASTORE filetype,DATASTORE provider,DATASTORE region,death_date,dev_stage,disease,Ecotype,Experiment,Instrument,Isolate,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,sex,SRA Study,store_cond,Strain,sub_species,Tissue,Treatment
SRR13571615,9.912328767123288,WXS,AAEX03,250,1615585000,Richards_Cornell,PRJNA695534,SAMN17615981,Model organism or animal,2000-02-23T00:00:00,Golden Retriever,842218818,CORNELL UNIVERSITY,Richards_Cornell,2010-01-19,public,not applicable,"bam,sra,run.zq","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",2010-05-08T00:00:00,adult,DLBCL,not applicable,SRX9969829,Illumina HiSeq 2500,not applicable,4189.a,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2021-09-01T00:00:00Z,2021-01-28T13:06:00Z,1,4189.a,male,SRP303671,FFPE,not applicable,familiaris,tumor DNA from excisional biopsy of lymph node,Initial chemotherapy: Multi-agent; Chemotherapy after relapse (Y/N): Yes
SRR13571616,2.873972602739726,WXS,AAEX03,250,5861994000,Suter_NCState,PRJNA695534,SAMN17615864,Model organism or animal,2008-12-25T00:00:00,Labrador Retriever,2718395540,CORNELL UNIVERSITY,Suter_NCState,2011-11-09,public,not applicable,"run.zq,sra","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",2012-07-15T00:00:00,adult,DLBCL,not applicable,SRX9969828,Illumina HiSeq 2500,not applicable,4107.b,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2021-09-01T00:00:00Z,2021-01-28T13:11:00Z,1,4107.b,male,SRP303671,refrigerated EDTA blood,not applicable,familiaris,matched normal DNA from EDTA blood,Initial chemotherapy: Induction only; Chemotherapy after relapse (Y/N): NA
SRR13571617,6,WXS,AAEX03,249,12038190875,Richards_Cornell,PRJNA695534,SAMN17615980,Model organism or animal,2003-09-02T00:00:00,Golden Retriever,5151946279,CORNELL UNIVERSITY,Richards_Cornell,2009-08-31,public,not applicable,"sra,run.zq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",2010-04-13T00:00:00,adult,DLBCL,not applicable,SRX9969827,Illumina HiSeq 2500,not applicable,4188.b,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2021-09-01T00:00:00Z,2021-01-28T13:18:00Z,1,4188.b,female,SRP303671,refrigerated EDTA blood,not applicable,familiaris,matched normal DNA from EDTA blood,Initial chemotherapy: Multi-agent; Chemotherapy after relapse (Y/N): No
SRR13571618,6,WXS,AAEX03,250,4088406750,Richards_Cornell,PRJNA695534,SAMN17615979,Model organism or animal,2003-09-02T00:00:00,Golden Retriever,1932512190,CORNELL UNIVERSITY,Richards_Cornell,2009-08-31,public,not applicable,"sra,run.zq","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",2010-04-13T00:00:00,adult,DLBCL,not applicable,SRX9969826,Illumina HiSeq 2500,not applicable,4188.a,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2021-09-01T00:00:00Z,2021-01-28T13:08:00Z,1,4188.a,female,SRP303671,FFPE,not applicable,familiaris,tumor DNA from excisional biopsy of lymph node,Initial chemotherapy: Multi-agent; Chemotherapy after relapse (Y/N): No
SRR13571619,6.583561643835616,WXS,AAEX03,250,4529216750,Richards_Cornell,PRJNA695534,SAMN17615978,Model organism or animal,2001-07-28T00:00:00,Golden Retriever,1935542558,CORNELL UNIVERSITY,Richards_Cornell,2008-02-25,public,not applicable,"sra,run.zq","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2012-07-26T00:00:00,adult,DLBCL,not applicable,SRX9969825,Illumina HiSeq 2500,not applicable,4186.b,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2021-09-01T00:00:00Z,2021-01-28T13:09:00Z,1,4186.b,male,SRP303671,refrigerated EDTA blood,not applicable,familiaris,matched normal DNA from EDTA blood,Initial chemotherapy: Multi-agent; Chemotherapy after relapse (Y/N): NA
SRR13571620,6.583561643835616,WXS,AAEX03,250,2186354000,Richards_Cornell,PRJNA695534,SAMN17615977,Model organism or animal,2001-07-28T00:00:00,Golden Retriever,943234887,CORNELL UNIVERSITY,Richards_Cornell,2008-02-25,public,not applicable,"run.zq,bam,sra","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",2012-07-26T00:00:00,adult,DLBCL,not applicable,SRX9969824,Illumina HiSeq 2500,not applicable,4186.a,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2021-09-01T00:00:00Z,2021-01-28T13:06:00Z,1,4186.a,male,SRP303671,FFPE,not applicable,familiaris,tumor DNA from excisional biopsy of lymph node,Initial chemotherapy: Multi-agent; Chemotherapy after relapse (Y/N): NA
SRR13571621,5.736986301369863,WXS,AAEX03,250,14159033750,Richards_Cornell,PRJNA695534,SAMN17615976,Model organism or animal,2006-11-22T00:00:00,Nova Scotia Duck Tolling Retriever,5892764160,CORNELL UNIVERSITY,Richards_Cornell,2012-08-16,public,not applicable,"run.zq,sra,bam","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",2013-09-04T00:00:00,adult,DLBCL,not applicable,SRX9969823,Illumina HiSeq 2500,not applicable,4184.b,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2021-09-01T00:00:00Z,2021-01-28T16:57:00Z,1,4184.b,male,SRP303671,refrigerated EDTA blood,not applicable,familiaris,matched normal DNA from EDTA blood,Initial chemotherapy: Multi-agent; Chemotherapy after relapse (Y/N): Yes
SRR13571622,5.736986301369863,WXS,AAEX03,250,5407361750,Richards_Cornell,PRJNA695534,SAMN17615975,Model organism or animal,2006-11-22T00:00:00,Nova Scotia Duck Tolling Retriever,2295501471,CORNELL UNIVERSITY,Richards_Cornell,2012-08-16,public,not applicable,"run.zq,sra","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",2013-09-04T00:00:00,adult,DLBCL,not applicable,SRX9969822,Illumina HiSeq 2500,not applicable,4184.a,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2021-09-01T00:00:00Z,2021-01-28T13:10:00Z,1,4184.a,male,SRP303671,FFPE,not applicable,familiaris,tumor DNA from excisional biopsy of lymph node,Initial chemotherapy: Multi-agent; Chemotherapy after relapse (Y/N): Yes
SRR13571623,10.008219178082191,WXS,AAEX03,250,7695633750,Suter_NCState,PRJNA695534,SAMN17615974,Model organism or animal,2005-05-12T00:00:00,Maltese,3259491658,CORNELL UNIVERSITY,Suter_NCState,2015-05-13,public,not applicable,"sra,run.zq,bam","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",2015-10-29T00:00:00,adult,DLBCL,not applicable,SRX9969821,Illumina HiSeq 2500,not applicable,4181.b,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2021-09-01T00:00:00Z,2021-01-28T13:17:00Z,1,4181.b,female,SRP303671,refrigerated EDTA blood,not applicable,familiaris,matched normal DNA from EDTA blood,Initial chemotherapy: Multi-agent; Chemotherapy after relapse (Y/N): Yes
SRR13571624,10.008219178082191,WXS,AAEX03,250,4707934250,Suter_NCState,PRJNA695534,SAMN17615973,Model organism or animal,2005-05-12T00:00:00,Maltese,1990588852,CORNELL UNIVERSITY,Suter_NCState,2015-05-13,public,not applicable,"bam,run.zq,sra","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",2015-10-29T00:00:00,adult,DLBCL,not applicable,SRX9969820,Illumina HiSeq 2500,not applicable,4181.a,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2021-09-01T00:00:00Z,2021-01-28T13:12:00Z,1,4181.a,female,SRP303671,FFPE,not applicable,familiaris,tumor DNA from excisional biopsy of lymph node,Initial chemotherapy: Multi-agent; Chemotherapy after relapse (Y/N): Yes
SRR13571625,6.213698630136986,WXS,AAEX03,250,6070515500,Suter_NCState,PRJNA695534,SAMN17615972,Model organism or animal,2009-01-01T00:00:00,Labrador Retriever,2572632883,CORNELL UNIVERSITY,Suter_NCState,2015-03-19,public,not applicable,"run.zq,sra","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",2015-05-20T00:00:00,adult,DLBCL,not applicable,SRX9969819,Illumina HiSeq 2500,not applicable,4179.b,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2021-09-01T00:00:00Z,2021-01-28T13:10:00Z,1,4179.b,female,SRP303671,refrigerated EDTA blood,not applicable,familiaris,matched normal DNA from EDTA blood,Initial chemotherapy: Single Agent; Chemotherapy after relapse (Y/N): NA
SRR13571626,6.213698630136986,WXS,AAEX03,250,4049297250,Suter_NCState,PRJNA695534,SAMN17615971,Model organism or animal,2009-01-01T00:00:00,Labrador Retriever,1716359887,CORNELL UNIVERSITY,Suter_NCState,2015-03-19,public,not applicable,"sra,run.zq","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",2015-05-20T00:00:00,adult,DLBCL,not applicable,SRX9969818,Illumina HiSeq 2500,not applicable,4179.a,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2021-09-01T00:00:00Z,2021-01-28T13:07:00Z,1,4179.a,female,SRP303671,FFPE,not applicable,familiaris,tumor DNA from excisional biopsy of lymph node,Initial chemotherapy: Single Agent; Chemotherapy after relapse (Y/N): NA
SRR13571627,2.873972602739726,WXS,AAEX03,250,4216503000,Suter_NCState,PRJNA695534,SAMN17615863,Model organism or animal,2008-12-25T00:00:00,Labrador Retriever,1703562557,CORNELL UNIVERSITY,Suter_NCState,2011-11-09,public,not applicable,"bam,sra,run.zq","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",2012-07-15T00:00:00,adult,DLBCL,not applicable,SRX9969817,Illumina HiSeq 2500,not applicable,4107.a,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2021-09-01T00:00:00Z,2021-01-28T13:14:00Z,1,4107.a,male,SRP303671,FFPE,not applicable,familiaris,tumor DNA from excisional biopsy of lymph node,Initial chemotherapy: Induction only; Chemotherapy after relapse (Y/N): NA
SRR13571628,9.131506849315068,WXS,AAEX03,250,6080074250,Suter_NCState,PRJNA695534,SAMN17615908,Model organism or animal,2004-07-19T00:00:00,Pekingese,2504253127,CORNELL UNIVERSITY,Suter_NCState,2013-09-03,public,not applicable,"run.zq,sra","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",2014-11-10T00:00:00,adult,DLBCL,not applicable,SRX9969816,Illumina HiSeq 2500,not applicable,4132.b,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2021-09-01T00:00:00Z,2021-01-28T13:10:00Z,1,4132.b,female,SRP303671,refrigerated EDTA blood,not applicable,familiaris,matched normal DNA from EDTA blood,Initial chemotherapy: Multi-agent; Chemotherapy after relapse (Y/N): Yes
SRR13571629,9.131506849315068,WXS,AAEX03,250,4127821000,Suter_NCState,PRJNA695534,SAMN17615907,Model organism or animal,2004-07-19T00:00:00,Pekingese,1750449648,CORNELL UNIVERSITY,Suter_NCState,2013-09-03,public,not applicable,"sra,run.zq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",2014-11-10T00:00:00,adult,DLBCL,not applicable,SRX9969815,Illumina HiSeq 2500,not applicable,4132.a,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2021-09-01T00:00:00Z,2021-01-28T13:07:00Z,1,4132.a,female,SRP303671,FFPE,not applicable,familiaris,tumor DNA from excisional biopsy of lymph node,Initial chemotherapy: Multi-agent; Chemotherapy after relapse (Y/N): Yes
SRR13571630,12.076712328767123,WXS,AAEX03,250,7790137250,Suter_NCState,PRJNA695534,SAMN17615906,Model organism or animal,2001-07-29T00:00:00,Golden Retriever,3380360729,CORNELL UNIVERSITY,Suter_NCState,2013-08-23,public,not applicable,"run.zq,sra","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",2014-01-08T00:00:00,adult,DLBCL,not applicable,SRX9969814,Illumina HiSeq 2500,not applicable,4131.b,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2021-09-01T00:00:00Z,2021-01-28T13:12:00Z,1,4131.b,female,SRP303671,refrigerated EDTA blood,not applicable,familiaris,matched normal DNA from EDTA blood,Initial chemotherapy: Single Agent; Chemotherapy after relapse (Y/N): No
SRR13571631,12.076712328767123,WXS,AAEX03,250,7360561500,Suter_NCState,PRJNA695534,SAMN17615905,Model organism or animal,2001-07-29T00:00:00,Golden Retriever,3195785506,CORNELL UNIVERSITY,Suter_NCState,2013-08-23,public,not applicable,"sra,run.zq","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",2014-01-08T00:00:00,adult,DLBCL,not applicable,SRX9969813,Illumina HiSeq 2500,not applicable,4131.a,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2021-09-01T00:00:00Z,2021-01-28T13:13:00Z,1,4131.a,female,SRP303671,FFPE,not applicable,familiaris,tumor DNA from excisional biopsy of lymph node,Initial chemotherapy: Single Agent; Chemotherapy after relapse (Y/N): No
SRR13571632,7.682191780821918,WXS,AAEX03,250,8854920000,Suter_NCState,PRJNA695534,SAMN17615904,Model organism or animal,2005-11-19T00:00:00,English Bulldog,3807620826,CORNELL UNIVERSITY,Suter_NCState,2013-07-24,public,not applicable,"sra,run.zq","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",2013-12-02T00:00:00,adult,DLBCL,not applicable,SRX9969812,Illumina HiSeq 2500,not applicable,4130.b,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2021-09-01T00:00:00Z,2021-01-28T13:13:00Z,1,4130.b,male,SRP303671,refrigerated EDTA blood,not applicable,familiaris,matched normal DNA from EDTA blood,Initial chemotherapy: Single Agent; Chemotherapy after relapse (Y/N): No
SRR13571633,7.682191780821918,WXS,AAEX03,250,7064415750,Suter_NCState,PRJNA695534,SAMN17615903,Model organism or animal,2005-11-19T00:00:00,English Bulldog,3015859840,CORNELL UNIVERSITY,Suter_NCState,2013-07-24,public,not applicable,"bam,run.zq,sra","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",2013-12-02T00:00:00,adult,DLBCL,not applicable,SRX9969811,Illumina HiSeq 2500,not applicable,4130.a,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2021-09-01T00:00:00Z,2021-01-28T13:16:00Z,1,4130.a,male,SRP303671,FFPE,not applicable,familiaris,tumor DNA from excisional biopsy of lymph node,Initial chemotherapy: Single Agent; Chemotherapy after relapse (Y/N): No
SRR13571634,5.991780821917808,WXS,AAEX03,250,6177443250,Suter_NCState,PRJNA695534,SAMN17615902,Model organism or animal,2007-07-21T00:00:00,Labrador Retriever,2625837036,CORNELL UNIVERSITY,Suter_NCState,2013-07-16,public,not applicable,"run.zq,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",2014-07-12T00:00:00,adult,DLBCL,not applicable,SRX9969810,Illumina HiSeq 2500,not applicable,4129.b,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2021-09-01T00:00:00Z,2021-01-28T13:09:00Z,1,4129.b,male,SRP303671,refrigerated EDTA blood,not applicable,familiaris,matched normal DNA from EDTA blood,Initial chemotherapy: Multi-agent; Chemotherapy after relapse (Y/N): No
SRR13571635,5.991780821917808,WXS,AAEX03,250,6512692000,Suter_NCState,PRJNA695534,SAMN17615901,Model organism or animal,2007-07-21T00:00:00,Labrador Retriever,2815020525,CORNELL UNIVERSITY,Suter_NCState,2013-07-16,public,not applicable,"sra,run.zq","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",2014-07-12T00:00:00,adult,DLBCL,not applicable,SRX9969809,Illumina HiSeq 2500,not applicable,4129.a,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2021-09-01T00:00:00Z,2021-01-28T13:12:00Z,1,4129.a,male,SRP303671,FFPE,not applicable,familiaris,tumor DNA from excisional biopsy of lymph node,Initial chemotherapy: Multi-agent; Chemotherapy after relapse (Y/N): No
SRR13571636,11.6657534246575,WXS,AAEX03,250,5894250000,Suter_NCState,PRJNA695534,SAMN17615856,Model organism or animal,2000-01-01T00:00:00,Shih Tzu,2740037868,CORNELL UNIVERSITY,Suter_NCState,2011-08-29,public,not applicable,"sra,run.zq","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",2012-05-15T00:00:00,adult,DLBCL,not applicable,SRX9969808,Illumina HiSeq 2500,not applicable,4102.b,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2021-09-01T00:00:00Z,2021-01-28T13:10:00Z,1,4102.b,female,SRP303671,refrigerated EDTA blood,not applicable,familiaris,matched normal DNA from EDTA blood,Initial chemotherapy: Single Agent; Chemotherapy after relapse (Y/N): Yes
SRR13571637,8.241095890410959,WXS,AAEX03,250,7817360250,Suter_NCState,PRJNA695534,SAMN17615900,Model organism or animal,2005-04-16T00:00:00,Fox Terrier,3202491233,CORNELL UNIVERSITY,Suter_NCState,2013-07-11,public,not applicable,"run.zq,sra","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",2015-01-13T00:00:00,adult,DLBCL,not applicable,SRX9969807,Illumina HiSeq 2500,not applicable,4128.b,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2021-09-01T00:00:00Z,2021-01-28T13:18:00Z,1,4128.b,male,SRP303671,refrigerated EDTA blood,not applicable,familiaris,matched normal DNA from EDTA blood,Initial chemotherapy: Multi-agent; Chemotherapy after relapse (Y/N): Yes
SRR13571638,8.241095890410959,WXS,AAEX03,250,5729282000,Suter_NCState,PRJNA695534,SAMN17615899,Model organism or animal,2005-04-16T00:00:00,Fox Terrier,2422919747,CORNELL UNIVERSITY,Suter_NCState,2013-07-11,public,not applicable,"bam,run.zq,sra","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",2015-01-13T00:00:00,adult,DLBCL,not applicable,SRX9969806,Illumina HiSeq 2500,not applicable,4128.a,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2021-09-01T00:00:00Z,2021-01-28T13:13:00Z,1,4128.a,male,SRP303671,FFPE,not applicable,familiaris,tumor DNA from excisional biopsy of lymph node,Initial chemotherapy: Multi-agent; Chemotherapy after relapse (Y/N): Yes
SRR13571639,5.002739726027397,WXS,AAEX03,250,9531507750,Suter_NCState,PRJNA695534,SAMN17615898,Model organism or animal,2008-07-18T00:00:00,American Staffordshire Terrier,4126484738,CORNELL UNIVERSITY,Suter_NCState,2013-07-18,public,not applicable,"run.zq,sra","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",2015-01-23T00:00:00,adult,DLBCL,not applicable,SRX9969805,Illumina HiSeq 2500,not applicable,4127.b,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2021-09-01T00:00:00Z,2021-01-28T13:14:00Z,1,4127.b,male,SRP303671,refrigerated EDTA blood,not applicable,familiaris,matched normal DNA from EDTA blood,Initial chemotherapy: Multi-agent; Chemotherapy after relapse (Y/N): Yes
SRR13571640,5.002739726027397,WXS,AAEX03,250,4829614500,Suter_NCState,PRJNA695534,SAMN17615897,Model organism or animal,2008-07-18T00:00:00,American Staffordshire Terrier,2046751729,CORNELL UNIVERSITY,Suter_NCState,2013-07-18,public,not applicable,"sra,run.zq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",2015-01-23T00:00:00,adult,DLBCL,not applicable,SRX9969804,Illumina HiSeq 2500,not applicable,4127.a,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2021-09-01T00:00:00Z,2021-01-28T13:08:00Z,1,4127.a,male,SRP303671,FFPE,not applicable,familiaris,tumor DNA from excisional biopsy of lymph node,Initial chemotherapy: Multi-agent; Chemotherapy after relapse (Y/N): Yes
SRR13571641,5.306849315068493,WXS,AAEX03,250,6457338000,Suter_NCState,PRJNA695534,SAMN17615896,Model organism or animal,2008-01-25T00:00:00,Toy Poodle,2731246115,CORNELL UNIVERSITY,Suter_NCState,2013-05-15,public,not applicable,"sra,run.zq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",2013-07-23T00:00:00,adult,DLBCL,not applicable,SRX9969803,Illumina HiSeq 2500,not applicable,4126.b,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2021-09-01T00:00:00Z,2021-01-28T13:10:00Z,1,4126.b,female,SRP303671,refrigerated EDTA blood,not applicable,familiaris,matched normal DNA from EDTA blood,Initial chemotherapy: Single Agent; Chemotherapy after relapse (Y/N): NA
SRR13571642,5.306849315068493,WXS,AAEX03,250,7496051250,Suter_NCState,PRJNA695534,SAMN17615895,Model organism or animal,2008-01-25T00:00:00,Toy Poodle,3237661521,CORNELL UNIVERSITY,Suter_NCState,2013-05-15,public,not applicable,"sra,run.zq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",2013-07-23T00:00:00,adult,DLBCL,not applicable,SRX9969802,Illumina HiSeq 2500,not applicable,4126.a,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2021-09-01T00:00:00Z,2021-01-28T13:14:00Z,1,4126.a,female,SRP303671,FFPE,not applicable,familiaris,tumor DNA from excisional biopsy of lymph node,Initial chemotherapy: Single Agent; Chemotherapy after relapse (Y/N): NA
SRR13571643,16.057534246575344,WXS,AAEX03,250,7896347750,Suter_NCState,PRJNA695534,SAMN17615894,Model organism or animal,1997-06-10T00:00:00,Bull Terrier,3387038191,CORNELL UNIVERSITY,Suter_NCState,2013-06-27,public,not applicable,"run.zq,sra","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",2013-07-25T00:00:00,adult,DLBCL,not applicable,SRX9969801,Illumina HiSeq 2500,not applicable,4125.b,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2021-09-01T00:00:00Z,2021-01-28T13:15:00Z,1,4125.b,female,SRP303671,refrigerated EDTA blood,not applicable,familiaris,matched normal DNA from EDTA blood,Initial chemotherapy: Single Agent; Chemotherapy after relapse (Y/N): NA
SRR13571644,16.057534246575344,WXS,AAEX03,250,5556954250,Suter_NCState,PRJNA695534,SAMN17615893,Model organism or animal,1997-06-10T00:00:00,Bull Terrier,2366200309,CORNELL UNIVERSITY,Suter_NCState,2013-06-27,public,not applicable,"sra,run.zq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",2013-07-25T00:00:00,adult,DLBCL,not applicable,SRX9969800,Illumina HiSeq 2500,not applicable,4125.a,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2021-09-01T00:00:00Z,2021-01-28T13:12:00Z,1,4125.a,female,SRP303671,FFPE,not applicable,familiaris,tumor DNA from excisional biopsy of lymph node,Initial chemotherapy: Single Agent; Chemotherapy after relapse (Y/N): NA
SRR13571645,8.26849315068493,WXS,AAEX03,250,9631888000,Suter_NCState,PRJNA695534,SAMN17615892,Model organism or animal,2005-02-02T00:00:00,Cardigan Welsh Corgi,4080216761,CORNELL UNIVERSITY,Suter_NCState,2013-05-09,public,not applicable,"sra,run.zq","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",2013-11-07T00:00:00,adult,DLBCL,not applicable,SRX9969799,Illumina HiSeq 2500,not applicable,4123.b,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2021-09-01T00:00:00Z,2021-01-28T13:14:00Z,1,4123.b,male,SRP303671,refrigerated EDTA blood,not applicable,familiaris,matched normal DNA from EDTA blood,Initial chemotherapy: Multi-agent; Chemotherapy after relapse (Y/N): NA
SRR13571646,8.26849315068493,WXS,AAEX03,250,2425154250,Suter_NCState,PRJNA695534,SAMN17615891,Model organism or animal,2005-02-02T00:00:00,Cardigan Welsh Corgi,1031992516,CORNELL UNIVERSITY,Suter_NCState,2013-05-09,public,not applicable,"sra,run.zq","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2013-11-07T00:00:00,adult,DLBCL,not applicable,SRX9969798,Illumina HiSeq 2500,not applicable,4123.a,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2021-09-01T00:00:00Z,2021-01-28T13:05:00Z,1,4123.a,male,SRP303671,FFPE,not applicable,familiaris,tumor DNA from excisional biopsy of lymph node,Initial chemotherapy: Multi-agent; Chemotherapy after relapse (Y/N): NA
SRR13571647,11.6657534246575,WXS,AAEX03,250,6255208000,Suter_NCState,PRJNA695534,SAMN17615855,Model organism or animal,2000-01-01T00:00:00,Shih Tzu,2560724674,CORNELL UNIVERSITY,Suter_NCState,2011-08-29,public,not applicable,"run.zq,sra","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",2012-05-15T00:00:00,adult,DLBCL,not applicable,SRX9969797,Illumina HiSeq 2500,not applicable,4102.a,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2021-09-01T00:00:00Z,2021-01-28T13:10:00Z,1,4102.a,female,SRP303671,FFPE,not applicable,familiaris,tumor DNA from excisional biopsy of lymph node,Initial chemotherapy: Single Agent; Chemotherapy after relapse (Y/N): Yes
SRR13571648,8.068493150684931,WXS,AAEX03,250,6941409000,Suter_NCState,PRJNA695534,SAMN17615890,Model organism or animal,2005-02-16T00:00:00,Bernese Mountain Dog,2926869331,CORNELL UNIVERSITY,Suter_NCState,2013-03-11,public,not applicable,"sra,run.zq","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",2013-10-17T00:00:00,adult,DLBCL,not applicable,SRX9969796,Illumina HiSeq 2500,not applicable,4122.b,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2021-09-01T00:00:00Z,2021-01-28T13:14:00Z,1,4122.b,male,SRP303671,refrigerated EDTA blood,not applicable,familiaris,matched normal DNA from EDTA blood,Treatment unknown or excluded
SRR13571649,8.068493150684931,WXS,AAEX03,250,7305369750,Suter_NCState,PRJNA695534,SAMN17615889,Model organism or animal,2005-02-16T00:00:00,Bernese Mountain Dog,3162052791,CORNELL UNIVERSITY,Suter_NCState,2013-03-11,public,not applicable,"run.zq,sra","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",2013-10-17T00:00:00,adult,DLBCL,not applicable,SRX9969795,Illumina HiSeq 2500,not applicable,4122.a,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2021-09-01T00:00:00Z,2021-01-28T13:14:00Z,1,4122.a,male,SRP303671,FFPE,not applicable,familiaris,tumor DNA from excisional biopsy of lymph node,Treatment unknown or excluded
