Run,ArrayExpress-Phenotype,ArrayExpress-SPECIES,Assay Type,AssemblyName,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,common_name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,ENA-FIRST-PUBLIC (run),ENA-FIRST-PUBLIC,ENA-LAST-UPDATE (run),ENA-LAST-UPDATE,Experiment,External_Id,INSDC_center_alias,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,PHENOTYPE,Platform,ReleaseDate,create_date,version,Sample Name,Sample_Name,SRA Study,sub_species,Subject_ID,Submitter_Id
ERR3469387,Lymph Node,Canis familiaris,WXS,AAEX03,150,9024379950,PRJEB24200,SAMEA4673514,2392472414,WELLCOME SANGER INSTITUTE,dog,public,"sra,run.zq","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-08-06,2019-08-06,2019-08-05,2018-05-22,ERX3491050,SAMEA4673514,SC,Wellcome Sanger Institute,2019-08-06T04:06:09Z,2018-05-22T11:21:16Z,public,Illumina HiSeq 4000,DN520574J:F4,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,Lymph Node,ILLUMINA,2019-08-07T00:00:00Z,2019-08-07T17:47:00Z,1,SAMEA4673514,621ad92a-5392-11e8-a54b-3c4a9275d6c8,ERP106009,familiaris,DD0111c,621ad92a-5392-11e8-a54b-3c4a9275d6c8
ERR3469391,Skin,Canis familiaris,WXS,AAEX03,150,9865514400,PRJEB24200,SAMEA4673518,2473023888,WELLCOME SANGER INSTITUTE,dog,public,"sra,run.zq","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",2019-08-06,2019-08-06,2019-08-05,2018-05-22,ERX3491054,SAMEA4673518,SC,Wellcome Sanger Institute,2019-08-06T04:06:09Z,2018-05-22T11:21:17Z,public,Illumina HiSeq 4000,DN520574J:B5,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,Skin,ILLUMINA,2019-08-07T00:00:00Z,2019-08-07T17:41:00Z,1,SAMEA4673518,62388a1a-5392-11e8-a54b-3c4a9275d6c8,ERP106009,familiaris,DD0113a,62388a1a-5392-11e8-a54b-3c4a9275d6c8
ERR3469392,Lymph Node,Canis familiaris,WXS,AAEX03,150,6051293850,PRJEB24200,SAMEA4673521,1525963821,WELLCOME SANGER INSTITUTE,dog,public,"sra,run.zq","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",2019-08-06,2019-08-06,2019-08-05,2018-05-22,ERX3491055,SAMEA4673521,SC,Wellcome Sanger Institute,2019-08-06T04:06:09Z,2018-05-22T11:21:18Z,public,Illumina HiSeq 4000,DN520574J:E5,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,Lymph Node,ILLUMINA,2019-08-07T00:00:00Z,2019-08-07T17:34:00Z,1,SAMEA4673521,62505fdc-5392-11e8-a54b-3c4a9275d6c8,ERP106009,familiaris,DD0114c,62505fdc-5392-11e8-a54b-3c4a9275d6c8
ERR3469394,Lymph Node,Canis familiaris,WXS,AAEX03,150,5539955550,PRJEB24200,SAMEA4673523,1424314159,WELLCOME SANGER INSTITUTE,dog,public,"sra,run.zq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",2019-08-06,2019-08-06,2019-08-05,2018-05-22,ERX3491057,SAMEA4673523,SC,Wellcome Sanger Institute,2019-08-06T04:06:09Z,2018-05-22T11:21:18Z,public,Illumina HiSeq 4000,DN520574J:G5,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,Lymph Node,ILLUMINA,2019-08-07T00:00:00Z,2019-08-07T17:35:00Z,1,SAMEA4673523,625f2044-5392-11e8-a54b-3c4a9275d6c8,ERP106009,familiaris,DD0115c,625f2044-5392-11e8-a54b-3c4a9275d6c8
ERR3469395,Skin,Canis familiaris,WXS,AAEX03,150,5410311300,PRJEB24200,SAMEA4673524,1383699872,WELLCOME SANGER INSTITUTE,dog,public,"sra,run.zq","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",2019-08-06,2019-08-06,2019-08-05,2018-05-22,ERX3491058,SAMEA4673524,SC,Wellcome Sanger Institute,2019-08-06T04:06:09Z,2018-05-22T11:21:19Z,public,Illumina HiSeq 4000,DN520574J:H5,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,Skin,ILLUMINA,2019-08-07T00:00:00Z,2019-08-07T17:32:00Z,1,SAMEA4673524,6265e956-5392-11e8-a54b-3c4a9275d6c8,ERP106009,familiaris,DD0116a,6265e956-5392-11e8-a54b-3c4a9275d6c8
ERR3469396,Skin,Canis familiaris,WXS,AAEX03,150,18502627350,PRJEB24200,SAMEA4729483,3971542366,WELLCOME SANGER INSTITUTE,dog,public,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-08-06,2019-08-06,2019-08-05,2018-06-14,ERX3491059,SAMEA4729483,SC,Wellcome Sanger Institute,2019-08-06T04:06:09Z,2018-06-14T15:33:21Z,public,Illumina HiSeq 4000,DN523795J:A8,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,Skin,ILLUMINA,2019-08-07T00:00:00Z,2019-08-07T18:11:00Z,1,SAMEA4729483,730254fc-6fc1-11e8-bf99-3c4a9275d6c8,ERP106009,familiaris,DD0110a,730254fc-6fc1-11e8-bf99-3c4a9275d6c8
ERR3469397,Lymph Node,Canis familiaris,WXS,AAEX03,150,4106520300,PRJEB24200,SAMEA4729484,814813498,WELLCOME SANGER INSTITUTE,dog,public,"run.zq,sra","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",2019-08-06,2019-08-06,2019-08-05,2018-06-14,ERX3491060,SAMEA4729484,SC,Wellcome Sanger Institute,2019-08-06T04:06:09Z,2018-06-14T15:33:22Z,public,Illumina HiSeq 4000,DN523795J:B8,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,Lymph Node,ILLUMINA,2019-08-07T00:00:00Z,2019-08-07T17:31:00Z,1,SAMEA4729484,739aa612-6fc1-11e8-bf99-3c4a9275d6c8,ERP106009,familiaris,DD0113c,739aa612-6fc1-11e8-bf99-3c4a9275d6c8
ERR3448840,Blood,Canis familiaris,WXS,AAEX03,150,5983578150,PRJEB24200,SAMEA4673493,1303002945,WELLCOME SANGER INSTITUTE,dog,public,"run.zq,sra","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",2019-07-23,2019-07-23,2019-07-23,2018-05-22,ERX3470839,SAMEA4673493,SC,Wellcome Sanger Institute,2019-07-23T11:59:28Z,2018-05-22T11:21:10Z,public,Illumina HiSeq 4000,DN520574J:A2,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,Blood,ILLUMINA,2019-07-24T00:00:00Z,2019-07-24T13:45:00Z,1,SAMEA4673493,616cf5a8-5392-11e8-a54b-3c4a9275d6c8,ERP106009,familiaris,DD0114b,616cf5a8-5392-11e8-a54b-3c4a9275d6c8
ERR3448841,Blood,Canis familiaris,WXS,AAEX03,150,7087242300,PRJEB24200,SAMEA4673494,1494880434,WELLCOME SANGER INSTITUTE,dog,public,"run.zq,sra","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",2019-07-23,2019-07-23,2019-07-23,2018-05-22,ERX3470840,SAMEA4673494,SC,Wellcome Sanger Institute,2019-07-23T11:59:28Z,2018-05-22T11:21:10Z,public,Illumina HiSeq 4000,DN520574J:B2,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,Blood,ILLUMINA,2019-07-24T00:00:00Z,2019-07-24T13:45:00Z,1,SAMEA4673494,61758484-5392-11e8-a54b-3c4a9275d6c8,ERP106009,familiaris,DD0115b,61758484-5392-11e8-a54b-3c4a9275d6c8
ERR3448842,Blood,Canis familiaris,WXS,AAEX03,150,5846205600,PRJEB24200,SAMEA4673495,1315728331,WELLCOME SANGER INSTITUTE,dog,public,"run.zq,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",2019-07-23,2019-07-23,2019-07-23,2018-05-22,ERX3470841,SAMEA4673495,SC,Wellcome Sanger Institute,2019-07-23T11:59:28Z,2018-05-22T11:21:11Z,public,Illumina HiSeq 4000,DN520574J:C2,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,Blood,ILLUMINA,2019-07-24T00:00:00Z,2019-07-24T13:37:00Z,1,SAMEA4673495,617d327e-5392-11e8-a54b-3c4a9275d6c8,ERP106009,familiaris,DD0116b,617d327e-5392-11e8-a54b-3c4a9275d6c8
ERR3448843,Blood,Canis familiaris,WXS,AAEX03,150,6868097400,PRJEB24200,SAMEA4673496,1470116809,WELLCOME SANGER INSTITUTE,dog,public,"run.zq,sra","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",2019-07-23,2019-07-23,2019-07-23,2018-05-22,ERX3470842,SAMEA4673496,SC,Wellcome Sanger Institute,2019-07-23T11:59:28Z,2018-05-22T11:21:11Z,public,Illumina HiSeq 4000,DN520574J:D2,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,Blood,ILLUMINA,2019-07-24T00:00:00Z,2019-07-24T13:49:00Z,1,SAMEA4673496,6184df1a-5392-11e8-a54b-3c4a9275d6c8,ERP106009,familiaris,DD0118b,6184df1a-5392-11e8-a54b-3c4a9275d6c8
ERR3448845,Blood,Canis familiaris,WXS,AAEX03,150,7703069700,PRJEB24200,SAMEA4673498,1675205427,WELLCOME SANGER INSTITUTE,dog,public,"sra,run.zq","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",2019-07-23,2019-07-23,2019-07-23,2018-05-22,ERX3470844,SAMEA4673498,SC,Wellcome Sanger Institute,2019-07-23T11:59:28Z,2018-05-22T11:21:12Z,public,Illumina HiSeq 4000,DN520574J:F2,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,Blood,ILLUMINA,2019-07-24T00:00:00Z,2019-07-24T13:48:00Z,1,SAMEA4673498,61936418-5392-11e8-a54b-3c4a9275d6c8,ERP106009,familiaris,DD0120b,61936418-5392-11e8-a54b-3c4a9275d6c8
ERR3448846,Blood,Canis familiaris,WXS,AAEX03,150,6320190300,PRJEB24200,SAMEA4673499,1335980632,WELLCOME SANGER INSTITUTE,dog,public,"run.zq,sra","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",2019-07-23,2019-07-23,2019-07-23,2018-05-22,ERX3470845,SAMEA4673499,SC,Wellcome Sanger Institute,2019-07-23T11:59:28Z,2018-05-22T11:21:12Z,public,Illumina HiSeq 4000,DN520574J:G2,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,Blood,ILLUMINA,2019-07-24T00:00:00Z,2019-07-24T13:47:00Z,1,SAMEA4673499,619a62cc-5392-11e8-a54b-3c4a9275d6c8,ERP106009,familiaris,DD0122b,619a62cc-5392-11e8-a54b-3c4a9275d6c8
ERR3448847,Blood,Canis familiaris,WXS,AAEX03,150,5469496350,PRJEB24200,SAMEA4673500,1157380655,WELLCOME SANGER INSTITUTE,dog,public,"run.zq,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",2019-07-23,2019-07-23,2019-07-23,2018-05-22,ERX3470846,SAMEA4673500,SC,Wellcome Sanger Institute,2019-07-23T11:59:28Z,2018-05-22T11:21:12Z,public,Illumina HiSeq 4000,DN520574J:H2,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,Blood,ILLUMINA,2019-07-24T00:00:00Z,2019-07-24T13:41:00Z,1,SAMEA4673500,61a1dd0e-5392-11e8-a54b-3c4a9275d6c8,ERP106009,familiaris,DD0123b,61a1dd0e-5392-11e8-a54b-3c4a9275d6c8
ERR3448851,Skin,Canis familiaris,WXS,AAEX03,150,10045602300,PRJEB24200,SAMEA4673504,2296952138,WELLCOME SANGER INSTITUTE,dog,public,"run.zq,sra","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",2019-07-23,2019-07-23,2019-07-23,2018-05-22,ERX3470850,SAMEA4673504,SC,Wellcome Sanger Institute,2019-07-23T11:59:28Z,2018-05-22T11:21:13Z,public,Illumina HiSeq 4000,DN520574J:D3,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,Skin,ILLUMINA,2019-07-24T00:00:00Z,2019-07-24T13:56:00Z,1,SAMEA4673504,61bd6da8-5392-11e8-a54b-3c4a9275d6c8,ERP106009,familiaris,DD0106a,61bd6da8-5392-11e8-a54b-3c4a9275d6c8
ERR3448853,Skin,Canis familiaris,WXS,AAEX03,150,2452614900,PRJEB24200,SAMEA4673506,523792533,WELLCOME SANGER INSTITUTE,dog,public,"sra,run.zq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",2019-07-23,2019-07-23,2019-07-23,2018-05-22,ERX3470852,SAMEA4673506,SC,Wellcome Sanger Institute,2019-07-23T11:59:28Z,2018-05-22T11:21:14Z,public,Illumina HiSeq 4000,DN520574J:F3,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,Skin,ILLUMINA,2019-07-24T00:00:00Z,2019-07-24T13:29:00Z,1,SAMEA4673506,61d8d598-5392-11e8-a54b-3c4a9275d6c8,ERP106009,familiaris,DD0107a,61d8d598-5392-11e8-a54b-3c4a9275d6c8
ERR3448855,Skin,Canis familiaris,WXS,AAEX03,150,2771846700,PRJEB24200,SAMEA4673508,610286154,WELLCOME SANGER INSTITUTE,dog,public,"sra,run.zq","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",2019-07-23,2019-07-23,2019-07-23,2018-05-22,ERX3470854,SAMEA4673508,SC,Wellcome Sanger Institute,2019-07-23T11:59:28Z,2018-05-22T11:21:14Z,public,Illumina HiSeq 4000,DN520574J:H3,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,Skin,ILLUMINA,2019-07-24T00:00:00Z,2019-07-24T13:32:00Z,1,SAMEA4673508,61eb2c52-5392-11e8-a54b-3c4a9275d6c8,ERP106009,familiaris,DD0108a,61eb2c52-5392-11e8-a54b-3c4a9275d6c8
