Run,ArrayExpress-Phenotype,ArrayExpress-SPECIES,Assay Type,BioProject,BioSample,Center Name,common_name,Consent,ENA-FIRST-PUBLIC (run),ENA-FIRST-PUBLIC,ENA-LAST-UPDATE (run),ENA-LAST-UPDATE,Experiment,External_Id,INSDC_center_alias,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,PHENOTYPE,Platform,ReleaseDate,Sample Name,Sample_Name,SRA Study,Subject_ID,Submitter_Id,AssemblyName,AvgSpotLen,Bases,Bytes,DATASTORE filetype,DATASTORE provider,DATASTORE region,create_date,version,ArrayExpress-Sex,gender,sub_species
ERR10561130,Bladder,Felis catus,WXS,PRJEB57227,SAMEA112177996,WELLCOME SANGER INSTITUTE,domestic cat,public,2022-12-02,2022-12-02,2022-12-02,2022-12-02,ERX10074789,SAMEA112177996,SC,Wellcome Sanger Institute,2022-12-02T16:17:17Z,2022-12-02T16:17:17Z,public,Illumina NovaSeq 6000,DN606969V:B8,PAIRED,Hybrid Selection,GENOMIC,Felis catus,Bladder,ILLUMINA,2022-12-03T00:00:00Z,SAMEA112177996,f7e0101c-587f-11ea-948a-fa163e2f1184,ERP142199,CATD0045a,f7e0101c-587f-11ea-948a-fa163e2f1184,AANG04,202,5499261736,876425250,"cram,sra,run.zq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",2022-12-19T14:06:00Z,1,female,female,
ERR10561132,Bladder,Felis catus,WXS,PRJEB57227,SAMEA112177963,WELLCOME SANGER INSTITUTE,domestic cat,public,2022-12-02,2022-12-02,2022-12-02,2022-12-02,ERX10074791,SAMEA112177963,SC,Wellcome Sanger Institute,2022-12-02T16:17:18Z,2022-12-02T16:17:18Z,public,Illumina NovaSeq 6000,DN606935L:A1,PAIRED,Hybrid Selection,GENOMIC,Felis catus,Bladder,ILLUMINA,2022-12-03T00:00:00Z,SAMEA112177963,f6629a20-587f-11ea-948a-fa163e2f1184,ERP142199,CATD0021a,f6629a20-587f-11ea-948a-fa163e2f1184,AANG04,202,12842800238,1959755603,"sra,cram,run.zq","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",2022-12-19T14:35:00Z,1,male,male,
ERR10561134,Bladder,Felis catus,WXS,PRJEB57227,SAMEA112177965,WELLCOME SANGER INSTITUTE,domestic cat,public,2022-12-02,2022-12-02,2022-12-02,2022-12-02,ERX10074793,SAMEA112177965,SC,Wellcome Sanger Institute,2022-12-02T16:17:17Z,2022-12-02T16:17:17Z,public,Illumina NovaSeq 6000,DN606935L:C1,PAIRED,Hybrid Selection,GENOMIC,Felis catus,Bladder,ILLUMINA,2022-12-03T00:00:00Z,SAMEA112177965,f66e3a10-587f-11ea-948a-fa163e2f1184,ERP142199,CATD0022a,f66e3a10-587f-11ea-948a-fa163e2f1184,AANG04,202,9787497314,1556228473,"sra,run.zq,cram","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",2022-12-19T14:53:00Z,1,female,female,
ERR10561135,Heart,Felis catus,WXS,PRJEB57227,SAMEA112177967,WELLCOME SANGER INSTITUTE,domestic cat,public,2022-12-02,2022-12-02,2022-12-02,2022-12-02,ERX10074794,SAMEA112177967,SC,Wellcome Sanger Institute,2022-12-02T16:17:18Z,2022-12-02T16:17:18Z,public,Illumina NovaSeq 6000,DN606935L:D1,PAIRED,Hybrid Selection,GENOMIC,Felis catus,Heart,ILLUMINA,2022-12-03T00:00:00Z,SAMEA112177967,f6761410-587f-11ea-948a-fa163e2f1184,ERP142199,CATD0022b,f6761410-587f-11ea-948a-fa163e2f1184,AANG04,202,13492115704,1938489206,"run.zq,cram,sra","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",2022-12-19T14:35:00Z,1,female,female,
ERR10561137,Kidney,Felis catus,WXS,PRJEB57227,SAMEA112177968,WELLCOME SANGER INSTITUTE,domestic cat,public,2022-12-02,2022-12-02,2022-12-02,2022-12-02,ERX10074796,SAMEA112177968,SC,Wellcome Sanger Institute,2022-12-02T16:17:17Z,2022-12-02T16:17:17Z,public,Illumina NovaSeq 6000,DN606935L:F1,PAIRED,Hybrid Selection,GENOMIC,Felis catus,Kidney,ILLUMINA,2022-12-03T00:00:00Z,SAMEA112177968,f68d873a-587f-11ea-948a-fa163e2f1184,ERP142199,CATD0024b,f68d873a-587f-11ea-948a-fa163e2f1184,AANG04,202,14294590398,1747221890,"sra,cram,run.zq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",2022-12-19T14:31:00Z,1,female,female,
ERR10561138,Kidney,Felis catus,WXS,PRJEB57227,SAMEA112177969,WELLCOME SANGER INSTITUTE,domestic cat,public,2022-12-02,2022-12-02,2022-12-02,2022-12-02,ERX10074797,SAMEA112177969,SC,Wellcome Sanger Institute,2022-12-02T16:17:18Z,2022-12-02T16:17:18Z,public,Illumina NovaSeq 6000,DN606935L:G1,PAIRED,Hybrid Selection,GENOMIC,Felis catus,Kidney,ILLUMINA,2022-12-03T00:00:00Z,SAMEA112177969,f6c20258-587f-11ea-948a-fa163e2f1184,ERP142199,CATD0028b,f6c20258-587f-11ea-948a-fa163e2f1184,AANG04,202,16906382122,2033459558,"cram,sra,run.zq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",2022-12-19T14:33:00Z,1,male,male,
ERR10561139,Bladder,Felis catus,WXS,PRJEB57227,SAMEA112177970,WELLCOME SANGER INSTITUTE,domestic cat,public,2022-12-02,2022-12-02,2022-12-02,2022-12-02,ERX10074798,SAMEA112177970,SC,Wellcome Sanger Institute,2022-12-02T16:17:18Z,2022-12-02T16:17:18Z,public,Illumina NovaSeq 6000,DN606935L:H1,PAIRED,Hybrid Selection,GENOMIC,Felis catus,Bladder,ILLUMINA,2022-12-03T00:00:00Z,SAMEA112177970,f6c831dc-587f-11ea-948a-fa163e2f1184,ERP142199,CATD0028a,f6c831dc-587f-11ea-948a-fa163e2f1184,AANG04,202,13198611522,1573569756,"run.zq,sra,cram","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",2022-12-19T14:14:00Z,1,male,male,
ERR10561140,Bladder,Felis catus,WXS,PRJEB57227,SAMEA112177971,WELLCOME SANGER INSTITUTE,domestic cat,public,2022-12-02,2022-12-02,2022-12-02,2022-12-02,ERX10074799,SAMEA112177971,SC,Wellcome Sanger Institute,2022-12-02T16:17:18Z,2022-12-02T16:17:18Z,public,Illumina NovaSeq 6000,DN606935L:A2,PAIRED,Hybrid Selection,GENOMIC,Felis catus,Bladder,ILLUMINA,2022-12-03T00:00:00Z,SAMEA112177971,f6e2a63e-587f-11ea-948a-fa163e2f1184,ERP142199,CATD0031a,f6e2a63e-587f-11ea-948a-fa163e2f1184,AANG04,202,12932883754,1653704635,"run.zq,sra,cram","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",2022-12-19T14:31:00Z,1,male,male,
ERR10561142,Bladder,Felis catus,WXS,PRJEB57227,SAMEA112177973,WELLCOME SANGER INSTITUTE,domestic cat,public,2022-12-02,2022-12-02,2022-12-02,2022-12-02,ERX10074801,SAMEA112177973,SC,Wellcome Sanger Institute,2022-12-02T16:17:18Z,2022-12-02T16:17:18Z,public,Illumina NovaSeq 6000,DN606935L:C2,PAIRED,Hybrid Selection,GENOMIC,Felis catus,Bladder,ILLUMINA,2022-12-03T00:00:00Z,SAMEA112177973,f706241a-587f-11ea-948a-fa163e2f1184,ERP142199,CATD0033a,f706241a-587f-11ea-948a-fa163e2f1184,AANG04,202,10068676062,1340106983,"sra,cram,run.zq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",2022-12-19T14:32:00Z,1,female,female,
ERR10561147,Bladder,Felis catus,WXS,PRJEB57227,SAMEA112177978,WELLCOME SANGER INSTITUTE,domestic cat,public,2022-12-02,2022-12-02,2022-12-02,2022-12-02,ERX10074806,SAMEA112177978,SC,Wellcome Sanger Institute,2022-12-02T16:17:17Z,2022-12-02T16:17:17Z,public,Illumina NovaSeq 6000,DN606935L:H2,PAIRED,Hybrid Selection,GENOMIC,Felis catus,Bladder,ILLUMINA,2022-12-03T00:00:00Z,SAMEA112177978,f735e6c8-587f-11ea-948a-fa163e2f1184,ERP142199,CATD0030b,f735e6c8-587f-11ea-948a-fa163e2f1184,AANG04,202,14176653102,1860847103,"run.zq,sra,cram","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",2022-12-19T16:05:00Z,1,male,male,
ERR10561149,Bladder,Felis catus,WXS,PRJEB57227,SAMEA112177981,WELLCOME SANGER INSTITUTE,domestic cat,public,2022-12-02,2022-12-02,2022-12-02,2022-12-02,ERX10074808,SAMEA112177981,SC,Wellcome Sanger Institute,2022-12-02T16:17:17Z,2022-12-02T16:17:17Z,public,Illumina NovaSeq 6000,DN606935L:D3,PAIRED,Hybrid Selection,GENOMIC,Felis catus,Bladder,ILLUMINA,2022-12-03T00:00:00Z,SAMEA112177981,f75882f0-587f-11ea-948a-fa163e2f1184,ERP142199,CATD0043b,f75882f0-587f-11ea-948a-fa163e2f1184,AANG04,202,12078087626,1512413157,"cram,run.zq,sra","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",2022-12-19T14:56:00Z,1,male,male,
ERR10561152,Bladder,Felis catus,WXS,PRJEB57227,SAMEA112177984,WELLCOME SANGER INSTITUTE,domestic cat,public,2022-12-02,2022-12-02,2022-12-02,2022-12-02,ERX10074811,SAMEA112177984,SC,Wellcome Sanger Institute,2022-12-02T16:17:17Z,2022-12-02T16:17:17Z,public,Illumina NovaSeq 6000,DN606935L:G3,PAIRED,Hybrid Selection,GENOMIC,Felis catus,Bladder,ILLUMINA,2022-12-03T00:00:00Z,SAMEA112177984,f771805c-587f-11ea-948a-fa163e2f1184,ERP142199,CATD0036a,f771805c-587f-11ea-948a-fa163e2f1184,AANG04,202,13288165394,1904494788,"run.zq,sra,cram","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2022-12-19T15:13:00Z,1,male,male,
ERR10561154,Bladder,Felis catus,WXS,PRJEB57227,SAMEA112177983,WELLCOME SANGER INSTITUTE,domestic cat,public,2022-12-02,2022-12-02,2022-12-02,2022-12-02,ERX10074813,SAMEA112177983,SC,Wellcome Sanger Institute,2022-12-02T16:17:18Z,2022-12-02T16:17:18Z,public,Illumina NovaSeq 6000,DN606935L:A4,PAIRED,Hybrid Selection,GENOMIC,Felis catus,Bladder,ILLUMINA,2022-12-03T00:00:00Z,SAMEA112177983,f77ece74-587f-11ea-948a-fa163e2f1184,ERP142199,CATD0037a,f77ece74-587f-11ea-948a-fa163e2f1184,AANG04,202,9213421596,1510338640,"run.zq,sra,cram","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",2022-12-19T14:15:00Z,1,male,male,
ERR10561155,Spleen,Felis catus,WXS,PRJEB57227,SAMEA112177986,WELLCOME SANGER INSTITUTE,domestic cat,public,2022-12-02,2022-12-02,2022-12-02,2022-12-02,ERX10074814,SAMEA112177986,SC,Wellcome Sanger Institute,2022-12-02T16:17:18Z,2022-12-02T16:17:18Z,public,Illumina NovaSeq 6000,DN606935L:B4,PAIRED,Hybrid Selection,GENOMIC,Felis catus,Spleen,ILLUMINA,2022-12-03T00:00:00Z,SAMEA112177986,f7857652-587f-11ea-948a-fa163e2f1184,ERP142199,CATD0037b,f7857652-587f-11ea-948a-fa163e2f1184,AANG04,202,8153776258,1472756231,"cram,run.zq,sra","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",2022-12-19T15:06:00Z,1,male,male,
ERR10561156,Bladder,Felis catus,WXS,PRJEB57227,SAMEA112177987,WELLCOME SANGER INSTITUTE,domestic cat,public,2022-12-02,2022-12-02,2022-12-02,2022-12-02,ERX10074815,SAMEA112177987,SC,Wellcome Sanger Institute,2022-12-02T16:17:17Z,2022-12-02T16:17:17Z,public,Illumina NovaSeq 6000,DN606935L:C4,PAIRED,Hybrid Selection,GENOMIC,Felis catus,Bladder,ILLUMINA,2022-12-03T00:00:00Z,SAMEA112177987,f78c6c32-587f-11ea-948a-fa163e2f1184,ERP142199,CATD0038a,f78c6c32-587f-11ea-948a-fa163e2f1184,AANG04,202,12168490908,1703700672,"run.zq,sra,cram","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",2022-12-19T14:32:00Z,1,female,female,
ERR10561158,Bladder,Felis catus,WXS,PRJEB57227,SAMEA112177988,WELLCOME SANGER INSTITUTE,domestic cat,public,2022-12-02,2022-12-02,2023-04-13,2022-12-02,ERX10074817,SAMEA112177988,SC,Wellcome Sanger Institute,2022-12-02T16:17:17Z,2022-12-02T16:17:17Z,public,Illumina NovaSeq 6000,DN606935L:E4,PAIRED,Hybrid Selection,GENOMIC,Felis catus,Bladder,ILLUMINA,2022-12-03T00:00:00Z,SAMEA112177988,f7996068-587f-11ea-948a-fa163e2f1184,ERP142199,CATD0039a,f7996068-587f-11ea-948a-fa163e2f1184,AANG04,202,14045477736,1788301254,"run.zq,sra,cram","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",2022-12-19T14:50:00Z,1,female,female,
ERR10561162,Bladder,Felis catus,WXS,PRJEB57227,SAMEA112177998,WELLCOME SANGER INSTITUTE,domestic cat,public,2022-12-02,2022-12-02,2022-12-02,2022-12-02,ERX10074821,SAMEA112177998,SC,Wellcome Sanger Institute,2022-12-02T16:17:17Z,2022-12-02T16:17:17Z,public,Illumina NovaSeq 6000,DN606935L:G5,PAIRED,Hybrid Selection,GENOMIC,Felis catus,Bladder,ILLUMINA,2022-12-03T00:00:00Z,SAMEA112177998,f813d618-587f-11ea-948a-fa163e2f1184,ERP142199,CATD0048a,f813d618-587f-11ea-948a-fa163e2f1184,AANG04,202,22825047570,2972538374,"cram,run.zq,sra","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",2022-12-19T16:52:00Z,1,male,male,
ERR10561163,Bladder,Felis catus,WXS,PRJEB57227,SAMEA112177997,WELLCOME SANGER INSTITUTE,domestic cat,public,2022-12-02,2022-12-02,2022-12-02,2022-12-02,ERX10074822,SAMEA112177997,SC,Wellcome Sanger Institute,2022-12-02T16:17:18Z,2022-12-02T16:17:18Z,public,Illumina NovaSeq 6000,DN606935L:H5,PAIRED,Hybrid Selection,GENOMIC,Felis catus,Bladder,ILLUMINA,2022-12-03T00:00:00Z,SAMEA112177997,f81a946c-587f-11ea-948a-fa163e2f1184,ERP142199,CATD0048b,f81a946c-587f-11ea-948a-fa163e2f1184,GCA_000181335.5,202,19762525368,3274312656,"cram,run.zq,sra","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",2022-12-19T14:38:00Z,1,male,male,
ERR10561165,Lymph node,Felis catus,WXS,PRJEB57227,SAMEA112178003,WELLCOME SANGER INSTITUTE,domestic cat,public,2022-12-02,2022-12-02,2022-12-02,2022-12-02,ERX10074824,SAMEA112178003,SC,Wellcome Sanger Institute,2022-12-02T16:17:17Z,2022-12-02T16:17:17Z,public,Illumina NovaSeq 6000,DN606935L:B6,PAIRED,Hybrid Selection,GENOMIC,Felis catus,Lymph node,ILLUMINA,2022-12-03T00:00:00Z,SAMEA112178003,f827b5b6-587f-11ea-948a-fa163e2f1184,ERP142199,CATD0049b,f827b5b6-587f-11ea-948a-fa163e2f1184,AANG04,202,12182132776,1783440688,"cram,run.zq,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",2022-12-19T14:58:00Z,1,female,female,
ERR10561166,Bladder,Felis catus,WXS,PRJEB57227,SAMEA112178000,WELLCOME SANGER INSTITUTE,domestic cat,public,2022-12-02,2022-12-02,2022-12-02,2022-12-02,ERX10074825,SAMEA112178000,SC,Wellcome Sanger Institute,2022-12-02T16:17:17Z,2022-12-02T16:17:17Z,public,Illumina NovaSeq 6000,DN606935L:C6,PAIRED,Hybrid Selection,GENOMIC,Felis catus,Bladder,ILLUMINA,2022-12-03T00:00:00Z,SAMEA112178000,f83167b4-587f-11ea-948a-fa163e2f1184,ERP142199,CATD0050a,f83167b4-587f-11ea-948a-fa163e2f1184,AANG04,202,11176051172,1472961783,"run.zq,cram,sra","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",2022-12-19T14:18:00Z,1,male,male,
ERR10561167,Bladder,Felis catus,WXS,PRJEB57227,SAMEA112178004,WELLCOME SANGER INSTITUTE,domestic cat,public,2022-12-02,2022-12-02,2022-12-02,2022-12-02,ERX10074826,SAMEA112178004,SC,Wellcome Sanger Institute,2022-12-02T16:17:18Z,2022-12-02T16:17:18Z,public,Illumina NovaSeq 6000,DN606935L:D6,PAIRED,Hybrid Selection,GENOMIC,Felis catus,Bladder,ILLUMINA,2022-12-03T00:00:00Z,SAMEA112178004,f8383170-587f-11ea-948a-fa163e2f1184,ERP142199,CATD0050b,f8383170-587f-11ea-948a-fa163e2f1184,AANG04,202,15206603834,1925304733,"run.zq,cram,sra","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",2022-12-19T14:26:00Z,1,male,male,
ERR10561168,Bladder,Felis catus,WXS,PRJEB57227,SAMEA112178001,WELLCOME SANGER INSTITUTE,domestic cat,public,2022-12-02,2022-12-02,2022-12-02,2022-12-02,ERX10074827,SAMEA112178001,SC,Wellcome Sanger Institute,2022-12-02T16:17:18Z,2022-12-02T16:17:18Z,public,Illumina NovaSeq 6000,DN606935L:E6,PAIRED,Hybrid Selection,GENOMIC,Felis catus,Bladder,ILLUMINA,2022-12-03T00:00:00Z,SAMEA112178001,f83efee2-587f-11ea-948a-fa163e2f1184,ERP142199,CATD0051a,f83efee2-587f-11ea-948a-fa163e2f1184,AANG04,202,12567570794,1771944388,"run.zq,sra,cram","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",2022-12-19T15:04:00Z,1,male,male,
ERR10561169,Bladder,Felis catus,WXS,PRJEB57227,SAMEA112178002,WELLCOME SANGER INSTITUTE,domestic cat,public,2022-12-02,2022-12-02,2022-12-02,2022-12-02,ERX10074828,SAMEA112178002,SC,Wellcome Sanger Institute,2022-12-02T16:17:17Z,2022-12-02T16:17:17Z,public,Illumina NovaSeq 6000,DN606935L:F6,PAIRED,Hybrid Selection,GENOMIC,Felis catus,Bladder,ILLUMINA,2022-12-03T00:00:00Z,SAMEA112178002,f84ed39e-587f-11ea-948a-fa163e2f1184,ERP142199,CATD0051b,f84ed39e-587f-11ea-948a-fa163e2f1184,AANG04,202,15488141536,1992198062,"cram,sra,run.zq","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",2022-12-19T15:03:00Z,1,male,male,
ERR10561175,Kidney,Felis catus,WXS,PRJEB57227,SAMEA112177968,WELLCOME SANGER INSTITUTE,domestic cat,public,2022-12-02,2022-12-02,2022-12-02,2022-12-02,ERX10074834,SAMEA112177968,SC,Wellcome Sanger Institute,2022-12-02T16:17:17Z,2022-12-02T16:17:17Z,public,Illumina NovaSeq 6000,DN606935L:F1,PAIRED,Hybrid Selection,GENOMIC,Felis catus,Kidney,ILLUMINA,2022-12-03T00:00:00Z,SAMEA112177968,f68d873a-587f-11ea-948a-fa163e2f1184,ERP142199,CATD0024b,f68d873a-587f-11ea-948a-fa163e2f1184,AANG04,202,14326326618,1746358113,"sra,cram,run.zq","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",2022-12-19T14:28:00Z,1,female,female,
ERR10561179,Bladder,Felis catus,WXS,PRJEB57227,SAMEA112177972,WELLCOME SANGER INSTITUTE,domestic cat,public,2022-12-02,2022-12-02,2022-12-02,2022-12-02,ERX10074838,SAMEA112177972,SC,Wellcome Sanger Institute,2022-12-02T16:17:17Z,2022-12-02T16:17:17Z,public,Illumina NovaSeq 6000,DN606935L:B2,PAIRED,Hybrid Selection,GENOMIC,Felis catus,Bladder,ILLUMINA,2022-12-03T00:00:00Z,SAMEA112177972,f6ff185a-587f-11ea-948a-fa163e2f1184,ERP142199,CATD0031b,f6ff185a-587f-11ea-948a-fa163e2f1184,AANG04,202,14758276146,1847877742,"run.zq,sra,cram","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",2022-12-19T14:38:00Z,1,male,male,
ERR10561180,Bladder,Felis catus,WXS,PRJEB57227,SAMEA112177973,WELLCOME SANGER INSTITUTE,domestic cat,public,2022-12-02,2022-12-02,2022-12-02,2022-12-02,ERX10074839,SAMEA112177973,SC,Wellcome Sanger Institute,2022-12-02T16:17:18Z,2022-12-02T16:17:18Z,public,Illumina NovaSeq 6000,DN606935L:C2,PAIRED,Hybrid Selection,GENOMIC,Felis catus,Bladder,ILLUMINA,2022-12-03T00:00:00Z,SAMEA112177973,f706241a-587f-11ea-948a-fa163e2f1184,ERP142199,CATD0033a,f706241a-587f-11ea-948a-fa163e2f1184,AANG04,202,10137837024,1345675525,"run.zq,cram,sra","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",2022-12-19T14:14:00Z,1,female,female,
ERR10561181,Bladder,Felis catus,WXS,PRJEB57227,SAMEA112177974,WELLCOME SANGER INSTITUTE,domestic cat,public,2022-12-02,2022-12-02,2022-12-02,2022-12-02,ERX10074840,SAMEA112177974,SC,Wellcome Sanger Institute,2022-12-02T16:17:17Z,2022-12-02T16:17:17Z,public,Illumina NovaSeq 6000,DN606935L:D2,PAIRED,Hybrid Selection,GENOMIC,Felis catus,Bladder,ILLUMINA,2022-12-03T00:00:00Z,SAMEA112177974,f70d28f0-587f-11ea-948a-fa163e2f1184,ERP142199,CATD0033b,f70d28f0-587f-11ea-948a-fa163e2f1184,AANG04,202,11198715774,1367445169,"cram,run.zq,sra","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",2022-12-19T14:37:00Z,1,female,female,
ERR10561182,Bladder,Felis catus,WXS,PRJEB57227,SAMEA112177975,WELLCOME SANGER INSTITUTE,domestic cat,public,2022-12-02,2022-12-02,2022-12-02,2022-12-02,ERX10074841,SAMEA112177975,SC,Wellcome Sanger Institute,2022-12-02T16:17:18Z,2022-12-02T16:17:18Z,public,Illumina NovaSeq 6000,DN606935L:E2,PAIRED,Hybrid Selection,GENOMIC,Felis catus,Bladder,ILLUMINA,2022-12-03T00:00:00Z,SAMEA112177975,f714673c-587f-11ea-948a-fa163e2f1184,ERP142199,CATD0034a,f714673c-587f-11ea-948a-fa163e2f1184,AANG04,202,11560999138,1399717823,"cram,sra,run.zq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",2022-12-19T14:40:00Z,1,female,female,
ERR10561184,Bladder,Felis catus,WXS,PRJEB57227,SAMEA112177977,WELLCOME SANGER INSTITUTE,domestic cat,public,2022-12-02,2022-12-02,2022-12-02,2022-12-02,ERX10074843,SAMEA112177977,SC,Wellcome Sanger Institute,2022-12-02T16:17:17Z,2022-12-02T16:17:17Z,public,Illumina NovaSeq 6000,DN606935L:G2,PAIRED,Hybrid Selection,GENOMIC,Felis catus,Bladder,ILLUMINA,2022-12-03T00:00:00Z,SAMEA112177977,f727f310-587f-11ea-948a-fa163e2f1184,ERP142199,CATD0030a,f727f310-587f-11ea-948a-fa163e2f1184,AANG04,202,13886176698,1875863318,"run.zq,cram,sra","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",2022-12-19T14:23:00Z,1,male,male,
ERR10561185,Bladder,Felis catus,WXS,PRJEB57227,SAMEA112177978,WELLCOME SANGER INSTITUTE,domestic cat,public,2022-12-02,2022-12-02,2022-12-02,2022-12-02,ERX10074844,SAMEA112177978,SC,Wellcome Sanger Institute,2022-12-02T16:17:17Z,2022-12-02T16:17:17Z,public,Illumina NovaSeq 6000,DN606935L:H2,PAIRED,Hybrid Selection,GENOMIC,Felis catus,Bladder,ILLUMINA,2022-12-03T00:00:00Z,SAMEA112177978,f735e6c8-587f-11ea-948a-fa163e2f1184,ERP142199,CATD0030b,f735e6c8-587f-11ea-948a-fa163e2f1184,AANG04,202,14302485568,1870533187,"run.zq,cram,sra","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",2022-12-19T14:41:00Z,1,male,male,
ERR10561186,Bladder,Felis catus,WXS,PRJEB57227,SAMEA112177979,WELLCOME SANGER INSTITUTE,domestic cat,public,2022-12-02,2022-12-02,2022-12-02,2022-12-02,ERX10074845,SAMEA112177979,SC,Wellcome Sanger Institute,2022-12-02T16:17:18Z,2022-12-02T16:17:18Z,public,Illumina NovaSeq 6000,DN606935L:C3,PAIRED,Hybrid Selection,GENOMIC,Felis catus,Bladder,ILLUMINA,2022-12-03T00:00:00Z,SAMEA112177979,f75165d8-587f-11ea-948a-fa163e2f1184,ERP142199,CATD0043a,f75165d8-587f-11ea-948a-fa163e2f1184,AANG04,202,9292688012,1212966507,"sra,run.zq,cram","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",2022-12-19T15:03:00Z,1,male,male,
ERR10561187,Bladder,Felis catus,WXS,PRJEB57227,SAMEA112177981,WELLCOME SANGER INSTITUTE,domestic cat,public,2022-12-02,2022-12-02,2022-12-02,2022-12-02,ERX10074846,SAMEA112177981,SC,Wellcome Sanger Institute,2022-12-02T16:17:17Z,2022-12-02T16:17:17Z,public,Illumina NovaSeq 6000,DN606935L:D3,PAIRED,Hybrid Selection,GENOMIC,Felis catus,Bladder,ILLUMINA,2022-12-03T00:00:00Z,SAMEA112177981,f75882f0-587f-11ea-948a-fa163e2f1184,ERP142199,CATD0043b,f75882f0-587f-11ea-948a-fa163e2f1184,AANG04,202,12089437602,1508662885,"run.zq,cram,sra","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",2022-12-19T15:32:00Z,1,male,male,
ERR10561188,Bladder,Felis catus,WXS,PRJEB57227,SAMEA112177980,WELLCOME SANGER INSTITUTE,domestic cat,public,2022-12-02,2022-12-02,2022-12-02,2022-12-02,ERX10074847,SAMEA112177980,SC,Wellcome Sanger Institute,2022-12-02T16:17:17Z,2022-12-02T16:17:17Z,public,Illumina NovaSeq 6000,DN606935L:E3,PAIRED,Hybrid Selection,GENOMIC,Felis catus,Bladder,ILLUMINA,2022-12-03T00:00:00Z,SAMEA112177980,f75edb1e-587f-11ea-948a-fa163e2f1184,ERP142199,CATD0035a,f75edb1e-587f-11ea-948a-fa163e2f1184,AANG04,202,15754803352,2100855802,"sra,run.zq,cram","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",2022-12-19T16:14:00Z,1,male,male,
ERR10561189,Parathyroid,Felis catus,WXS,PRJEB57227,SAMEA112177982,WELLCOME SANGER INSTITUTE,domestic cat,public,2022-12-02,2022-12-02,2022-12-02,2022-12-02,ERX10074848,SAMEA112177982,SC,Wellcome Sanger Institute,2022-12-02T16:17:18Z,2022-12-02T16:17:18Z,public,Illumina NovaSeq 6000,DN606935L:F3,PAIRED,Hybrid Selection,GENOMIC,Felis catus,Parathyroid,ILLUMINA,2022-12-03T00:00:00Z,SAMEA112177982,f76a9634-587f-11ea-948a-fa163e2f1184,ERP142199,CATD0035b,f76a9634-587f-11ea-948a-fa163e2f1184,AANG04,202,11855967012,1686774172,"cram,sra,run.zq","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",2022-12-19T15:34:00Z,1,male,male,
