Run,Assay Type,AssemblyName,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,common_name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,ENA-FIRST-PUBLIC (run),ENA-FIRST-PUBLIC,ENA-LAST-UPDATE (run),ENA-LAST-UPDATE,Experiment,External_Id,INSDC_center_alias,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,Sample_Name,SRA Study,sub_species,Submitter_Id,tissue_type
ERR9923040,WXS,AAEX03,302,15001391564,PRJEB53653,SAMEA110220161,7096482135,UPPSALA UNIVERISTY,dog,public,"bam,sra,run.zq","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",2022-07-09,2022-07-09,2022-07-09,2022-07-09,ERX9466733,SAMEA110220161,UPPSALA UNIVERISTY,UPPSALA UNIVERISTY,2022-07-09T00:22:06Z,2022-07-09T00:22:06Z,public,Illumina NovaSeq 6000,,SINGLE,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2022-07-13T00:00:00Z,2022-07-28T09:04:00Z,1,SAMEA110220161,CMT_NORMAL_44_DUP_BQSR.bam,ERP138464,familiaris,CMT_NORMAL_44_DUP_BQSR.bam,DNA from white blood cells
ERR9923041,WXS,AAEX03,302,20634192884,PRJEB53653,SAMEA110220162,9297130794,UPPSALA UNIVERISTY,dog,public,"sra,run.zq,bam","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",2022-07-09,2022-07-09,2022-07-09,2022-07-09,ERX9466734,SAMEA110220162,UPPSALA UNIVERISTY,UPPSALA UNIVERISTY,2022-07-09T00:22:06Z,2022-07-09T00:22:06Z,public,Illumina NovaSeq 6000,,SINGLE,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2022-07-13T00:00:00Z,2022-07-28T09:19:00Z,1,SAMEA110220162,CMT_NORMAL_45_DUP_BQSR.bam,ERP138464,familiaris,CMT_NORMAL_45_DUP_BQSR.bam,DNA from white blood cells
ERR9923042,WXS,AAEX03,302,11057489608,PRJEB53653,SAMEA110220163,5255189622,UPPSALA UNIVERISTY,dog,public,"bam,run.zq,sra","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",2022-07-09,2022-07-09,2022-07-09,2022-07-09,ERX9466735,SAMEA110220163,UPPSALA UNIVERISTY,UPPSALA UNIVERISTY,2022-07-09T00:22:06Z,2022-07-09T00:22:06Z,public,Illumina NovaSeq 6000,,SINGLE,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2022-07-13T00:00:00Z,2022-07-28T08:05:00Z,1,SAMEA110220163,CMT_NORMAL_46_DUP_BQSR.bam,ERP138464,familiaris,CMT_NORMAL_46_DUP_BQSR.bam,DNA from white blood cells
ERR9923043,WXS,AAEX03,302,10990104348,PRJEB53653,SAMEA110220164,5085345254,UPPSALA UNIVERISTY,dog,public,"run.zq,sra,bam","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2022-07-09,2022-07-09,2022-07-09,2022-07-09,ERX9466736,SAMEA110220164,UPPSALA UNIVERISTY,UPPSALA UNIVERISTY,2022-07-09T00:22:06Z,2022-07-09T00:22:06Z,public,Illumina NovaSeq 6000,,SINGLE,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2022-07-13T00:00:00Z,2022-07-28T08:57:00Z,1,SAMEA110220164,CMT_NORMAL_47_DUP_BQSR.bam,ERP138464,familiaris,CMT_NORMAL_47_DUP_BQSR.bam,DNA from white blood cells
ERR9923044,WXS,AAEX03,302,14356780114,PRJEB53653,SAMEA110220165,6844100585,UPPSALA UNIVERISTY,dog,public,"run.zq,sra,bam","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",2022-07-09,2022-07-09,2022-07-09,2022-07-09,ERX9466737,SAMEA110220165,UPPSALA UNIVERISTY,UPPSALA UNIVERISTY,2022-07-09T00:22:06Z,2022-07-09T00:22:06Z,public,Illumina NovaSeq 6000,,SINGLE,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2022-07-13T00:00:00Z,2022-07-28T09:11:00Z,1,SAMEA110220165,CMT_NORMAL_5_DUP_BQSR.bam,ERP138464,familiaris,CMT_NORMAL_5_DUP_BQSR.bam,DNA from white blood cells
ERR9923045,WXS,AAEX03,302,19447588678,PRJEB53653,SAMEA110220166,8838579237,UPPSALA UNIVERISTY,dog,public,"sra,run.zq,bam","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",2022-07-09,2022-07-09,2022-07-09,2022-07-09,ERX9466738,SAMEA110220166,UPPSALA UNIVERISTY,UPPSALA UNIVERISTY,2022-07-09T00:22:06Z,2022-07-09T00:22:06Z,public,Illumina NovaSeq 6000,,SINGLE,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2022-07-13T00:00:00Z,2022-07-28T09:27:00Z,1,SAMEA110220166,CMT_NORMAL_50_DUP_BQSR.bam,ERP138464,familiaris,CMT_NORMAL_50_DUP_BQSR.bam,DNA from white blood cells
ERR9923046,WXS,AAEX03,302,22220471138,PRJEB53653,SAMEA110220167,9980473313,UPPSALA UNIVERISTY,dog,public,"run.zq,bam,sra","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",2022-07-09,2022-07-09,2022-07-09,2022-07-09,ERX9466739,SAMEA110220167,UPPSALA UNIVERISTY,UPPSALA UNIVERISTY,2022-07-09T00:22:06Z,2022-07-09T00:22:06Z,public,Illumina NovaSeq 6000,,SINGLE,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2022-07-13T00:00:00Z,2022-07-28T09:26:00Z,1,SAMEA110220167,CMT_NORMAL_51_DUP_BQSR.bam,ERP138464,familiaris,CMT_NORMAL_51_DUP_BQSR.bam,DNA from white blood cells
ERR9923047,WXS,AAEX03,302,13907236806,PRJEB53653,SAMEA110220168,6315822388,UPPSALA UNIVERISTY,dog,public,"sra,run.zq,bam","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",2022-07-09,2022-07-09,2022-07-09,2022-07-09,ERX9466740,SAMEA110220168,UPPSALA UNIVERISTY,UPPSALA UNIVERISTY,2022-07-09T00:22:06Z,2022-07-09T00:22:06Z,public,Illumina NovaSeq 6000,,SINGLE,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2022-07-13T00:00:00Z,2022-07-28T09:22:00Z,1,SAMEA110220168,CMT_NORMAL_53_DUP_BQSR.bam,ERP138464,familiaris,CMT_NORMAL_53_DUP_BQSR.bam,DNA from white blood cells
ERR9923048,WXS,AAEX03,302,18557781012,PRJEB53653,SAMEA110220169,8283291064,UPPSALA UNIVERISTY,dog,public,"run.zq,sra,bam","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",2022-07-09,2022-07-09,2022-07-09,2022-07-09,ERX9466741,SAMEA110220169,UPPSALA UNIVERISTY,UPPSALA UNIVERISTY,2022-07-09T00:22:06Z,2022-07-09T00:22:06Z,public,Illumina NovaSeq 6000,,SINGLE,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2022-07-13T00:00:00Z,2022-07-28T09:28:00Z,1,SAMEA110220169,CMT_NORMAL_54_DUP_BQSR.bam,ERP138464,familiaris,CMT_NORMAL_54_DUP_BQSR.bam,DNA from white blood cells
ERR9923049,WXS,AAEX03,302,17064386784,PRJEB53653,SAMEA110220170,7896446080,UPPSALA UNIVERISTY,dog,public,"run.zq,sra,bam","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2022-07-09,2022-07-09,2022-07-09,2022-07-09,ERX9466742,SAMEA110220170,UPPSALA UNIVERISTY,UPPSALA UNIVERISTY,2022-07-09T00:22:06Z,2022-07-09T00:22:06Z,public,Illumina NovaSeq 6000,,SINGLE,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2022-07-13T00:00:00Z,2022-07-28T09:09:00Z,1,SAMEA110220170,CMT_NORMAL_55_DUP_BQSR.bam,ERP138464,familiaris,CMT_NORMAL_55_DUP_BQSR.bam,DNA from white blood cells
ERR9923050,WXS,AAEX03,302,18591005542,PRJEB53653,SAMEA110220171,8589560676,UPPSALA UNIVERISTY,dog,public,"run.zq,sra,bam","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",2022-07-09,2022-07-09,2022-07-09,2022-07-09,ERX9466743,SAMEA110220171,UPPSALA UNIVERISTY,UPPSALA UNIVERISTY,2022-07-09T00:22:06Z,2022-07-09T00:22:06Z,public,Illumina NovaSeq 6000,,SINGLE,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2022-07-13T00:00:00Z,2022-07-28T09:22:00Z,1,SAMEA110220171,CMT_NORMAL_56_DUP_BQSR.bam,ERP138464,familiaris,CMT_NORMAL_56_DUP_BQSR.bam,DNA from white blood cells
ERR9923051,WXS,AAEX03,302,22365003506,PRJEB53653,SAMEA110220172,11328914704,UPPSALA UNIVERISTY,dog,public,"sra,run.zq,bam","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",2022-07-09,2022-07-09,2022-07-09,2022-07-09,ERX9466744,SAMEA110220172,UPPSALA UNIVERISTY,UPPSALA UNIVERISTY,2022-07-09T00:22:06Z,2022-07-09T00:22:06Z,public,Illumina NovaSeq 6000,,SINGLE,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2022-07-13T00:00:00Z,2022-07-28T09:33:00Z,1,SAMEA110220172,CMT_NORMAL_59_DUP_BQSR.bam,ERP138464,familiaris,CMT_NORMAL_59_DUP_BQSR.bam,DNA from white blood cells
ERR9923052,WXS,AAEX03,302,18931190422,PRJEB53653,SAMEA110220173,8751849427,UPPSALA UNIVERISTY,dog,public,"sra,bam,run.zq","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",2022-07-09,2022-07-09,2022-07-09,2022-07-09,ERX9466745,SAMEA110220173,UPPSALA UNIVERISTY,UPPSALA UNIVERISTY,2022-07-09T00:22:06Z,2022-07-09T00:22:06Z,public,Illumina NovaSeq 6000,,SINGLE,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2022-07-13T00:00:00Z,2022-07-28T09:49:00Z,1,SAMEA110220173,CMT_NORMAL_6_DUP_BQSR.bam,ERP138464,familiaris,CMT_NORMAL_6_DUP_BQSR.bam,DNA from white blood cells
ERR9923053,WXS,AAEX03,302,17821664166,PRJEB53653,SAMEA110220174,8616549358,UPPSALA UNIVERISTY,dog,public,"bam,sra,run.zq","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",2022-07-09,2022-07-09,2022-07-09,2022-07-09,ERX9466746,SAMEA110220174,UPPSALA UNIVERISTY,UPPSALA UNIVERISTY,2022-07-09T00:22:06Z,2022-07-09T00:22:06Z,public,Illumina NovaSeq 6000,,SINGLE,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2022-07-13T00:00:00Z,2022-07-28T09:26:00Z,1,SAMEA110220174,CMT_NORMAL_7_DUP_BQSR.bam,ERP138464,familiaris,CMT_NORMAL_7_DUP_BQSR.bam,DNA from white blood cells
ERR9923054,WXS,AAEX03,302,24244331688,PRJEB53653,SAMEA110220175,12262029998,UPPSALA UNIVERISTY,dog,public,"bam,run.zq,sra","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",2022-07-09,2022-07-09,2022-07-09,2022-07-09,ERX9466747,SAMEA110220175,UPPSALA UNIVERISTY,UPPSALA UNIVERISTY,2022-07-09T00:22:06Z,2022-07-09T00:22:06Z,public,Illumina NovaSeq 6000,,SINGLE,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2022-07-13T00:00:00Z,2022-07-28T09:24:00Z,1,SAMEA110220175,CMT_NORMAL_75_DUP_BQSR.bam,ERP138464,familiaris,CMT_NORMAL_75_DUP_BQSR.bam,DNA from white blood cells
ERR9923055,WXS,AAEX03,302,20000417798,PRJEB53653,SAMEA110220176,9858545817,UPPSALA UNIVERISTY,dog,public,"bam,sra,run.zq","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",2022-07-09,2022-07-09,2022-07-09,2022-07-09,ERX9466748,SAMEA110220176,UPPSALA UNIVERISTY,UPPSALA UNIVERISTY,2022-07-09T00:22:06Z,2022-07-09T00:22:06Z,public,Illumina NovaSeq 6000,,SINGLE,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2022-07-13T00:00:00Z,2022-07-28T09:13:00Z,1,SAMEA110220176,CMT_NORMAL_78_DUP_BQSR.bam,ERP138464,familiaris,CMT_NORMAL_78_DUP_BQSR.bam,DNA from white blood cells
ERR9923056,WXS,AAEX03,302,20000417798,PRJEB53653,SAMEA110220177,9858545635,UPPSALA UNIVERISTY,dog,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",2022-07-09,2022-07-09,2022-07-09,2022-07-09,ERX9466749,SAMEA110220177,UPPSALA UNIVERISTY,UPPSALA UNIVERISTY,2022-07-09T00:22:06Z,2022-07-09T00:22:06Z,public,Illumina NovaSeq 6000,,SINGLE,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2022-07-13T00:00:00Z,2022-07-28T09:15:00Z,1,SAMEA110220177,CMT_NORMAL_79_DUP_BQSR.bam,ERP138464,familiaris,CMT_NORMAL_79_DUP_BQSR.bam,DNA from white blood cells
ERR9923057,WXS,AAEX03,302,16471517900,PRJEB53653,SAMEA110220178,7766956164,UPPSALA UNIVERISTY,dog,public,"bam,run.zq,sra","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",2022-07-09,2022-07-09,2022-07-09,2022-07-09,ERX9466750,SAMEA110220178,UPPSALA UNIVERISTY,UPPSALA UNIVERISTY,2022-07-09T00:22:06Z,2022-07-09T00:22:06Z,public,Illumina NovaSeq 6000,,SINGLE,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2022-07-13T00:00:00Z,2022-07-28T09:24:00Z,1,SAMEA110220178,CMT_NORMAL_8_DUP_BQSR.bam,ERP138464,familiaris,CMT_NORMAL_8_DUP_BQSR.bam,DNA from white blood cells
ERR9923058,WXS,AAEX03,302,15318754002,PRJEB53653,SAMEA110220179,7412002109,UPPSALA UNIVERISTY,dog,public,"bam,run.zq,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",2022-07-09,2022-07-09,2022-07-09,2022-07-09,ERX9466751,SAMEA110220179,UPPSALA UNIVERISTY,UPPSALA UNIVERISTY,2022-07-09T00:22:06Z,2022-07-09T00:22:06Z,public,Illumina NovaSeq 6000,,SINGLE,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2022-07-13T00:00:00Z,2022-07-28T09:12:00Z,1,SAMEA110220179,CMT_NORMAL_9_DUP_BQSR.bam,ERP138464,familiaris,CMT_NORMAL_9_DUP_BQSR.bam,DNA from white blood cells
ERR9923059,WXS,AAEX03,302,32281620466,PRJEB53653,SAMEA110220180,15465484164,UPPSALA UNIVERISTY,dog,public,"bam,run.zq,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",2022-07-09,2022-07-09,2022-07-09,2022-07-09,ERX9466752,SAMEA110220180,UPPSALA UNIVERISTY,UPPSALA UNIVERISTY,2022-07-09T00:22:06Z,2022-07-09T00:22:06Z,public,Illumina NovaSeq 6000,,SINGLE,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2022-07-13T00:00:00Z,2022-07-28T10:36:00Z,1,SAMEA110220180,CMT_TUMOR_1_MERGED_Dup_BQSR.bam,ERP138464,familiaris,CMT_TUMOR_1_MERGED_Dup_BQSR.bam,DNA from mammary tumor tissue
ERR9923060,WXS,AAEX03,302,38504953794,PRJEB53653,SAMEA110220189,18276640359,UPPSALA UNIVERISTY,dog,public,"bam,sra,run.zq","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",2022-07-09,2022-07-09,2022-07-09,2022-07-09,ERX9466753,SAMEA110220189,UPPSALA UNIVERISTY,UPPSALA UNIVERISTY,2022-07-09T00:22:06Z,2022-07-09T00:22:06Z,public,Illumina NovaSeq 6000,,SINGLE,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2022-07-13T00:00:00Z,2022-07-28T10:34:00Z,1,SAMEA110220189,CMT_TUMOR_10_MERGED_Dup_BQSR.bam,ERP138464,familiaris,CMT_TUMOR_10_MERGED_Dup_BQSR.bam,DNA from mammary tumor tissue
ERR9923061,WXS,AAEX03,302,36248022026,PRJEB53653,SAMEA110220190,17412369028,UPPSALA UNIVERISTY,dog,public,"sra,bam,run.zq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",2022-07-09,2022-07-09,2022-07-09,2022-07-09,ERX9466754,SAMEA110220190,UPPSALA UNIVERISTY,UPPSALA UNIVERISTY,2022-07-09T00:22:06Z,2022-07-09T00:22:06Z,public,Illumina NovaSeq 6000,,SINGLE,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2022-07-13T00:00:00Z,2022-07-28T10:03:00Z,1,SAMEA110220190,CMT_TUMOR_11_MERGED_Dup_BQSR.bam,ERP138464,familiaris,CMT_TUMOR_11_MERGED_Dup_BQSR.bam,DNA from mammary tumor tissue
ERR9923062,WXS,AAEX03,302,39938388036,PRJEB53653,SAMEA110220191,19591650695,UPPSALA UNIVERISTY,dog,public,"sra,run.zq,bam","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",2022-07-09,2022-07-09,2022-07-09,2022-07-09,ERX9466755,SAMEA110220191,UPPSALA UNIVERISTY,UPPSALA UNIVERISTY,2022-07-09T00:22:06Z,2022-07-09T00:22:06Z,public,Illumina NovaSeq 6000,,SINGLE,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2022-07-13T00:00:00Z,2022-07-28T10:22:00Z,1,SAMEA110220191,CMT_TUMOR_12_MERGED_Dup_BQSR.bam,ERP138464,familiaris,CMT_TUMOR_12_MERGED_Dup_BQSR.bam,DNA from mammary tumor tissue
ERR9923063,WXS,AAEX03,302,33686965990,PRJEB53653,SAMEA110220192,16557192859,UPPSALA UNIVERISTY,dog,public,"bam,run.zq,sra","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",2022-07-09,2022-07-09,2022-07-09,2022-07-09,ERX9466756,SAMEA110220192,UPPSALA UNIVERISTY,UPPSALA UNIVERISTY,2022-07-09T00:22:06Z,2022-07-09T00:22:06Z,public,Illumina NovaSeq 6000,,SINGLE,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2022-07-13T00:00:00Z,2022-07-28T10:04:00Z,1,SAMEA110220192,CMT_TUMOR_13_MERGED_Dup_BQSR.bam,ERP138464,familiaris,CMT_TUMOR_13_MERGED_Dup_BQSR.bam,DNA from mammary tumor tissue
ERR9923064,WXS,AAEX03,302,30039371938,PRJEB53653,SAMEA110220193,14118417192,UPPSALA UNIVERISTY,dog,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2022-07-09,2022-07-09,2022-07-09,2022-07-09,ERX9466757,SAMEA110220193,UPPSALA UNIVERISTY,UPPSALA UNIVERISTY,2022-07-09T00:22:06Z,2022-07-09T00:22:06Z,public,Illumina NovaSeq 6000,,SINGLE,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2022-07-13T00:00:00Z,2022-07-28T09:53:00Z,1,SAMEA110220193,CMT_TUMOR_14_MERGED_Dup_BQSR.bam,ERP138464,familiaris,CMT_TUMOR_14_MERGED_Dup_BQSR.bam,DNA from mammary tumor tissue
ERR9923065,WXS,AAEX03,302,40737029452,PRJEB53653,SAMEA110220194,19171677514,UPPSALA UNIVERISTY,dog,public,"run.zq,sra,bam","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",2022-07-09,2022-07-09,2022-07-09,2022-07-09,ERX9466758,SAMEA110220194,UPPSALA UNIVERISTY,UPPSALA UNIVERISTY,2022-07-09T00:22:06Z,2022-07-09T00:22:06Z,public,Illumina NovaSeq 6000,,SINGLE,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2022-07-13T00:00:00Z,2022-07-28T11:09:00Z,1,SAMEA110220194,CMT_TUMOR_15_MERGED_Dup_BQSR.bam,ERP138464,familiaris,CMT_TUMOR_15_MERGED_Dup_BQSR.bam,DNA from mammary tumor tissue
ERR9923066,WXS,AAEX03,302,41572244276,PRJEB53653,SAMEA110220195,19655625529,UPPSALA UNIVERISTY,dog,public,"run.zq,sra,bam","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",2022-07-09,2022-07-09,2022-07-09,2022-07-09,ERX9466759,SAMEA110220195,UPPSALA UNIVERISTY,UPPSALA UNIVERISTY,2022-07-09T00:22:06Z,2022-07-09T00:22:06Z,public,Illumina NovaSeq 6000,,SINGLE,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2022-07-13T00:00:00Z,2022-07-28T11:41:00Z,1,SAMEA110220195,CMT_TUMOR_16_MERGED_Dup_BQSR.bam,ERP138464,familiaris,CMT_TUMOR_16_MERGED_Dup_BQSR.bam,DNA from mammary tumor tissue
ERR9923067,WXS,AAEX03,302,34348138818,PRJEB53653,SAMEA110220196,17041545703,UPPSALA UNIVERISTY,dog,public,"bam,run.zq,sra","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",2022-07-09,2022-07-09,2022-07-09,2022-07-09,ERX9466760,SAMEA110220196,UPPSALA UNIVERISTY,UPPSALA UNIVERISTY,2022-07-09T00:22:06Z,2022-07-09T00:22:06Z,public,Illumina NovaSeq 6000,,SINGLE,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2022-07-13T00:00:00Z,2022-07-28T11:00:00Z,1,SAMEA110220196,CMT_TUMOR_17_MERGED_Dup_BQSR.bam,ERP138464,familiaris,CMT_TUMOR_17_MERGED_Dup_BQSR.bam,DNA from mammary tumor tissue
ERR9923068,WXS,AAEX03,302,43678267852,PRJEB53653,SAMEA110220197,21463355151,UPPSALA UNIVERISTY,dog,public,"run.zq,bam,sra","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",2022-07-09,2022-07-09,2022-07-09,2022-07-09,ERX9466761,SAMEA110220197,UPPSALA UNIVERISTY,UPPSALA UNIVERISTY,2022-07-09T00:22:06Z,2022-07-09T00:22:06Z,public,Illumina NovaSeq 6000,,SINGLE,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2022-07-13T00:00:00Z,2022-07-28T11:17:00Z,1,SAMEA110220197,CMT_TUMOR_19_MERGED_Dup_BQSR.bam,ERP138464,familiaris,CMT_TUMOR_19_MERGED_Dup_BQSR.bam,DNA from mammary tumor tissue
ERR9923069,WXS,AAEX03,302,38037477122,PRJEB53653,SAMEA110220181,18331724020,UPPSALA UNIVERISTY,dog,public,"sra,run.zq,bam","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",2022-07-09,2022-07-09,2022-07-09,2022-07-09,ERX9466762,SAMEA110220181,UPPSALA UNIVERISTY,UPPSALA UNIVERISTY,2022-07-09T00:22:06Z,2022-07-09T00:22:06Z,public,Illumina NovaSeq 6000,,SINGLE,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2022-07-13T00:00:00Z,2022-07-29T11:52:00Z,1,SAMEA110220181,CMT_TUMOR_2_MERGED_Dup_BQSR.bam,ERP138464,familiaris,CMT_TUMOR_2_MERGED_Dup_BQSR.bam,DNA from mammary tumor tissue
ERR9923070,WXS,AAEX03,302,35413566732,PRJEB53653,SAMEA110220198,17664240313,UPPSALA UNIVERISTY,dog,public,"run.zq,bam,sra","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",2022-07-09,2022-07-09,2022-07-09,2022-07-09,ERX9466763,SAMEA110220198,UPPSALA UNIVERISTY,UPPSALA UNIVERISTY,2022-07-09T00:22:06Z,2022-07-09T00:22:06Z,public,Illumina NovaSeq 6000,,SINGLE,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2022-07-13T00:00:00Z,2022-07-28T13:15:00Z,1,SAMEA110220198,CMT_TUMOR_20_MERGED_Dup_BQSR.bam,ERP138464,familiaris,CMT_TUMOR_20_MERGED_Dup_BQSR.bam,DNA from mammary tumor tissue
ERR9923071,WXS,AAEX03,302,35791803914,PRJEB53653,SAMEA110220199,18135383355,UPPSALA UNIVERISTY,dog,public,"run.zq,sra,bam","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",2022-07-09,2022-07-09,2022-07-09,2022-07-09,ERX9466764,SAMEA110220199,UPPSALA UNIVERISTY,UPPSALA UNIVERISTY,2022-07-09T00:22:06Z,2022-07-09T00:22:06Z,public,Illumina NovaSeq 6000,,SINGLE,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2022-07-13T00:00:00Z,2022-07-28T11:40:00Z,1,SAMEA110220199,CMT_TUMOR_21_MERGED_Dup_BQSR.bam,ERP138464,familiaris,CMT_TUMOR_21_MERGED_Dup_BQSR.bam,DNA from mammary tumor tissue
ERR9923072,WXS,AAEX03,302,37950234758,PRJEB53653,SAMEA110220200,19265430527,UPPSALA UNIVERISTY,dog,public,"bam,sra,run.zq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",2022-07-09,2022-07-09,2022-07-09,2022-07-09,ERX9466765,SAMEA110220200,UPPSALA UNIVERISTY,UPPSALA UNIVERISTY,2022-07-09T00:22:06Z,2022-07-09T00:22:06Z,public,Illumina NovaSeq 6000,,SINGLE,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2022-07-13T00:00:00Z,2022-07-28T11:15:00Z,1,SAMEA110220200,CMT_TUMOR_22_MERGED_Dup_BQSR.bam,ERP138464,familiaris,CMT_TUMOR_22_MERGED_Dup_BQSR.bam,DNA from mammary tumor tissue
ERR9923073,WXS,AAEX03,302,39499064106,PRJEB53653,SAMEA110220201,19680457973,UPPSALA UNIVERISTY,dog,public,"bam,sra,run.zq","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",2022-07-09,2022-07-09,2022-07-09,2022-07-09,ERX9466766,SAMEA110220201,UPPSALA UNIVERISTY,UPPSALA UNIVERISTY,2022-07-09T00:22:07Z,2022-07-09T00:22:07Z,public,Illumina NovaSeq 6000,,SINGLE,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2022-07-13T00:00:00Z,2022-07-28T11:45:00Z,1,SAMEA110220201,CMT_TUMOR_23_MERGED_Dup_BQSR.bam,ERP138464,familiaris,CMT_TUMOR_23_MERGED_Dup_BQSR.bam,DNA from mammary tumor tissue
ERR9923074,WXS,AAEX03,302,42015293376,PRJEB53653,SAMEA110220202,20631475204,UPPSALA UNIVERISTY,dog,public,"sra,bam,run.zq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",2022-07-09,2022-07-09,2022-07-09,2022-07-09,ERX9466767,SAMEA110220202,UPPSALA UNIVERISTY,UPPSALA UNIVERISTY,2022-07-09T00:22:07Z,2022-07-09T00:22:07Z,public,Illumina NovaSeq 6000,,SINGLE,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2022-07-13T00:00:00Z,2022-07-28T11:29:00Z,1,SAMEA110220202,CMT_TUMOR_24_MERGED_Dup_BQSR.bam,ERP138464,familiaris,CMT_TUMOR_24_MERGED_Dup_BQSR.bam,DNA from mammary tumor tissue
