Run,ArrayExpress-Phenotype,ArrayExpress-SPECIES,Assay Type,AssemblyName,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,common_name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,ENA-FIRST-PUBLIC (run),ENA-FIRST-PUBLIC,ENA-LAST-UPDATE (run),ENA-LAST-UPDATE,Experiment,External_Id,INSDC_center_alias,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,PHENOTYPE,Platform,ReleaseDate,create_date,version,Sample Name,Sample_Name,SRA Study,sub_species,Subject_ID,Submitter_Id,ArrayExpress-Sex,gender
ERR5952436,Skin,<html>Canis familiaris </html>,Targeted-Capture,AAEX03,202,7761928174,PRJEB36323,SAMEA6502298,1124042467,WELLCOME SANGER INSTITUTE,dog,public,"run.zq,sra,cram","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",2021-05-26,2021-05-20,2021-05-26,2021-05-20,ERX5592969,SAMEA6502298,SC,Wellcome Sanger Institute,2021-05-20T13:59:52Z,2021-05-20T13:59:52Z,public,Illumina NovaSeq 6000,DN543964S:C2,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,Skin,ILLUMINA,2021-05-27T00:00:00Z,2021-06-05T00:09:00Z,1,SAMEA6502298,4916422a-3ea5-11ea-91f3-fa163e9d6485,ERP119497,familiaris,DD0162b,4916422a-3ea5-11ea-91f3-fa163e9d6485,male,male
ERR5952437,Skeletal muscle,<html>Canis familiaris </html>,Targeted-Capture,AAEX03,202,6942848878,PRJEB36323,SAMEA6502306,1004969212,WELLCOME SANGER INSTITUTE,dog,public,"run.zq,cram,sra","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",2021-05-26,2021-05-20,2021-05-26,2021-05-20,ERX5592970,SAMEA6502306,SC,Wellcome Sanger Institute,2021-05-20T13:59:52Z,2021-05-20T13:59:52Z,public,Illumina NovaSeq 6000,DN543964S:D2,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,Skeletal muscle,ILLUMINA,2021-05-27T00:00:00Z,2021-06-05T00:01:00Z,1,SAMEA6502306,49518a60-3ea5-11ea-91f3-fa163e9d6485,ERP119497,familiaris,DD0166b,49518a60-3ea5-11ea-91f3-fa163e9d6485,female,female
ERR5952439,Adrenal gland,<html>Canis familiaris </html>,Targeted-Capture,AAEX03,202,4849550148,PRJEB36323,SAMEA6502194,940056046,WELLCOME SANGER INSTITUTE,dog,public,"run.zq,cram,sra","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",2021-05-26,2021-05-20,2021-10-21,2021-05-20,ERX5592972,SAMEA6502194,SC,Wellcome Sanger Institute,2021-05-20T13:59:52Z,2021-05-20T13:59:52Z,public,Illumina NovaSeq 6000,DN543964S:E2,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,Adrenal gland,ILLUMINA,2021-05-27T00:00:00Z,2021-06-05T00:04:00Z,1,SAMEA6502194,4652d634-3ea5-11ea-91f3-fa163e9d6485,ERP119497,familiaris,DD0144b,4652d634-3ea5-11ea-91f3-fa163e9d6485,female,female
ERR5952440,Large intestine,<html>Canis familiaris </html>,Targeted-Capture,AAEX03,202,5062206860,PRJEB36323,SAMEA6502249,920470444,WELLCOME SANGER INSTITUTE,dog,public,"sra,run.zq,cram","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",2021-05-26,2021-05-20,2021-05-26,2021-05-20,ERX5592973,SAMEA6502249,SC,Wellcome Sanger Institute,2021-05-20T13:59:52Z,2021-05-20T13:59:52Z,public,Illumina NovaSeq 6000,DN536750N:E2,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,Large intestine,ILLUMINA,2021-05-27T00:00:00Z,2021-06-05T00:18:00Z,1,SAMEA6502249,47ab8706-3ea5-11ea-91f3-fa163e9d6485,ERP119497,familiaris,DD0146f,47ab8706-3ea5-11ea-91f3-fa163e9d6485,female,female
ERR5952442,Skin,<html>Canis familiaris </html>,Targeted-Capture,AAEX03,202,6711723710,PRJEB36323,SAMEA6502315,981823461,WELLCOME SANGER INSTITUTE,dog,public,"run.zq,cram,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",2021-05-26,2021-05-20,2021-05-26,2021-05-20,ERX5592975,SAMEA6502315,SC,Wellcome Sanger Institute,2021-05-20T13:59:52Z,2021-05-20T13:59:52Z,public,Illumina NovaSeq 6000,DN543964S:F2,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,Skin,ILLUMINA,2021-05-27T00:00:00Z,2021-06-05T00:17:00Z,1,SAMEA6502315,49a2ae72-3ea5-11ea-91f3-fa163e9d6485,ERP119497,familiaris,DD0171a,49a2ae72-3ea5-11ea-91f3-fa163e9d6485,male,male
ERR5952444,Lymph node,<html>Canis familiaris </html>,Targeted-Capture,AAEX03,202,4979787628,PRJEB36323,SAMEA6502283,947806434,WELLCOME SANGER INSTITUTE,dog,public,"run.zq,sra,cram","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",2021-05-26,2021-05-20,2021-10-21,2021-05-20,ERX5592977,SAMEA6502283,SC,Wellcome Sanger Institute,2021-05-20T13:59:52Z,2021-05-20T13:59:52Z,public,Illumina NovaSeq 6000,DN536750N:G2,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,Lymph node,ILLUMINA,2021-05-27T00:00:00Z,2021-06-05T00:30:00Z,1,SAMEA6502283,489339f2-3ea5-11ea-91f3-fa163e9d6485,ERP119497,familiaris,DD0157f,489339f2-3ea5-11ea-91f3-fa163e9d6485,male,male
ERR5952445,Pancreas,<html>Canis familiaris </html>,Targeted-Capture,AAEX03,202,5239337024,PRJEB36323,SAMEA6502259,1226963942,WELLCOME SANGER INSTITUTE,dog,public,"sra,cram,run.zq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",2021-05-26,2021-05-20,2021-10-21,2021-05-20,ERX5592978,SAMEA6502259,SC,Wellcome Sanger Institute,2021-05-20T13:59:52Z,2021-05-20T13:59:52Z,public,Illumina NovaSeq 6000,DN536750N:H2,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,Pancreas,ILLUMINA,2021-05-27T00:00:00Z,2021-06-05T00:24:00Z,1,SAMEA6502259,47eb42a6-3ea5-11ea-91f3-fa163e9d6485,ERP119497,familiaris,DD0149f,47eb42a6-3ea5-11ea-91f3-fa163e9d6485,female,female
ERR5952446,Large intestine,<html>Canis familiaris </html>,Targeted-Capture,AAEX03,202,5509507378,PRJEB36323,SAMEA6502204,837205558,WELLCOME SANGER INSTITUTE,dog,public,"sra,run.zq,cram","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",2021-05-26,2021-05-20,2021-05-26,2021-05-20,ERX5592979,SAMEA6502204,SC,Wellcome Sanger Institute,2021-05-20T13:59:52Z,2021-05-20T13:59:52Z,public,Illumina NovaSeq 6000,DN543964S:H2,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,Large intestine,ILLUMINA,2021-05-27T00:00:00Z,2021-06-04T23:52:00Z,1,SAMEA6502204,46758c6a-3ea5-11ea-91f3-fa163e9d6485,ERP119497,familiaris,DD0146b,46758c6a-3ea5-11ea-91f3-fa163e9d6485,female,female
ERR5952447,Adrenal gland,<html>Canis familiaris </html>,Targeted-Capture,AAEX03,202,5468937092,PRJEB36323,SAMEA6502270,967339451,WELLCOME SANGER INSTITUTE,dog,public,"sra,run.zq,cram","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",2021-05-26,2021-05-20,2021-05-26,2021-05-20,ERX5592980,SAMEA6502270,SC,Wellcome Sanger Institute,2021-05-20T13:59:52Z,2021-05-20T13:59:52Z,public,Illumina NovaSeq 6000,DN536750N:A3,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,Adrenal gland,ILLUMINA,2021-05-27T00:00:00Z,2021-06-05T00:18:00Z,1,SAMEA6502270,4840d9f0-3ea5-11ea-91f3-fa163e9d6485,ERP119497,familiaris,DD0153f,4840d9f0-3ea5-11ea-91f3-fa163e9d6485,female,female
ERR5952449,Heart,<html>Canis familiaris </html>,Targeted-Capture,AAEX03,202,6179175960,PRJEB36323,SAMEA6502221,1015513761,WELLCOME SANGER INSTITUTE,dog,public,"run.zq,cram,sra","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",2021-05-26,2021-05-20,2021-10-21,2021-05-20,ERX5592982,SAMEA6502221,SC,Wellcome Sanger Institute,2021-05-20T13:59:52Z,2021-05-20T13:59:52Z,public,Illumina NovaSeq 6000,DN543964S:B3,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,Heart,ILLUMINA,2021-05-27T00:00:00Z,2021-06-05T00:17:00Z,1,SAMEA6502221,46ea3a56-3ea5-11ea-91f3-fa163e9d6485,ERP119497,familiaris,DD0152b,46ea3a56-3ea5-11ea-91f3-fa163e9d6485,male,male
ERR5952450,Skin,<html>Canis familiaris </html>,Targeted-Capture,AAEX03,202,5169727824,PRJEB36323,SAMEA6502295,750449623,WELLCOME SANGER INSTITUTE,dog,public,"sra,run.zq,cram","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",2021-05-26,2021-05-20,2021-05-26,2021-05-20,ERX5592983,SAMEA6502295,SC,Wellcome Sanger Institute,2021-05-20T13:59:52Z,2021-05-20T13:59:52Z,public,Illumina NovaSeq 6000,DN543964S:C3,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,Skin,ILLUMINA,2021-05-27T00:00:00Z,2021-06-04T23:47:00Z,1,SAMEA6502295,4900dc1e-3ea5-11ea-91f3-fa163e9d6485,ERP119497,familiaris,DD0161a,4900dc1e-3ea5-11ea-91f3-fa163e9d6485,male,male
ERR5952451,Skin,<html>Canis familiaris </html>,Targeted-Capture,AAEX03,202,4818590416,PRJEB36323,SAMEA6502332,893141555,WELLCOME SANGER INSTITUTE,dog,public,"cram,sra,run.zq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",2021-05-26,2021-05-20,2021-10-21,2021-05-20,ERX5592984,SAMEA6502332,SC,Wellcome Sanger Institute,2021-05-20T13:59:52Z,2021-05-20T13:59:52Z,public,Illumina NovaSeq 6000,DN536750N:C3,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,Skin,ILLUMINA,2021-05-27T00:00:00Z,2021-06-05T00:29:00Z,1,SAMEA6502332,4b2a4174-3ea5-11ea-91f3-fa163e9d6485,ERP119497,familiaris,DD0165c,4b2a4174-3ea5-11ea-91f3-fa163e9d6485,,
ERR5952455,Skin,<html>Canis familiaris </html>,Targeted-Capture,AAEX03,202,7311829552,PRJEB36323,SAMEA6502296,1090824636,WELLCOME SANGER INSTITUTE,dog,public,"run.zq,sra,cram","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",2021-05-26,2021-05-20,2021-10-21,2021-05-20,ERX5592988,SAMEA6502296,SC,Wellcome Sanger Institute,2021-05-20T13:59:52Z,2021-05-20T13:59:52Z,public,Illumina NovaSeq 6000,DN543964S:F3,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,Skin,ILLUMINA,2021-05-27T00:00:00Z,2021-06-05T00:04:00Z,1,SAMEA6502296,49074f86-3ea5-11ea-91f3-fa163e9d6485,ERP119497,familiaris,DD0161b,49074f86-3ea5-11ea-91f3-fa163e9d6485,male,male
ERR5952457,Spleen,<html>Canis familiaris </html>,Targeted-Capture,AAEX03,202,6374776196,PRJEB36323,SAMEA6502274,1059387619,WELLCOME SANGER INSTITUTE,dog,public,"cram,run.zq,sra","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",2021-05-26,2021-05-20,2021-10-21,2021-05-20,ERX5592990,SAMEA6502274,SC,Wellcome Sanger Institute,2021-05-20T13:59:52Z,2021-05-20T13:59:52Z,public,Illumina NovaSeq 6000,DN536750N:G3,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,Spleen,ILLUMINA,2021-05-27T00:00:00Z,2021-06-04T23:59:00Z,1,SAMEA6502274,4861eed8-3ea5-11ea-91f3-fa163e9d6485,ERP119497,familiaris,DD0155e,4861eed8-3ea5-11ea-91f3-fa163e9d6485,male,male
ERR5952458,Spleen,<html>Canis familiaris </html>,Targeted-Capture,AAEX03,202,5271728128,PRJEB36323,SAMEA6502255,994292606,WELLCOME SANGER INSTITUTE,dog,public,"cram,run.zq,sra","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",2021-05-26,2021-05-20,2021-10-21,2021-05-20,ERX5592991,SAMEA6502255,SC,Wellcome Sanger Institute,2021-05-20T13:59:52Z,2021-05-20T13:59:52Z,public,Illumina NovaSeq 6000,DN543964S:G3,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,Spleen,ILLUMINA,2021-05-27T00:00:00Z,2021-06-05T00:10:00Z,1,SAMEA6502255,47cec7de-3ea5-11ea-91f3-fa163e9d6485,ERP119497,familiaris,DD0148e,47cec7de-3ea5-11ea-91f3-fa163e9d6485,female,female
ERR5952465,Skin,<html>Canis familiaris </html>,Targeted-Capture,AAEX03,202,3862707428,PRJEB36323,SAMEA6502330,676283927,WELLCOME SANGER INSTITUTE,dog,public,"run.zq,cram,sra","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",2021-05-26,2021-05-20,2021-10-21,2021-05-20,ERX5592998,SAMEA6502330,SC,Wellcome Sanger Institute,2021-05-20T13:59:52Z,2021-05-20T13:59:52Z,public,Illumina NovaSeq 6000,DN536750N:C4,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,Skin,ILLUMINA,2021-05-27T00:00:00Z,2021-06-04T21:09:00Z,1,SAMEA6502330,4b1546ac-3ea5-11ea-91f3-fa163e9d6485,ERP119497,familiaris,DD0164c,4b1546ac-3ea5-11ea-91f3-fa163e9d6485,female,female
ERR5952468,Skin,<html>Canis familiaris </html>,Targeted-Capture,AAEX03,202,3353752672,PRJEB36323,SAMEA6502377,575498798,WELLCOME SANGER INSTITUTE,dog,public,"sra,cram,run.zq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",2021-05-26,2021-05-20,2021-10-21,2021-05-20,ERX5593001,SAMEA6502377,SC,Wellcome Sanger Institute,2021-05-20T13:59:52Z,2021-05-20T13:59:52Z,public,Illumina NovaSeq 6000,DN536750N:D4,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,Skin,ILLUMINA,2021-05-27T00:00:00Z,2021-06-04T21:09:00Z,1,SAMEA6502377,4b928400-3ea5-11ea-91f3-fa163e9d6485,ERP119497,familiaris,DD0172c,4b928400-3ea5-11ea-91f3-fa163e9d6485,male,male
ERR5952470,Skin,<html>Canis familiaris </html>,Targeted-Capture,AAEX03,202,5225867462,PRJEB36323,SAMEA6502356,796462080,WELLCOME SANGER INSTITUTE,dog,public,"sra,run.zq,cram","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",2021-05-26,2021-05-20,2021-05-26,2021-05-20,ERX5593003,SAMEA6502356,SC,Wellcome Sanger Institute,2021-05-20T13:59:52Z,2021-05-20T13:59:52Z,public,Illumina NovaSeq 6000,DN536750N:F4,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,Skin,ILLUMINA,2021-05-27T00:00:00Z,2021-06-04T21:18:00Z,1,SAMEA6502356,4ab5b6ba-3ea5-11ea-91f3-fa163e9d6485,ERP119497,familiaris,DD0158c,4ab5b6ba-3ea5-11ea-91f3-fa163e9d6485,male,male
ERR5952472,Skin,<html>Canis familiaris </html>,Targeted-Capture,AAEX03,202,3339656506,PRJEB36323,SAMEA6502372,916057178,WELLCOME SANGER INSTITUTE,dog,public,"cram,run.zq,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",2021-05-26,2021-05-20,2021-05-26,2021-05-20,ERX5593005,SAMEA6502372,SC,Wellcome Sanger Institute,2021-05-20T13:59:52Z,2021-05-20T13:59:52Z,public,Illumina NovaSeq 6000,DN543964S:G4,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,Skin,ILLUMINA,2021-05-27T00:00:00Z,2021-06-04T21:07:00Z,1,SAMEA6502372,4b514580-3ea5-11ea-91f3-fa163e9d6485,ERP119497,familiaris,DD0167d,4b514580-3ea5-11ea-91f3-fa163e9d6485,male,male
ERR5952478,Heart,<html>Canis familiaris </html>,Targeted-Capture,AAEX03,202,4538565290,PRJEB36323,SAMEA6502258,986229368,WELLCOME SANGER INSTITUTE,dog,public,"run.zq,sra,cram","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",2021-05-26,2021-05-20,2021-05-26,2021-05-20,ERX5593011,SAMEA6502258,SC,Wellcome Sanger Institute,2021-05-20T13:59:52Z,2021-05-20T13:59:52Z,public,Illumina NovaSeq 6000,DN536750N:B5,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,Heart,ILLUMINA,2021-05-27T00:00:00Z,2021-06-04T21:12:00Z,1,SAMEA6502258,47f2b7e8-3ea5-11ea-91f3-fa163e9d6485,ERP119497,familiaris,DD0150d,47f2b7e8-3ea5-11ea-91f3-fa163e9d6485,male,male
ERR5952479,Spleen,<html>Canis familiaris </html>,Targeted-Capture,AAEX03,202,5099777244,PRJEB36323,SAMEA6502203,790497279,WELLCOME SANGER INSTITUTE,dog,public,"cram,sra,run.zq","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",2021-05-26,2021-05-20,2021-10-21,2021-05-20,ERX5593012,SAMEA6502203,SC,Wellcome Sanger Institute,2021-05-20T13:59:52Z,2021-05-20T13:59:52Z,public,Illumina NovaSeq 6000,DN543964S:C5,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,Spleen,ILLUMINA,2021-05-27T00:00:00Z,2021-06-04T21:13:00Z,1,SAMEA6502203,466fc488-3ea5-11ea-91f3-fa163e9d6485,ERP119497,familiaris,DD0146c,466fc488-3ea5-11ea-91f3-fa163e9d6485,female,female
ERR5952480,Heart,<html>Canis familiaris </html>,Targeted-Capture,AAEX03,202,4091759672,PRJEB36323,SAMEA6502275,662042985,WELLCOME SANGER INSTITUTE,dog,public,"cram,sra,run.zq","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",2021-05-26,2021-05-20,2021-05-26,2021-05-20,ERX5593013,SAMEA6502275,SC,Wellcome Sanger Institute,2021-05-20T13:59:52Z,2021-05-20T13:59:52Z,public,Illumina NovaSeq 6000,DN536750N:C5,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,Heart,ILLUMINA,2021-05-27T00:00:00Z,2021-06-04T21:07:00Z,1,SAMEA6502275,486e9d4a-3ea5-11ea-91f3-fa163e9d6485,ERP119497,familiaris,DD0156d,486e9d4a-3ea5-11ea-91f3-fa163e9d6485,male,male
ERR5952487,Adrenal gland,<html>Canis familiaris </html>,Targeted-Capture,AAEX03,202,4960652976,PRJEB36323,SAMEA6502234,725173650,WELLCOME SANGER INSTITUTE,dog,public,"sra,run.zq,cram","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",2021-05-26,2021-05-20,2021-05-26,2021-05-20,ERX5593020,SAMEA6502234,SC,Wellcome Sanger Institute,2021-05-20T13:59:52Z,2021-05-20T13:59:52Z,public,Illumina NovaSeq 6000,DN536750N:G5,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,Adrenal gland,ILLUMINA,2021-05-27T00:00:00Z,2021-06-04T21:14:00Z,1,SAMEA6502234,4739e70e-3ea5-11ea-91f3-fa163e9d6485,ERP119497,familiaris,DD0156b,4739e70e-3ea5-11ea-91f3-fa163e9d6485,male,male
ERR5952490,Heart,<html>Canis familiaris </html>,Targeted-Capture,AAEX03,202,4554944864,PRJEB36323,SAMEA6502205,708325282,WELLCOME SANGER INSTITUTE,dog,public,"sra,cram,run.zq","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",2021-05-26,2021-05-20,2021-05-26,2021-05-20,ERX5593023,SAMEA6502205,SC,Wellcome Sanger Institute,2021-05-20T13:59:52Z,2021-05-20T13:59:52Z,public,Illumina NovaSeq 6000,DN536750N:H5,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,Heart,ILLUMINA,2021-05-27T00:00:00Z,2021-06-04T21:13:00Z,1,SAMEA6502205,467bc8d2-3ea5-11ea-91f3-fa163e9d6485,ERP119497,familiaris,DD0147a,467bc8d2-3ea5-11ea-91f3-fa163e9d6485,male,male
ERR5952491,Spleen,<html>Canis familiaris </html>,Targeted-Capture,AAEX03,202,5227161878,PRJEB36323,SAMEA6502233,751734497,WELLCOME SANGER INSTITUTE,dog,public,"cram,sra,run.zq","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",2021-05-26,2021-05-20,2021-05-26,2021-05-20,ERX5593024,SAMEA6502233,SC,Wellcome Sanger Institute,2021-05-20T13:59:52Z,2021-05-20T13:59:52Z,public,Illumina NovaSeq 6000,DN536750N:A6,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,Spleen,ILLUMINA,2021-05-27T00:00:00Z,2021-06-04T21:17:00Z,1,SAMEA6502233,4733ffb0-3ea5-11ea-91f3-fa163e9d6485,ERP119497,familiaris,DD0156c,4733ffb0-3ea5-11ea-91f3-fa163e9d6485,male,male
ERR5952494,Pancreas,<html>Canis familiaris </html>,Targeted-Capture,AAEX03,202,4496448290,PRJEB36323,SAMEA6502212,693126949,WELLCOME SANGER INSTITUTE,dog,public,"cram,sra,run.zq","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",2021-05-26,2021-05-20,2021-05-26,2021-05-20,ERX5593027,SAMEA6502212,SC,Wellcome Sanger Institute,2021-05-20T13:59:52Z,2021-05-20T13:59:52Z,public,Illumina NovaSeq 6000,DN536750N:B6,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,Pancreas,ILLUMINA,2021-05-27T00:00:00Z,2021-06-04T21:07:00Z,1,SAMEA6502212,46b02636-3ea5-11ea-91f3-fa163e9d6485,ERP119497,familiaris,DD0149b,46b02636-3ea5-11ea-91f3-fa163e9d6485,female,female
ERR5952495,Spleen,<html>Canis familiaris </html>,Targeted-Capture,AAEX03,202,4902314770,PRJEB36323,SAMEA6502288,734213416,WELLCOME SANGER INSTITUTE,dog,public,"sra,cram,run.zq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",2021-05-26,2021-05-20,2021-10-21,2021-05-20,ERX5593028,SAMEA6502288,SC,Wellcome Sanger Institute,2021-05-20T13:59:52Z,2021-05-20T13:59:52Z,public,Illumina NovaSeq 6000,DN536750N:C6,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,Spleen,ILLUMINA,2021-05-27T00:00:00Z,2021-06-04T21:19:00Z,1,SAMEA6502288,48a6f7e4-3ea5-11ea-91f3-fa163e9d6485,ERP119497,familiaris,DD0149g,48a6f7e4-3ea5-11ea-91f3-fa163e9d6485,female,female
ERR5952508,Heart,<html>Canis familiaris </html>,Targeted-Capture,AAEX03,202,5819372954,PRJEB36323,SAMEA6502202,938089485,WELLCOME SANGER INSTITUTE,dog,public,"sra,cram,run.zq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",2021-05-26,2021-05-20,2021-05-26,2021-05-20,ERX5593041,SAMEA6502202,SC,Wellcome Sanger Institute,2021-05-20T13:59:52Z,2021-05-20T13:59:52Z,public,Illumina NovaSeq 6000,DN543964S:C7,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,Heart,ILLUMINA,2021-05-27T00:00:00Z,2021-06-04T21:24:00Z,1,SAMEA6502202,466a1baa-3ea5-11ea-91f3-fa163e9d6485,ERP119497,familiaris,DD0146a,466a1baa-3ea5-11ea-91f3-fa163e9d6485,female,female
ERR5952509,Skin,<html>Canis familiaris </html>,Targeted-Capture,AAEX03,202,4701015508,PRJEB36323,SAMEA6502362,768075509,WELLCOME SANGER INSTITUTE,dog,public,"cram,sra,run.zq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",2021-05-26,2021-05-20,2021-05-26,2021-05-20,ERX5593042,SAMEA6502362,SC,Wellcome Sanger Institute,2021-05-20T13:59:52Z,2021-05-20T13:59:52Z,public,Illumina NovaSeq 6000,DN543964S:D7,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,Skin,ILLUMINA,2021-05-27T00:00:00Z,2021-06-04T21:11:00Z,1,SAMEA6502362,4af728de-3ea5-11ea-91f3-fa163e9d6485,ERP119497,familiaris,DD0162c,4af728de-3ea5-11ea-91f3-fa163e9d6485,male,male
ERR5952510,Skin,<html>Canis familiaris </html>,Targeted-Capture,AAEX03,202,4314971490,PRJEB36323,SAMEA6502374,782759583,WELLCOME SANGER INSTITUTE,dog,public,"sra,run.zq,cram","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",2021-05-26,2021-05-20,2021-10-21,2021-05-20,ERX5593043,SAMEA6502374,SC,Wellcome Sanger Institute,2021-05-20T13:59:52Z,2021-05-20T13:59:52Z,public,Illumina NovaSeq 6000,DN543964S:E7,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,Skin,ILLUMINA,2021-05-27T00:00:00Z,2021-06-04T21:07:00Z,1,SAMEA6502374,4b7d982e-3ea5-11ea-91f3-fa163e9d6485,ERP119497,familiaris,DD0170d,4b7d982e-3ea5-11ea-91f3-fa163e9d6485,,
ERR5952511,Spleen,<html>Canis familiaris </html>,Targeted-Capture,AAEX03,202,5125751616,PRJEB36323,SAMEA6502226,772478548,WELLCOME SANGER INSTITUTE,dog,public,"run.zq,sra,cram","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",2021-05-26,2021-05-20,2021-05-26,2021-05-20,ERX5593044,SAMEA6502226,SC,Wellcome Sanger Institute,2021-05-20T13:59:52Z,2021-05-20T13:59:52Z,public,Illumina NovaSeq 6000,DN543964S:F7,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,Spleen,ILLUMINA,2021-05-27T00:00:00Z,2021-06-04T21:18:00Z,1,SAMEA6502226,470a6dbc-3ea5-11ea-91f3-fa163e9d6485,ERP119497,familiaris,DD0154c,470a6dbc-3ea5-11ea-91f3-fa163e9d6485,male,male
ERR5952512,Lymph node,<html>Canis familiaris </html>,Targeted-Capture,AAEX03,202,6850711628,PRJEB36323,SAMEA6502237,1063548166,WELLCOME SANGER INSTITUTE,dog,public,"cram,sra,run.zq","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",2021-05-26,2021-05-20,2021-10-21,2021-05-20,ERX5593045,SAMEA6502237,SC,Wellcome Sanger Institute,2021-05-20T13:59:52Z,2021-05-20T13:59:52Z,public,Illumina NovaSeq 6000,DN543964S:G7,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,Lymph node,ILLUMINA,2021-05-27T00:00:00Z,2021-06-04T21:23:00Z,1,SAMEA6502237,474c0af6-3ea5-11ea-91f3-fa163e9d6485,ERP119497,familiaris,DD0157b,474c0af6-3ea5-11ea-91f3-fa163e9d6485,male,male
