Run,Age,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,BREED,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,disease,Experiment,Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,sex,SRA Study,sub_species,Tissue
SRR13050728,10yrs,AMPLICON,351,162460463,PRJNA677995,SAMN16786146,Model organism or animal,Labrador Retriever,74290006,TRANSLATIONAL GENOMICS RESEARCH INSTITUTE,public,"sra,fastq,run.zq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",Normal,SRX9500111,Illumina MiSeq,Pt08_normal_ccap,PAIRED,PCR,GENOMIC,Canis lupus familiaris,ILLUMINA,2021-01-04T00:00:00Z,2020-11-12T18:07:00Z,1,Pt08_normal,female,SRP292399,familiaris,Peripheral blood
SRR13050729,12yrs,AMPLICON,370,195129855,PRJNA677995,SAMN16786145,Model organism or animal,German Shepherd,101971639,TRANSLATIONAL GENOMICS RESEARCH INSTITUTE,public,"sra,fastq,run.zq","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",Hemangiosarcoma,SRX9500110,Illumina MiSeq,Pt07_tumor_ccap,PAIRED,PCR,GENOMIC,Canis lupus familiaris,ILLUMINA,2021-01-04T00:00:00Z,2020-11-12T18:07:00Z,1,Pt07_tumor,female,SRP292399,familiaris,Spleen
SRR13050730,12yrs,AMPLICON,369,197760727,PRJNA677995,SAMN16786144,Model organism or animal,German Shepherd,101670607,TRANSLATIONAL GENOMICS RESEARCH INSTITUTE,public,"sra,fastq,run.zq","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",Normal,SRX9500109,Illumina MiSeq,Pt07_normal_ccap,PAIRED,PCR,GENOMIC,Canis lupus familiaris,ILLUMINA,2021-01-04T00:00:00Z,2020-11-12T18:07:00Z,1,Pt07_normal,female,SRP292399,familiaris,Peripheral blood
SRR13050731,11yrs,AMPLICON,357,331752704,PRJNA677995,SAMN16786143,Model organism or animal,Labrador Retriever,149703463,TRANSLATIONAL GENOMICS RESEARCH INSTITUTE,public,"sra,fastq,run.zq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",Hemangiosarcoma,SRX9500108,Illumina MiSeq,Pt06_tumor_ccap,PAIRED,PCR,GENOMIC,Canis lupus familiaris,ILLUMINA,2021-01-04T00:00:00Z,2020-11-12T18:08:00Z,1,Pt06_tumor_BG,female,SRP292399,familiaris,Spleen
SRR13050732,11yrs,AMPLICON,352,358226712,PRJNA677995,SAMN16786142,Model organism or animal,Labrador Retriever,162057113,TRANSLATIONAL GENOMICS RESEARCH INSTITUTE,public,"fastq,run.zq,sra","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",Normal,SRX9500107,Illumina MiSeq,Pt06_normal_ccap,PAIRED,PCR,GENOMIC,Canis lupus familiaris,ILLUMINA,2021-01-04T00:00:00Z,2020-11-12T18:08:00Z,1,Pt06_normal_BG,female,SRP292399,familiaris,Peripheral blood
SRR13050733,14yrs,AMPLICON,344,118737178,PRJNA677995,SAMN16786133,Model organism or animal,Standard Poodle,55175409,TRANSLATIONAL GENOMICS RESEARCH INSTITUTE,public,"fastq,sra,run.zq","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",Hemangiosarcoma,SRX9500106,Illumina MiSeq,Pt01_tumor_ccap,PAIRED,PCR,GENOMIC,Canis lupus familiaris,ILLUMINA,2021-01-04T00:00:00Z,2020-11-12T18:07:00Z,1,Pt01_tumor,male,SRP292399,familiaris,Spleen
SRR13050734,14yrs,AMPLICON,347,127747134,PRJNA677995,SAMN16786132,Model organism or animal,Standard Poodle,60802532,TRANSLATIONAL GENOMICS RESEARCH INSTITUTE,public,"sra,fastq,run.zq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",Normal,SRX9500105,Illumina MiSeq,Pt01_normal_ccap,PAIRED,PCR,GENOMIC,Canis lupus familiaris,ILLUMINA,2021-01-04T00:00:00Z,2020-11-12T18:07:00Z,1,Pt01_normal,male,SRP292399,familiaris,Peripheral blood
SRR13050735,8 years,WXS,202,20828554714,PRJNA677995,SAMN16786175,Model organism or animal,Yorkshire Terrier Mix,7721401149,TRANSLATIONAL GENOMICS RESEARCH INSTITUTE,public,"sra,run.zq,fastq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",Hemangiosarcoma,SRX9500104,Illumina NovaSeq 6000,Pt22_tumor_WXS_S3,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2021-01-04T00:00:00Z,2020-11-12T19:03:00Z,1,Pt22_tumor,male,SRP292399,familiaris,Spleen
SRR13050736,8 years,WXS,202,18628205276,PRJNA677995,SAMN16786175,Model organism or animal,Yorkshire Terrier Mix,6873298687,TRANSLATIONAL GENOMICS RESEARCH INSTITUTE,public,"sra,run.zq,fastq","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",Hemangiosarcoma,SRX9500103,Illumina NovaSeq 6000,Pt22_tumor_WXS_S2,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2021-01-04T00:00:00Z,2020-11-12T19:08:00Z,1,Pt22_tumor,male,SRP292399,familiaris,Spleen
SRR13050737,8 years,WXS,202,15958602162,PRJNA677995,SAMN16786175,Model organism or animal,Yorkshire Terrier Mix,5927866465,TRANSLATIONAL GENOMICS RESEARCH INSTITUTE,public,"run.zq,sra,fastq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",Hemangiosarcoma,SRX9500102,Illumina NovaSeq 6000,Pt22_tumor_WXS_S1,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2021-01-04T00:00:00Z,2020-11-12T19:01:00Z,1,Pt22_tumor,male,SRP292399,familiaris,Spleen
SRR13050738,7yrs 10 months,AMPLICON,362,118868983,PRJNA677995,SAMN16786140,Model organism or animal,Great Dane,55135189,TRANSLATIONAL GENOMICS RESEARCH INSTITUTE,public,"sra,run.zq,fastq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",Normal,SRX9500101,Illumina MiSeq,Pt05_normal_ccap,PAIRED,PCR,GENOMIC,Canis lupus familiaris,ILLUMINA,2021-01-04T00:00:00Z,2020-11-12T18:07:00Z,1,Pt05_normal,male,SRP292399,familiaris,Peripheral blood
SRR13050739,8 years,WXS,202,16856899394,PRJNA677995,SAMN16786174,Model organism or animal,Yorkshire Terrier Mix,6247784059,TRANSLATIONAL GENOMICS RESEARCH INSTITUTE,public,"sra,fastq,run.zq","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",Normal,SRX9500100,Illumina NovaSeq 6000,Pt22_normal_WXS_S1,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2021-01-04T00:00:00Z,2020-11-12T18:55:00Z,1,Pt22_normal,male,SRP292399,familiaris,Peripheral blood
SRR13050740,12 years,WXS,202,13238307552,PRJNA677995,SAMN16786163,Model organism or animal,Mix,4933841583,TRANSLATIONAL GENOMICS RESEARCH INSTITUTE,public,"sra,run.zq,fastq","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",Hemangiosarcoma,SRX9500099,Illumina NovaSeq 6000,Pt16_tumor_WXS_S3,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2021-01-04T00:00:00Z,2020-11-12T18:39:00Z,1,Pt16_tumor,female,SRP292399,familiaris,Spleen
SRR13050741,12 years,WXS,202,19044081664,PRJNA677995,SAMN16786163,Model organism or animal,Mix,7011962659,TRANSLATIONAL GENOMICS RESEARCH INSTITUTE,public,"fastq,run.zq,sra","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",Hemangiosarcoma,SRX9500098,Illumina NovaSeq 6000,Pt16_tumor_WXS_S2,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2021-01-04T00:00:00Z,2020-11-12T19:17:00Z,1,Pt16_tumor,female,SRP292399,familiaris,Spleen
SRR13050742,12 years,WXS,202,20206576514,PRJNA677995,SAMN16786163,Model organism or animal,Mix,7535704806,TRANSLATIONAL GENOMICS RESEARCH INSTITUTE,public,"fastq,sra,run.zq","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",Hemangiosarcoma,SRX9500097,Illumina NovaSeq 6000,Pt16_tumor_WXS_S1,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2021-01-04T00:00:00Z,2020-11-12T19:13:00Z,1,Pt16_tumor,female,SRP292399,familiaris,Spleen
SRR13050743,12 years,WXS,202,17021889560,PRJNA677995,SAMN16786162,Model organism or animal,Mix,6338752223,TRANSLATIONAL GENOMICS RESEARCH INSTITUTE,public,"sra,fastq,run.zq","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",Normal,SRX9500096,Illumina NovaSeq 6000,Pt16_normal_WXS_S1,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2021-01-04T00:00:00Z,2020-11-12T18:50:00Z,1,Pt16_normal,female,SRP292399,familiaris,Peripheral blood
SRR13050744,12 years,WXS,202,14723477404,PRJNA677995,SAMN16786153,Model organism or animal,Border Collie,5450078576,TRANSLATIONAL GENOMICS RESEARCH INSTITUTE,public,"sra,fastq,run.zq","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",Hemangiosarcoma,SRX9500095,Illumina NovaSeq 6000,Pt11_tumor_WXS_S3,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2021-01-04T00:00:00Z,2020-11-12T18:46:00Z,1,Pt11_tumor,male,SRP292399,familiaris,Spleen
SRR13050745,12 years,WXS,202,16347225922,PRJNA677995,SAMN16786153,Model organism or animal,Border Collie,6113049074,TRANSLATIONAL GENOMICS RESEARCH INSTITUTE,public,"fastq,sra,run.zq","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",Hemangiosarcoma,SRX9500094,Illumina NovaSeq 6000,Pt11_tumor_WXS_S2,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2021-01-04T00:00:00Z,2020-11-12T18:44:00Z,1,Pt11_tumor,male,SRP292399,familiaris,Spleen
SRR13050746,12 years,WXS,202,18739205892,PRJNA677995,SAMN16786153,Model organism or animal,Border Collie,6950418771,TRANSLATIONAL GENOMICS RESEARCH INSTITUTE,public,"run.zq,sra,fastq","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",Hemangiosarcoma,SRX9500093,Illumina NovaSeq 6000,Pt11_tumor_WXS_S1,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2021-01-04T00:00:00Z,2020-11-12T18:45:00Z,1,Pt11_tumor,male,SRP292399,familiaris,Spleen
SRR13050747,12 years,WXS,202,19596914254,PRJNA677995,SAMN16786152,Model organism or animal,Border Collie,7266035501,TRANSLATIONAL GENOMICS RESEARCH INSTITUTE,public,"fastq,run.zq,sra","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",Normal,SRX9500092,Illumina NovaSeq 6000,Pt11_normal_WXS_S1,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2021-01-04T00:00:00Z,2020-11-12T19:11:00Z,1,Pt11_normal,male,SRP292399,familiaris,Peripheral blood
SRR13050748,11 years,WXS,202,17095896502,PRJNA677995,SAMN16786137,Model organism or animal,Wheaten Terrier,6327048009,TRANSLATIONAL GENOMICS RESEARCH INSTITUTE,public,"run.zq,sra,fastq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",Hemangiosarcoma,SRX9500091,Illumina NovaSeq 6000,Pt03_tumor_WXS_S3,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2021-01-04T00:00:00Z,2020-11-12T19:00:00Z,1,Pt03_tumor,female,SRP292399,familiaris,Spleen
SRR13050749,11yrs,AMPLICON,369,144909393,PRJNA677995,SAMN16786139,Model organism or animal,German Shepherd,67321451,TRANSLATIONAL GENOMICS RESEARCH INSTITUTE,public,"run.zq,fastq,sra","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",Hemangiosarcoma,SRX9500090,Illumina MiSeq,Pt04_tumor_ccap,PAIRED,PCR,GENOMIC,Canis lupus familiaris,ILLUMINA,2021-01-04T00:00:00Z,2020-11-12T18:07:00Z,1,Pt04_tumor,female,SRP292399,familiaris,Spleen
SRR13050750,11 years,WXS,202,14101453350,PRJNA677995,SAMN16786137,Model organism or animal,Wheaten Terrier,5261961883,TRANSLATIONAL GENOMICS RESEARCH INSTITUTE,public,"sra,run.zq,fastq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",Hemangiosarcoma,SRX9500089,Illumina NovaSeq 6000,Pt03_tumor_WXS_S2,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2021-01-04T00:00:00Z,2020-11-12T18:35:00Z,1,Pt03_tumor,female,SRP292399,familiaris,Spleen
SRR13050751,11 years,WXS,202,16270558236,PRJNA677995,SAMN16786137,Model organism or animal,Wheaten Terrier,6036320249,TRANSLATIONAL GENOMICS RESEARCH INSTITUTE,public,"fastq,sra,run.zq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",Hemangiosarcoma,SRX9500088,Illumina NovaSeq 6000,Pt03_tumor_WXS_S1,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2021-01-04T00:00:00Z,2020-11-12T18:34:00Z,1,Pt03_tumor,female,SRP292399,familiaris,Spleen
SRR13050752,11 years,WXS,202,15571539660,PRJNA677995,SAMN16786136,Model organism or animal,Wheaten Terrier,5763493203,TRANSLATIONAL GENOMICS RESEARCH INSTITUTE,public,"fastq,sra,run.zq","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",Normal,SRX9500087,Illumina NovaSeq 6000,Pt03_normal_WXS_S1,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2021-01-04T00:00:00Z,2020-11-12T19:04:00Z,1,Pt03_normal,female,SRP292399,familiaris,Peripheral blood
SRR13050753,12yrs,AMPLICON,353,187471096,PRJNA677995,SAMN16786198,Model organism or animal,Mix,97770827,TRANSLATIONAL GENOMICS RESEARCH INSTITUTE,public,"fastq,sra,run.zq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",Stromal sarcoma,SRX9500086,Illumina MiSeq,Pt43_tumor_ccap,PAIRED,PCR,GENOMIC,Canis lupus familiaris,ILLUMINA,2021-01-04T00:00:00Z,2020-11-12T18:07:00Z,1,Pt43_tumor,female,SRP292399,familiaris,Spleen
SRR13050754,12yrs,AMPLICON,355,212293817,PRJNA677995,SAMN16786197,Model organism or animal,Mix,108045586,TRANSLATIONAL GENOMICS RESEARCH INSTITUTE,public,"fastq,run.zq,sra","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",Normal,SRX9500085,Illumina MiSeq,Pt43_normal_ccap,PAIRED,PCR,GENOMIC,Canis lupus familiaris,ILLUMINA,2021-01-04T00:00:00Z,2020-11-12T18:08:00Z,1,Pt43_normal,female,SRP292399,familiaris,Peripheral blood
SRR13050755,11 years,AMPLICON,353,175151674,PRJNA677995,SAMN16786196,Model organism or animal,Labrador Retriever,89946156,TRANSLATIONAL GENOMICS RESEARCH INSTITUTE,public,"fastq,run.zq,sra","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",Myelolipoma,SRX9500084,Illumina MiSeq,Pt42_tumor_ccap,PAIRED,PCR,GENOMIC,Canis lupus familiaris,ILLUMINA,2021-01-04T00:00:00Z,2020-11-12T18:08:00Z,1,Pt42_tumor_LM,female,SRP292399,familiaris,Spleen
SRR13050756,11 years,AMPLICON,356,132811460,PRJNA677995,SAMN16786195,Model organism or animal,Labrador Retriever,67344580,TRANSLATIONAL GENOMICS RESEARCH INSTITUTE,public,"sra,run.zq,fastq","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",Normal,SRX9500083,Illumina MiSeq,Pt42_normal_ccap,PAIRED,PCR,GENOMIC,Canis lupus familiaris,ILLUMINA,2021-01-04T00:00:00Z,2020-11-12T18:07:00Z,1,Pt42_normal_LM,female,SRP292399,familiaris,Peripheral blood
SRR13050757,11yrs,AMPLICON,357,182256191,PRJNA677995,SAMN16786194,Model organism or animal,Golden Retriever,92756694,TRANSLATIONAL GENOMICS RESEARCH INSTITUTE,public,"run.zq,sra,fastq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",Hematoma,SRX9500082,Illumina MiSeq,Pt41_tumor_ccap,PAIRED,PCR,GENOMIC,Canis lupus familiaris,ILLUMINA,2021-01-04T00:00:00Z,2020-11-12T18:07:00Z,1,Pt41_tumor,female,SRP292399,familiaris,Spleen
SRR13050758,11yrs,AMPLICON,350,192831101,PRJNA677995,SAMN16786193,Model organism or animal,Golden Retriever,99210159,TRANSLATIONAL GENOMICS RESEARCH INSTITUTE,public,"fastq,sra,run.zq","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",Normal,SRX9500081,Illumina MiSeq,Pt41_normal_ccap,PAIRED,PCR,GENOMIC,Canis lupus familiaris,ILLUMINA,2021-01-04T00:00:00Z,2020-11-12T18:08:00Z,1,Pt41_normal,female,SRP292399,familiaris,Peripheral blood
SRR13050759,13yrs,AMPLICON,355,234709088,PRJNA677995,SAMN16786192,Model organism or animal,Jack Russel Terrier,121054059,TRANSLATIONAL GENOMICS RESEARCH INSTITUTE,public,"fastq,run.zq,sra","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",Complex Hyperplasia w/Hematoma,SRX9500080,Illumina MiSeq,Pt40_tumor_ccap,PAIRED,PCR,GENOMIC,Canis lupus familiaris,ILLUMINA,2021-01-04T00:00:00Z,2020-11-12T18:08:00Z,1,Pt40_tumor,male,SRP292399,familiaris,Spleen
SRR13050760,11yrs,AMPLICON,363,131419873,PRJNA677995,SAMN16786138,Model organism or animal,German Shepherd,60273746,TRANSLATIONAL GENOMICS RESEARCH INSTITUTE,public,"run.zq,fastq,sra","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",Normal,SRX9500079,Illumina MiSeq,Pt04_normal_ccap,PAIRED,PCR,GENOMIC,Canis lupus familiaris,ILLUMINA,2021-01-04T00:00:00Z,2020-11-12T18:07:00Z,1,Pt04_normal,female,SRP292399,familiaris,Peripheral blood
