"Run_ID","BioProject","Sample_ID","Case_ID","Breed","Age","Platform","ReleaseDate","Organization","Sex","Tissue","Tumor_type","Status","Symbol","Sample_status","Disease_stage","Survival_status","Tumor_grade"
"ERR9923078","PRJEB53653","SAMEA110220206","28",NA,NA,"ILLUMINA","2022-07-13T00:00:00Z","Uppsala University",NA,"mammary tumor tissue","Mammary neoplasia (MT)","Tumor",NA,NA,NA,NA,NA
"ERR9923079","PRJEB53653","SAMEA110220207","29",NA,NA,"ILLUMINA","2022-07-13T00:00:00Z","Uppsala University",NA,"mammary tumor tissue","Mammary neoplasia (MT)","Tumor",NA,NA,NA,NA,NA
"ERR9923080","PRJEB53653","SAMEA110220182","3",NA,NA,"ILLUMINA","2022-07-13T00:00:00Z","Uppsala University",NA,"mammary tumor tissue","Mammary neoplasia (MT)","Tumor",NA,NA,NA,NA,NA
"ERR9923081","PRJEB53653","SAMEA110220208","30",NA,NA,"ILLUMINA","2022-07-13T00:00:00Z","Uppsala University",NA,"mammary tumor tissue","Mammary neoplasia (MT)","Tumor",NA,NA,NA,NA,NA
"ERR9923082","PRJEB53653","SAMEA110220209","31",NA,NA,"ILLUMINA","2022-07-13T00:00:00Z","Uppsala University",NA,"mammary tumor tissue","Mammary neoplasia (MT)","Tumor",NA,NA,NA,NA,NA
"ERR9923083","PRJEB53653","SAMEA110220210","32",NA,NA,"ILLUMINA","2022-07-13T00:00:00Z","Uppsala University",NA,"mammary tumor tissue","Mammary neoplasia (MT)","Tumor",NA,NA,NA,NA,NA
"ERR9923084","PRJEB53653","SAMEA110220211","33",NA,NA,"ILLUMINA","2022-07-13T00:00:00Z","Uppsala University",NA,"mammary tumor tissue","Mammary neoplasia (MT)","Tumor",NA,NA,NA,NA,NA
"ERR9923085","PRJEB53653","SAMEA110220212","34",NA,NA,"ILLUMINA","2022-07-13T00:00:00Z","Uppsala University",NA,"mammary tumor tissue","Mammary neoplasia (MT)","Tumor",NA,NA,NA,NA,NA
"ERR9923086","PRJEB53653","SAMEA110220213","35",NA,NA,"ILLUMINA","2022-07-13T00:00:00Z","Uppsala University",NA,"mammary tumor tissue","Mammary neoplasia (MT)","Tumor",NA,NA,NA,NA,NA
"ERR9923087","PRJEB53653","SAMEA110220214","36",NA,NA,"ILLUMINA","2022-07-13T00:00:00Z","Uppsala University",NA,"mammary tumor tissue","Mammary neoplasia (MT)","Tumor",NA,NA,NA,NA,NA
"ERR9923088","PRJEB53653","SAMEA110220215","37",NA,NA,"ILLUMINA","2022-07-13T00:00:00Z","Uppsala University",NA,"mammary tumor tissue","Mammary neoplasia (MT)","Tumor",NA,NA,NA,NA,NA
"ERR9923089","PRJEB53653","SAMEA110220216","38",NA,NA,"ILLUMINA","2022-07-13T00:00:00Z","Uppsala University",NA,"mammary tumor tissue","Mammary neoplasia (MT)","Tumor",NA,NA,NA,NA,NA
"ERR9923090","PRJEB53653","SAMEA110220217","39",NA,NA,"ILLUMINA","2022-07-13T00:00:00Z","Uppsala University",NA,"mammary tumor tissue","Mammary neoplasia (MT)","Tumor",NA,NA,NA,NA,NA
"ERR9923091","PRJEB53653","SAMEA110220183","4",NA,NA,"ILLUMINA","2022-07-13T00:00:00Z","Uppsala University",NA,"mammary tumor tissue","Mammary neoplasia (MT)","Tumor",NA,NA,NA,NA,NA
"ERR9923092","PRJEB53653","SAMEA110220218","40",NA,NA,"ILLUMINA","2022-07-13T00:00:00Z","Uppsala University",NA,"mammary tumor tissue","Mammary neoplasia (MT)","Tumor",NA,NA,NA,NA,NA
"ERR9923093","PRJEB53653","SAMEA110220219","41",NA,NA,"ILLUMINA","2022-07-13T00:00:00Z","Uppsala University",NA,"mammary tumor tissue","Mammary neoplasia (MT)","Tumor",NA,NA,NA,NA,NA
"ERR9923094","PRJEB53653","SAMEA110220220","42",NA,NA,"ILLUMINA","2022-07-13T00:00:00Z","Uppsala University",NA,"mammary tumor tissue","Mammary neoplasia (MT)","Tumor",NA,NA,NA,NA,NA
"ERR9923095","PRJEB53653","SAMEA110220221","43",NA,NA,"ILLUMINA","2022-07-13T00:00:00Z","Uppsala University",NA,"mammary tumor tissue","Mammary neoplasia (MT)","Tumor",NA,NA,NA,NA,NA
"ERR9923096","PRJEB53653","SAMEA110220222","44",NA,NA,"ILLUMINA","2022-07-13T00:00:00Z","Uppsala University",NA,"mammary tumor tissue","Mammary neoplasia (MT)","Tumor",NA,NA,NA,NA,NA
"ERR9923097","PRJEB53653","SAMEA110220223","45",NA,NA,"ILLUMINA","2022-07-13T00:00:00Z","Uppsala University",NA,"mammary tumor tissue","Mammary neoplasia (MT)","Tumor",NA,NA,NA,NA,NA
"ERR9923098","PRJEB53653","SAMEA110220224","46",NA,NA,"ILLUMINA","2022-07-13T00:00:00Z","Uppsala University",NA,"mammary tumor tissue","Mammary neoplasia (MT)","Tumor",NA,NA,NA,NA,NA
"ERR9923099","PRJEB53653","SAMEA110220225","47",NA,NA,"ILLUMINA","2022-07-13T00:00:00Z","Uppsala University",NA,"mammary tumor tissue","Mammary neoplasia (MT)","Tumor",NA,NA,NA,NA,NA
"ERR9923100","PRJEB53653","SAMEA110220226","48",NA,NA,"ILLUMINA","2022-07-13T00:00:00Z","Uppsala University",NA,"mammary tumor tissue","Mammary neoplasia (MT)","Tumor",NA,NA,NA,NA,NA
"ERR9923101","PRJEB53653","SAMEA110220184","5",NA,NA,"ILLUMINA","2022-07-13T00:00:00Z","Uppsala University",NA,"mammary tumor tissue","Mammary neoplasia (MT)","Tumor",NA,NA,NA,NA,NA
"ERR9923102","PRJEB53653","SAMEA110220227","50",NA,NA,"ILLUMINA","2022-07-13T00:00:00Z","Uppsala University",NA,"mammary tumor tissue","Mammary neoplasia (MT)","Tumor",NA,NA,NA,NA,NA
"ERR9923103","PRJEB53653","SAMEA110220228","51",NA,NA,"ILLUMINA","2022-07-13T00:00:00Z","Uppsala University",NA,"mammary tumor tissue","Mammary neoplasia (MT)","Tumor",NA,NA,NA,NA,NA
"ERR9923104","PRJEB53653","SAMEA110220229","52",NA,NA,"ILLUMINA","2022-07-13T00:00:00Z","Uppsala University",NA,"mammary tumor tissue","Mammary neoplasia (MT)","Tumor",NA,NA,NA,NA,NA
"ERR9923105","PRJEB53653","SAMEA110220230","54",NA,NA,"ILLUMINA","2022-07-13T00:00:00Z","Uppsala University",NA,"mammary tumor tissue","Mammary neoplasia (MT)","Tumor",NA,NA,NA,NA,NA
"ERR9923106","PRJEB53653","SAMEA110220231","55",NA,NA,"ILLUMINA","2022-07-13T00:00:00Z","Uppsala University",NA,"mammary tumor tissue","Mammary neoplasia (MT)","Tumor",NA,NA,NA,NA,NA
"ERR9923107","PRJEB53653","SAMEA110220232","56",NA,NA,"ILLUMINA","2022-07-13T00:00:00Z","Uppsala University",NA,"mammary tumor tissue","Mammary neoplasia (MT)","Tumor",NA,NA,NA,NA,NA
"ERR9923108","PRJEB53653","SAMEA110220233","59",NA,NA,"ILLUMINA","2022-07-13T00:00:00Z","Uppsala University",NA,"mammary tumor tissue","Mammary neoplasia (MT)","Tumor",NA,NA,NA,NA,NA
"ERR9923109","PRJEB53653","SAMEA110220185","6",NA,NA,"ILLUMINA","2022-07-13T00:00:00Z","Uppsala University",NA,"mammary tumor tissue","Mammary neoplasia (MT)","Tumor",NA,NA,NA,NA,NA
"ERR9923110","PRJEB53653","SAMEA110220186","7",NA,NA,"ILLUMINA","2022-07-13T00:00:00Z","Uppsala University",NA,"mammary tumor tissue","Mammary neoplasia (MT)","Tumor",NA,NA,NA,NA,NA
"ERR9923111","PRJEB53653","SAMEA110220234","75",NA,NA,"ILLUMINA","2022-07-13T00:00:00Z","Uppsala University",NA,"mammary tumor tissue","Mammary neoplasia (MT)","Tumor",NA,NA,NA,NA,NA
"ERR9923112","PRJEB53653","SAMEA110220235","78",NA,NA,"ILLUMINA","2022-07-13T00:00:00Z","Uppsala University",NA,"mammary tumor tissue","Mammary neoplasia (MT)","Tumor",NA,NA,NA,NA,NA
"ERR9923113","PRJEB53653","SAMEA110220236","79",NA,NA,"ILLUMINA","2022-07-13T00:00:00Z","Uppsala University",NA,"mammary tumor tissue","Mammary neoplasia (MT)","Tumor",NA,NA,NA,NA,NA
"ERR9923114","PRJEB53653","SAMEA110220187","8",NA,NA,"ILLUMINA","2022-07-13T00:00:00Z","Uppsala University",NA,"mammary tumor tissue","Mammary neoplasia (MT)","Tumor",NA,NA,NA,NA,NA
"ERR9923115","PRJEB53653","SAMEA110220188","9",NA,NA,"ILLUMINA","2022-07-13T00:00:00Z","Uppsala University",NA,"mammary tumor tissue","Mammary neoplasia (MT)","Tumor",NA,NA,NA,NA,NA
"DRR345016","PRJDB10211","SAMD00293135","HS1",NA,NA,"ILLUMINA","2022-03-28T00:00:00Z","The University of Tokyo (UT-VMS)",NA,NA,"histiocytic sarcoma","Normal",NA,NA,NA,NA,NA
"DRR345017","PRJDB10211","SAMD00293136","HS1",NA,NA,"ILLUMINA","2022-03-28T00:00:00Z","The University of Tokyo (UT-VMS)",NA,NA,"histiocytic sarcoma","Tumor",NA,NA,NA,NA,NA
"DRR345018","PRJDB10211","SAMD00293137","HS2",NA,NA,"ILLUMINA","2022-03-28T00:00:00Z","The University of Tokyo (UT-VMS)",NA,NA,"histiocytic sarcoma","Normal",NA,NA,NA,NA,NA
"DRR345019","PRJDB10211","SAMD00293138","HS2",NA,NA,"ILLUMINA","2022-03-28T00:00:00Z","The University of Tokyo (UT-VMS)",NA,NA,"histiocytic sarcoma","Tumor",NA,NA,NA,NA,NA
"DRR345020","PRJDB10211","SAMD00293139","HS3",NA,NA,"ILLUMINA","2022-03-28T00:00:00Z","The University of Tokyo (UT-VMS)",NA,NA,"histiocytic sarcoma","Normal",NA,NA,NA,NA,NA
"DRR345021","PRJDB10211","SAMD00293140","HS3",NA,NA,"ILLUMINA","2022-03-28T00:00:00Z","The University of Tokyo (UT-VMS)",NA,NA,"histiocytic sarcoma","Tumor",NA,NA,NA,NA,NA
"DRR345022","PRJDB10211","SAMD00293141","HS4",NA,NA,"ILLUMINA","2022-03-28T00:00:00Z","The University of Tokyo (UT-VMS)",NA,NA,"histiocytic sarcoma","Normal",NA,NA,NA,NA,NA
"DRR345023","PRJDB10211","SAMD00293142","HS4",NA,NA,"ILLUMINA","2022-03-28T00:00:00Z","The University of Tokyo (UT-VMS)",NA,NA,"histiocytic sarcoma","Tumor",NA,NA,NA,NA,NA
"DRR345024","PRJDB10211","SAMD00293143","HS5",NA,NA,"ILLUMINA","2022-03-28T00:00:00Z","The University of Tokyo (UT-VMS)",NA,NA,"histiocytic sarcoma","Normal",NA,NA,NA,NA,NA
"DRR345025","PRJDB10211","SAMD00293144","HS5",NA,NA,"ILLUMINA","2022-03-28T00:00:00Z","The University of Tokyo (UT-VMS)",NA,NA,"histiocytic sarcoma","Tumor",NA,NA,NA,NA,NA
"SRR17139344","PRJNA786469","SAMN23673651","B00E00E-F","Poodle",NA,"ILLUMINA","2021-12-06T00:00:00Z","CNRS - University Rennes","male","blood","Oral Melanoma","Normal",NA,NA,"",NA,NA
"SRR17139343","PRJNA786469","SAMN23673652","B00E00E-F","Poodle",NA,"ILLUMINA","2021-12-06T00:00:00Z","CNRS - University Rennes","male","oral cavity","Oral Melanoma","Tumor",NA,NA,"",NA,NA
"SRR17139287","PRJNA786469","SAMN23673653","B00E00G-H","Poodle",NA,"ILLUMINA","2021-12-06T00:00:00Z","CNRS - University Rennes","female","blood","Oral Melanoma","Normal",NA,NA,"",NA,NA
"SRR17139276","PRJNA786469","SAMN23673654","B00E00G-H","Poodle",NA,"ILLUMINA","2021-12-06T00:00:00Z","CNRS - University Rennes","female","oral cavity","Oral Melanoma","Tumor",NA,NA,"",NA,NA
"SRR17139265","PRJNA786469","SAMN23673655","B00E00I-J","Poodle",NA,"ILLUMINA","2021-12-06T00:00:00Z","CNRS - University Rennes","male","blood","Oral Melanoma","Normal",NA,NA,"",NA,NA
"SRR17139254","PRJNA786469","SAMN23673656","B00E00I-J","Poodle",NA,"ILLUMINA","2021-12-06T00:00:00Z","CNRS - University Rennes","male","oral cavity","Oral Melanoma","Tumor",NA,NA,"",NA,NA
"SRR17139243","PRJNA786469","SAMN23673657","B00E00K-L","Poodle",15,"ILLUMINA","2021-12-06T00:00:00Z","CNRS - University Rennes","Missing","blood","Oral Melanoma","Normal",NA,NA,"",NA,NA
"SRR17139232","PRJNA786469","SAMN23673658","B00E00K-L","Poodle",15,"ILLUMINA","2021-12-06T00:00:00Z","CNRS - University Rennes","Missing","oral cavity","Oral Melanoma","Tumor",NA,NA,"",NA,NA
"SRR17139221","PRJNA786469","SAMN23673659","B00E00M-N","Poodle",NA,"ILLUMINA","2021-12-06T00:00:00Z","CNRS - University Rennes","male","blood","Oral Melanoma","Normal",NA,NA,"",NA,NA
"SRR17139210","PRJNA786469","SAMN23673660","B00E00M-N","Poodle",NA,"ILLUMINA","2021-12-06T00:00:00Z","CNRS - University Rennes","male","oral cavity","Oral Melanoma","Tumor",NA,NA,"",NA,NA
"SRR17139342","PRJNA786469","SAMN23673661","B00E00O-P","Poodle",NA,"ILLUMINA","2021-12-06T00:00:00Z","CNRS - University Rennes","male","blood","Oral Melanoma","Normal",NA,NA,"",NA,NA
"SRR17139331","PRJNA786469","SAMN23673662","B00E00O-P","Poodle",NA,"ILLUMINA","2021-12-06T00:00:00Z","CNRS - University Rennes","male","oral cavity","Oral Melanoma","Tumor",NA,NA,"",NA,NA
"SRR17139320","PRJNA786469","SAMN23673663","B00E00Q-R","Poodle",NA,"ILLUMINA","2021-12-06T00:00:00Z","CNRS - University Rennes","male","blood","Oral Melanoma","Normal",NA,NA,"",NA,NA
"SRR17139309","PRJNA786469","SAMN23673664","B00E00Q-R","Poodle",NA,"ILLUMINA","2021-12-06T00:00:00Z","CNRS - University Rennes","male","oral cavity","Oral Melanoma","Tumor",NA,NA,"",NA,NA
"SRR17139298","PRJNA786469","SAMN23673665","B00E00S-T","Poodle",NA,"ILLUMINA","2021-12-06T00:00:00Z","CNRS - University Rennes","male","blood","Oral Melanoma","Normal",NA,NA,"",NA,NA
"SRR17139292","PRJNA786469","SAMN23673666","B00E00S-T","Poodle",NA,"ILLUMINA","2021-12-06T00:00:00Z","CNRS - University Rennes","male","oral cavity","Oral Melanoma","Tumor",NA,NA,"",NA,NA
"SRR17139291","PRJNA786469","SAMN23673667","B00E00U-V","Poodle",NA,"ILLUMINA","2021-12-06T00:00:00Z","CNRS - University Rennes","Missing","blood","Oral Melanoma","Normal",NA,NA,"",NA,NA
"SRR17139290","PRJNA786469","SAMN23673668","B00E00U-V","Poodle",NA,"ILLUMINA","2021-12-06T00:00:00Z","CNRS - University Rennes","Missing","oral cavity","Oral Melanoma","Tumor",NA,NA,"",NA,NA
"SRR17139289","PRJNA786469","SAMN23673669","B00E00W-X","Poodle",NA,"ILLUMINA","2021-12-06T00:00:00Z","CNRS - University Rennes","female","blood","Oral Melanoma","Normal",NA,NA,"",NA,NA
"SRR17139288","PRJNA786469","SAMN23673670","B00E00W-X","Poodle",NA,"ILLUMINA","2021-12-06T00:00:00Z","CNRS - University Rennes","female","oral cavity","Oral Melanoma","Tumor",NA,NA,"",NA,NA
"SRR17139286","PRJNA786469","SAMN23673671","B00E00Y-Z","Poodle",NA,"ILLUMINA","2021-12-06T00:00:00Z","CNRS - University Rennes","male","blood","Oral Melanoma","Normal",NA,NA,"",NA,NA
"SRR17139285","PRJNA786469","SAMN23673672","B00E00Y-Z","Poodle",NA,"ILLUMINA","2021-12-06T00:00:00Z","CNRS - University Rennes","male","oral cavity","Oral Melanoma","Tumor",NA,NA,"",NA,NA
"SRR17139284","PRJNA786469","SAMN23673673","B00E010-1","Poodle",NA,"ILLUMINA","2021-12-06T00:00:00Z","CNRS - University Rennes","male","blood","Oral Melanoma","Normal",NA,NA,"",NA,NA
"SRR17139283","PRJNA786469","SAMN23673674","B00E010-1","Poodle",NA,"ILLUMINA","2021-12-06T00:00:00Z","CNRS - University Rennes","male","oral cavity","Oral Melanoma","Tumor",NA,NA,"malignant",NA,NA
"SRR17139282","PRJNA786469","SAMN23673675","B00E012-3","Poodle",NA,"ILLUMINA","2021-12-06T00:00:00Z","CNRS - University Rennes","male","oral cavity","Oral Melanoma","Tumor",NA,NA,"",NA,NA
"SRR17139281","PRJNA786469","SAMN23673676","B00E012-3","Poodle",NA,"ILLUMINA","2021-12-06T00:00:00Z","CNRS - University Rennes","male","blood","Oral Melanoma","Normal",NA,NA,"",NA,NA
"SRR17139280","PRJNA786469","SAMN23673677","B00E014-5","Poodle",NA,"ILLUMINA","2021-12-06T00:00:00Z","CNRS - University Rennes","male","oral cavity","Oral Melanoma","Tumor",NA,NA,"",NA,NA
"SRR17139279","PRJNA786469","SAMN23673678","B00E014-5","Poodle",NA,"ILLUMINA","2021-12-06T00:00:00Z","CNRS - University Rennes","female","blood","Oral Melanoma","Normal",NA,NA,"",NA,NA
"SRR17139278","PRJNA786469","SAMN23673679","B00E016-7","Poodle",NA,"ILLUMINA","2021-12-06T00:00:00Z","CNRS - University Rennes","female","oral cavity","Oral Melanoma","Tumor",NA,NA,"",NA,NA
"SRR17139277","PRJNA786469","SAMN23673680","B00E016-7","Poodle",12,"ILLUMINA","2021-12-06T00:00:00Z","CNRS - University Rennes","female","blood","Oral Melanoma","Normal",NA,NA,"",NA,NA
"SRR17139275","PRJNA786469","SAMN23673681","B00E018-9","Poodle",12,"ILLUMINA","2021-12-06T00:00:00Z","CNRS - University Rennes","female","oral cavity","Oral Melanoma","Tumor",NA,NA,"",NA,NA
"SRR17139274","PRJNA786469","SAMN23673682","B00E018-9","Poodle",14,"ILLUMINA","2021-12-06T00:00:00Z","CNRS - University Rennes","female","blood","Oral Melanoma","Normal",NA,NA,"",NA,NA
"SRR17139273","PRJNA786469","SAMN23673683","B00E01A-B","Poodle",14,"ILLUMINA","2021-12-06T00:00:00Z","CNRS - University Rennes","female","oral cavity","Oral Melanoma","Tumor",NA,NA,"",NA,NA
"SRR17139272","PRJNA786469","SAMN23673684","B00E01A-B","Poodle",14,"ILLUMINA","2021-12-06T00:00:00Z","CNRS - University Rennes","female","blood","Oral Melanoma","Normal",NA,NA,"",NA,NA
"SRR17139271","PRJNA786469","SAMN23673685","B00E01C-D","Poodle",14,"ILLUMINA","2021-12-06T00:00:00Z","CNRS - University Rennes","female","oral cavity","Oral Melanoma","Tumor",NA,NA,"",NA,NA
"SRR17139270","PRJNA786469","SAMN23673686","B00E01C-D","Poodle",14,"ILLUMINA","2021-12-06T00:00:00Z","CNRS - University Rennes","male","blood","Oral Melanoma","Normal",NA,NA,"",NA,NA
"SRR17139269","PRJNA786469","SAMN23673687","B00E01E-F","Poodle",14,"ILLUMINA","2021-12-06T00:00:00Z","CNRS - University Rennes","male","oral cavity","Oral Melanoma","Tumor",NA,NA,"",NA,NA
"SRR17139268","PRJNA786469","SAMN23673688","B00E01E-F","Poodle",14,"ILLUMINA","2021-12-06T00:00:00Z","CNRS - University Rennes","male","oral cavity","Oral Melanoma","Tumor",NA,NA,"malignant",NA,NA
"SRR17139267","PRJNA786469","SAMN23673689","B00E01G-H","Poodle",17,"ILLUMINA","2021-12-06T00:00:00Z","CNRS - University Rennes","female","blood","Oral Melanoma","Normal",NA,NA,"",NA,NA
"SRR17139266","PRJNA786469","SAMN23673690","B00E01G-H","Poodle",17,"ILLUMINA","2021-12-06T00:00:00Z","CNRS - University Rennes","female","oral cavity","Oral Melanoma","Tumor",NA,NA,"",NA,NA
"SRR17139264","PRJNA786469","SAMN23673691","B00E01I-J","Poodle",14,"ILLUMINA","2021-12-06T00:00:00Z","CNRS - University Rennes","female","blood","Oral Melanoma","Normal",NA,NA,"",NA,NA
"SRR17139263","PRJNA786469","SAMN23673692","B00E01I-J","Poodle",14,"ILLUMINA","2021-12-06T00:00:00Z","CNRS - University Rennes","female","oral cavity","Oral Melanoma","Tumor",NA,NA,"",NA,NA
"SRR17139262","PRJNA786469","SAMN23673693","B00E01K-L","Poodle",15,"ILLUMINA","2021-12-06T00:00:00Z","CNRS - University Rennes","male","blood","Oral Melanoma","Normal",NA,NA,"",NA,NA
"SRR17139261","PRJNA786469","SAMN23673694","B00E01K-L","Poodle",15,"ILLUMINA","2021-12-06T00:00:00Z","CNRS - University Rennes","male","oral cavity","Oral Melanoma","Tumor",NA,NA,"",NA,NA
"SRR17139260","PRJNA786469","SAMN23673695","B00E01M-N","Poodle",14,"ILLUMINA","2021-12-06T00:00:00Z","CNRS - University Rennes","male","blood","Oral Melanoma","Normal",NA,NA,"",NA,NA
"SRR17139259","PRJNA786469","SAMN23673696","B00E01M-N","Poodle",14,"ILLUMINA","2021-12-06T00:00:00Z","CNRS - University Rennes","male","oral cavity","Oral Melanoma","Tumor",NA,NA,"",NA,NA
"SRR17139258","PRJNA786469","SAMN23673697","B00E01O-P","Poodle",14,"ILLUMINA","2021-12-06T00:00:00Z","CNRS - University Rennes","female","blood","Oral Melanoma","Normal",NA,NA,"",NA,NA
"SRR17139257","PRJNA786469","SAMN23673698","B00E01O-P","Poodle",14,"ILLUMINA","2021-12-06T00:00:00Z","CNRS - University Rennes","female","oral cavity","Oral Melanoma","Tumor",NA,NA,"",NA,NA
"SRR17139256","PRJNA786469","SAMN23673699","B00E01Q-R","Golden Retriever",NA,"ILLUMINA","2021-12-06T00:00:00Z","CNRS - University Rennes","male","blood","Oral Melanoma","Normal",NA,NA,"",NA,NA
"SRR17139255","PRJNA786469","SAMN23673700","B00E01Q-R","Golden Retriever",NA,"ILLUMINA","2021-12-06T00:00:00Z","CNRS - University Rennes","male","oral cavity","Oral Melanoma","Tumor",NA,NA,"",NA,NA
"SRR17139253","PRJNA786469","SAMN23673701","B00E01U-V","Golden Retriever",NA,"ILLUMINA","2021-12-06T00:00:00Z","CNRS - University Rennes","male","blood","Oral Melanoma","Normal",NA,NA,"",NA,NA
"SRR17139252","PRJNA786469","SAMN23673702","B00E01U-V","Golden Retriever",NA,"ILLUMINA","2021-12-06T00:00:00Z","CNRS - University Rennes","male","oral cavity","Oral Melanoma","Tumor",NA,NA,"",NA,NA
"SRR17139251","PRJNA786469","SAMN23673703","B00E01W-X","Golden Retriever",NA,"ILLUMINA","2021-12-06T00:00:00Z","CNRS - University Rennes","female","blood","Oral Melanoma","Normal",NA,NA,"",NA,NA
"SRR17139250","PRJNA786469","SAMN23673704","B00E01W-X","Golden Retriever",NA,"ILLUMINA","2021-12-06T00:00:00Z","CNRS - University Rennes","female","oral cavity","Oral Melanoma","Tumor",NA,NA,"",NA,NA
"SRR17139249","PRJNA786469","SAMN23673705","B00E01Y-Z","Labrador Retriever",NA,"ILLUMINA","2021-12-06T00:00:00Z","CNRS - University Rennes","male","blood","Oral Melanoma","Normal",NA,NA,"",NA,NA
"SRR17139248","PRJNA786469","SAMN23673706","B00E01Y-Z","Labrador Retriever",NA,"ILLUMINA","2021-12-06T00:00:00Z","CNRS - University Rennes","male","skin (fingers)","Oral Melanoma","Tumor",NA,NA,"",NA,NA
"SRR17139247","PRJNA786469","SAMN23673707","B00E020-1","Golden Retriever",11,"ILLUMINA","2021-12-06T00:00:00Z","CNRS - University Rennes","male","blood","Oral Melanoma","Normal",NA,NA,"",NA,NA
"SRR17139246","PRJNA786469","SAMN23673708","B00E020-1","Golden Retriever",11,"ILLUMINA","2021-12-06T00:00:00Z","CNRS - University Rennes","male","oral cavity","Oral Melanoma","Tumor",NA,NA,"",NA,NA
"SRR17139245","PRJNA786469","SAMN23673709","B00E022-3","Golden Retriever",12,"ILLUMINA","2021-12-06T00:00:00Z","CNRS - University Rennes","male","blood","Oral Melanoma","Normal",NA,NA,"malignant",NA,NA
"SRR17139244","PRJNA786469","SAMN23673710","B00E022-3","Golden Retriever",12,"ILLUMINA","2021-12-06T00:00:00Z","CNRS - University Rennes","male","oral cavity","Oral Melanoma","Tumor",NA,NA,"malignant",NA,NA
"SRR17139242","PRJNA786469","SAMN23673711","B00E024-5","Golden Retriever",11,"ILLUMINA","2021-12-06T00:00:00Z","CNRS - University Rennes","male","blood","Oral Melanoma","Normal",NA,NA,"",NA,NA
"SRR17139241","PRJNA786469","SAMN23673712","B00E024-5","Golden Retriever",11,"ILLUMINA","2021-12-06T00:00:00Z","CNRS - University Rennes","male","oral cavity","Oral Melanoma","Tumor",NA,NA,"",NA,NA
"SRR17139240","PRJNA786469","SAMN23673713","B00E026-7","Golden Retriever",13,"ILLUMINA","2021-12-06T00:00:00Z","CNRS - University Rennes","female","blood","Oral Melanoma","Normal",NA,NA,"",NA,NA
"SRR17139239","PRJNA786469","SAMN23673714","B00E026-7","Golden Retriever",13,"ILLUMINA","2021-12-06T00:00:00Z","CNRS - University Rennes","female","oral cavity","Oral Melanoma","Tumor",NA,NA,"",NA,NA
"SRR17139238","PRJNA786469","SAMN23673715","B00E02A-B","Golden Retriever",12,"ILLUMINA","2021-12-06T00:00:00Z","CNRS - University Rennes","male","blood","Oral Melanoma","Normal",NA,NA,"",NA,NA
"SRR17139237","PRJNA786469","SAMN23673716","B00E02A-B","Golden Retriever",12,"ILLUMINA","2021-12-06T00:00:00Z","CNRS - University Rennes","male","oral cavity","Oral Melanoma","Tumor",NA,NA,"",NA,NA
"SRR17139236","PRJNA786469","SAMN23673717","B00E02C-D","Golden Retriever",12,"ILLUMINA","2021-12-06T00:00:00Z","CNRS - University Rennes","male","blood","Oral Melanoma","Normal",NA,NA,"",NA,NA
"SRR17139235","PRJNA786469","SAMN23673718","B00E02G-H","Labrador Retriever",NA,"ILLUMINA","2021-12-06T00:00:00Z","CNRS - University Rennes","male","blood","Oral Melanoma","Normal",NA,NA,"",NA,NA
"SRR17139234","PRJNA786469","SAMN23673719","B00E02G-H","Labrador Retriever",NA,"ILLUMINA","2021-12-06T00:00:00Z","CNRS - University Rennes","male","oral cavity","Oral Melanoma","Tumor",NA,NA,"",NA,NA
"SRR17139233","PRJNA786469","SAMN23673720","B00E02I-J","Labrador Retriever",NA,"ILLUMINA","2021-12-06T00:00:00Z","CNRS - University Rennes","male","blood","Oral Melanoma","Normal",NA,NA,"",NA,NA
"SRR17139231","PRJNA786469","SAMN23673721","B00E02I-J","Labrador Retriever",NA,"ILLUMINA","2021-12-06T00:00:00Z","CNRS - University Rennes","male","oral cavity","Oral Melanoma","Tumor",NA,NA,"",NA,NA
"SRR17139230","PRJNA786469","SAMN23673722","B00E02K-L","Labrador Retriever",NA,"ILLUMINA","2021-12-06T00:00:00Z","CNRS - University Rennes","female","blood","Oral Melanoma","Normal",NA,NA,"",NA,NA
"SRR17139229","PRJNA786469","SAMN23673723","B00E02K-L","Labrador Retriever",NA,"ILLUMINA","2021-12-06T00:00:00Z","CNRS - University Rennes","female","skin (ocular)","Oral Melanoma","Tumor",NA,NA,"",NA,NA
"SRR17139228","PRJNA786469","SAMN23673724","B00E02M-N","Labrador Retriever",NA,"ILLUMINA","2021-12-06T00:00:00Z","CNRS - University Rennes","female","blood","Oral Melanoma","Normal",NA,NA,"",NA,NA
"SRR17139227","PRJNA786469","SAMN23673725","B00E02M-N","Labrador Retriever",NA,"ILLUMINA","2021-12-06T00:00:00Z","CNRS - University Rennes","female","oral cavity","Oral Melanoma","Tumor",NA,NA,"",NA,NA
"SRR17139226","PRJNA786469","SAMN23673726","B00E02O-P","Labrador Retriever",NA,"ILLUMINA","2021-12-06T00:00:00Z","CNRS - University Rennes","Missing","blood","Oral Melanoma","Normal",NA,NA,"",NA,NA
"SRR17139225","PRJNA786469","SAMN23673727","B00E02O-P","Labrador Retriever",NA,"ILLUMINA","2021-12-06T00:00:00Z","CNRS - University Rennes","Missing","oral cavity","Oral Melanoma","Tumor",NA,NA,"",NA,NA
