File_name	Total_Pairs	Uniq_mapped_rate	Uniq_Exonic_region_mapped_rate	CancerType	Status	UnmappedRate	DuplicateMapped_rate	Onemapped_rate	IncorrectMapped_rate	Total_line	Total_unique	Total_pass	Total_Unmapped	Total_Duplicate	Total_Onemapped	Total_Incorrect
ERR10506011-ERR10506041-ERR10506071-ERR10506101	75417920	0.7529043097449518	0.7185542997710368	UC	Tumor	0.14443140304055058	0.02360260664839338	0.030101075447320744	0.0489579996372215	150835840	113564954	81602586	21785432	3560119	4540321	7384621
ERR10506012-ERR10506042-ERR10506072-ERR10506102	165403237	0.7821585166437824	0.7157492674558307	UC	Normal	0.11432770206304971	0.022986224870556796	0.028677742866664694	0.05184829302947681	330806474	258743101	185195185	37820344	7603992	9486783	17151751
ERR10505818-ERR10505870-ERR10505922-ERR10505974	99235147	0.461318357295324	0.6712401069529814	UC	Tumor	0.42693296458763746	0.007853321364052597	0.02887207896210402	0.07502316190452159	198470294	91557990	61457395	84733511	1558651	5730250	14889869
ERR10506013-ERR10506043-ERR10506073-ERR10506103	109418670	0.8693037349110531	0.7096408301899896	UC	Normal	0.05381556456498694	0.023101212983122534	0.019280489335138144	0.03449860065014499	218837340	190236117	134999316	11776855	5055408	4219291	7549582
ERR10506014-ERR10506044-ERR10506074-ERR10506104	103824440	0.8424977009266796	0.7120768747413739	UC	Tumor	0.0669059471931657	0.023646691472643627	0.023821794752757634	0.04312746594154517	207648880	174943704	124573366	13892945	4910209	4946569	8955370
ERR10506015-ERR10506045-ERR10506075-ERR10506105	94198256	0.8585823818224405	0.7058846040002763	UC	Normal	0.05683604163542051	0.023164590223411354	0.02423078830673893	0.037185709680230175	188396512	161753926	114179606	10707712	4364128	4564996	7005658
ERR10505823-ERR10505875-ERR10505927-ERR10505979	82394998	0.4274593343639622	0.6691901204954125	UC	Tumor	0.4539434541888089	0.008180878892672586	0.03152170111103104	0.0788944554619687	164789996	70441022	47138436	74805340	1348127	5194461	13001017
ERR10506016-ERR10506046-ERR10506076-ERR10506106	129472565	0.8867511931967981	0.696050812285205	UC	Normal	0.043422411535602154	0.022035610401323246	0.01735578498811698	0.030434687070577462	258945130	229619903	159827120	11244022	5706014	4494196	7880914
ERR10506017-ERR10506047-ERR10506077-ERR10506107	79188525	0.80370066243815	0.7235292259883002	UC	Tumor	0.10162070198933494	0.022606627664803706	0.025560395271915975	0.04651117696661227	158377050	127287740	92096400	16094387	3580371	4048180	7366303
ERR10506018-ERR10506048-ERR10506078-ERR10506108	108221254	0.8524765846827094	0.7343231885463165	UC	Normal	0.06590385193651517	0.02140002461993279	0.021094460797876174	0.03912469448930984	216442508	184512170	135491565	14264395	4631875	4565738	8468247
ERR10505829-ERR10505881-ERR10505933-ERR10505985	101884818	0.4526208899936397	0.6615634754850988	UC	Tumor	0.43011006311067856	0.00953269112185095	0.030866914833179562	0.07686926917806342	203769636	92230394	61016260	87643371	1942473	6289740	15663623
ERR10505831-ERR10505883-ERR10505935-ERR10505987	112919390	0.4631705546762164	0.6748261763916981	UC	Normal	0.41681750140520596	0.009189099409764789	0.02991622165156932	0.08090642802799412	225838780	104601873	70588082	94133556	2075255	6756243	18271809
ERR10506019-ERR10506049-ERR10506079-ERR10506109	116083139	0.7914761548617323	0.7271897804409484	UC	Tumor	0.11424061766627451	0.02288300887521658	0.025727987076572766	0.04567092211384807	232166278	183754073	133624084	26522819	5312663	5973171	10603248
ERR10506020-ERR10506050-ERR10506080-ERR10506110	73776276	0.8555420715461431	0.7128736697208694	UC	Normal	0.064395931288264	0.022514500460825645	0.02076386316923885	0.03678334889118014	147552552	126237416	89991330	9501784	3322072	3063761	5427477
ERR10505833-ERR10505885-ERR10505937-ERR10505989	149404597	0.487645109072514	0.6633837668199485	UC	Tumor	0.39105071177963824	0.009548591734429698	0.031886281250101026	0.0798690484737896	298809194	145712842	96663534	116849548	2853207	9527914	23865606
ERR10505834-ERR10505886-ERR10505938-ERR10505990	79118174	0.5456733366975836	0.6670133481179926	UC	Normal	0.3331929083702058	0.01059504988070124	0.03171342149529386	0.07882504340911609	158236348	86345356	57593505	52723229	1676522	5018216	12472987
ERR10506021-ERR10506051-ERR10506081-ERR10506111	159886279	0.8315656967662622	0.695094085488242	UC	Tumor	0.0790372262025061	0.02259286739670763	0.023415361364435783	0.043387919484948426	319772558	265911890	184833782	25273936	7224579	7487590	13874266
ERR10506022-ERR10506052-ERR10506082-ERR10506112	137553736	0.8601130433854592	0.6975901107043351	UC	Normal	0.0618057840319219	0.02265640025945933	0.02013974378711168	0.035284592342879006	275107472	236623525	165066231	17003233	6232945	5540594	9707055
ERR10506023-ERR10506053-ERR10506083-ERR10506113	79797060	0.7506579189759622	0.7090993458379462	UC	Tumor	0.1499898743136652	0.02243657849048574	0.026746517979484456	0.05016817035615097	159594120	119800590	84950520	23937502	3580746	4268587	8006545
ERR10506024-ERR10506054-ERR10506084-ERR10506114	80743293	0.8307644512343583	0.7195729580604681	UC	Normal	0.07700845815144051	0.023402959302142905	0.023098023757837077	0.04572571742893865	161486586	134157315	96535976	12435833	3779264	3730021	7384090
ERR10505837-ERR10505889-ERR10505941-ERR10505993	96500885	0.4984619622918484	0.6596275202202785	UC	Tumor	0.3860406720622303	0.009381318109155165	0.02985023919728819	0.07626553891189702	193001770	96204041	63458833	74506533	1810611	5761149	14719384
ERR10505838-ERR10505890-ERR10505942-ERR10505994	136867114	0.5108144276352609	0.6635358495169827	UC	Normal	0.3761366225636934	0.009807257278764569	0.029096094625039	0.07414532390885366	273734228	139827393	92780488	102961468	2684582	7964597	20296113
ERR10506025-ERR10506055-ERR10506085-ERR10506115	135355384	0.8250351940193232	0.7231903206860143	UC	Tumor	0.09027057615971892	0.02303994054643589	0.020970455079939783	0.040683076928805434	270710768	223345911	161521601	24437217	6237160	5676928	11013347
ERR10506026-ERR10506056-ERR10506086-ERR10506116	96375857	0.8284675019802936	0.6977763669201766	UC	Normal	0.0853932743757599	0.023077117747445815	0.022787963379666758	0.040273525142297824	192751714	159688531	111426883	16459700	4448154	4392419	7762791
ERR10506027-ERR10506057-ERR10506087-ERR10506117	124344322	0.7738410926395175	0.7015794061832324	UC	Tumor	0.1203349639077207	0.02515101172050301	0.028769584669897513	0.05190043981260359	248688644	192445492	135015794	29925939	6254771	7154669	12907050
ERR10506028-ERR10506058-ERR10506088-ERR10506118	126750756	0.7912589018403962	0.7079433347188784	UC	Normal	0.10908305351646187	0.023575926442600467	0.027199616860667877	0.04888161377120307	253501512	200585328	142003046	27652719	5976533	6895144	12391563
ERR10505842-ERR10505894-ERR10505946-ERR10505998	90410503	0.412614328669314	0.6882216539704453	UC	Normal	0.4717751155526698	0.008097239543065035	0.030710452965846236	0.07680265864686098	180821006	74609338	51347762	85306851	1464151	5553095	13887534
ERR10506030-ERR10506060-ERR10506090-ERR10506120	144748123	0.8460045039755023	0.6971092614581162	UC	Tumor	0.07188722578461346	0.024450379228751727	0.022017774282295875	0.03563934642523828	289496246	244915128	170732604	20811082	7078293	6374063	10317457
ERR10505843-ERR10505895-ERR10505947-ERR10505999	100146845	0.4982440485269406	0.6622403021052959	UC	Tumor	0.3852248116253687	0.0080391499103142	0.029942555853856405	0.0785493242448127	200293690	99795139	66088363	77158099	1610191	5997305	15732934
ERR10505844-ERR10505896-ERR10505948-ERR10506000	116732138	0.5017247435320683	0.6709937381207383	UC	Normal	0.3799872362485128	0.008454047162230508	0.030555188666209473	0.07927864732504085	233464276	117134804	78596720	88713445	1973718	7133545	18508732
ERR10505593-ERR10505607-ERR10505621-ERR10505635	43559421	0.8834884191872063	0.643604418992874	UC	Tumor	0.04310964096607253	0.023503055745392024	0.02191426052242522	0.02798435957172158	87118842	76968488	49537259	3755662	2047559	1909145	2437965
ERR10505594-ERR10505608-ERR10505622-ERR10505636	56973221	0.8510685923830776	0.6661088358572953	UC	Normal	0.06307590543283484	0.024388203363120368	0.025330558368816817	0.036136117352396135	113946442	96976238	64596729	7187275	2778949	2886327	4117582
ERR10505595-ERR10505609-ERR10505623-ERR10505637	64448679	0.8994041677720035	0.6211431557100764	UC	Normal	0.03046188115042668	0.027534986403677877	0.019366324017285132	0.023232020007733594	128897358	115930821	72009636	3926456	3549187	2496268	2994546
ERR10505596-ERR10505610-ERR10505624-ERR10505638	34704465	0.8779318021470724	0.6167530959826627	UC	Tumor	0.04075560594292406	0.03086787247692768	0.024111508418297185	0.026332159276911488	69408930	60936307	37582656	2828803	2142506	1673554	1827687
ERR10505597-ERR10505611-ERR10505625-ERR10505639	32891042	0.8514632646785711	0.6935784145936403	UC	Tumor	0.06262553190014472	0.023249050607761227	0.025923258983403443	0.03673854419084686	65782084	56011028	38848040	4119638	1529371	1705286	2416738
ERR10505598-ERR10505612-ERR10505626-ERR10505640	44336687	0.8619473078807174	0.6449621162800142	UC	Normal	0.05659843280577099	0.019126147156642535	0.023359999812345024	0.03896793190704574	88673374	76431776	49295600	5018774	1695980	2071410	3455418
ERR10505599-ERR10505613-ERR10505627-ERR10505641	37719539	0.8756984410652526	0.6502235184546586	UC	Tumor	0.04482888828519352	0.023834185778357473	0.02461712217638715	0.03102099153438752	75439078	66061883	42954990	3381850	1798029	1857093	2340195
ERR10505600-ERR10505614-ERR10505628-ERR10505642	35097726	0.8644558624681269	0.6551872608286599	UC	Normal	0.05116237445126787	0.022529451053324653	0.028727901061168463	0.03312388386643625	70195452	60680870	39757333	3591366	1581465	2016568	2325146
ERR10505601-ERR10505615-ERR10505629-ERR10505643	33922796	0.8279898272536261	0.6609796341676597	UC	Tumor	0.07445345896605929	0.021755621205280365	0.03620786446966223	0.03959303649380788	67845592	56175460	37130835	5051339	1476023	2456544	2686213
ERR10505602-ERR10505616-ERR10505630-ERR10505644	51701361	0.7846756103770653	0.6483794799239425	UC	Normal	0.09749187260273477	0.022961078336022914	0.04682638818734385	0.048044605634269474	103402722	81137594	52607951	10080925	2374238	4841976	4967943
ERR10505603-ERR10505617-ERR10505631-ERR10505645	49261152	0.8767301158527515	0.6411976798903964	UC	Tumor	0.046138517020470816	0.021243555164929963	0.027712313751818065	0.02817518356046566	98522304	86377471	55385034	4545673	2092964	2730281	2775884
ERR10505604-ERR10505618-ERR10505632-ERR10505646	42889405	0.8087849318497191	0.6255344939098998	UC	Normal	0.08843410161553884	0.020302286776885805	0.03427416398059148	0.048204084435305175	85778810	69376609	43397462	7585772	1741506	2939997	4134889
ERR10505605-ERR10505619-ERR10505633-ERR10505647	35899194	0.8009413108272013	0.6369242706385448	UC	Tumor	0.09342321167433452	0.02228122447540187	0.03596458182320193	0.04738943442574226	71798388	57506295	36627155	6707636	1599756	2582199	3402485
ERR10505606-ERR10505620-ERR10505634-ERR10505648	36736566	0.8413760420611986	0.6410810977995871	UC	Normal	0.0747482630793526	0.02046488231915852	0.024279460415543467	0.03913097103305736	73473132	61818533	39630693	5491989	1503619	1783888	2875075
ERR10506169-ERR10506199-ERR10506229	163401446	0.6967403152601233	0.6225887853032597	UC	Tumor	0.17204871920166484	0.02453460540367556	0.048560182264237736	0.05811534556432261	326802892	227696750	141761443	56226019	8017980	15869608	18992263
ERR10506170-ERR10506200-ERR10506230	181415217	0.7934006412483028	0.6239204572062604	UC	Normal	0.09840988697216066	0.025305807174929543	0.03487152624027123	0.048011146165318645	362830434	287869899	179607919	35706102	9181717	12652451	17419905
ERR10506171-ERR10506201-ERR10506231	128970993	0.8829779809480105	0.6013115007517614	UC	Tumor	0.04199418314163093	0.025773504744590125	0.01916862034240521	0.0300851641888188	257941986	227757094	136952960	10832063	6648069	4944392	7760227
ERR10506172-ERR10506202-ERR10506232	161199970	0.8930929670768549	0.5848484522546362	UC	Normal	0.03802267767171421	0.025525736760372845	0.019359073081713352	0.023998673821093143	322399940	287933119	168397239	12258509	8229496	6241364	7737171
ERR10506173-ERR10506203-ERR10506233	88756549	0.6246817910867625	0.6262003242876674	UC	Tumor	0.2256698038135755	0.022685700634890615	0.05599238091152012	0.07096979964824905	177513098	110889200	69438853	40059346	4027009	9939381	12598069
ERR10506174-ERR10506204-ERR10506234	119442349	0.6867059772911868	0.6389221520748606	UC	Normal	0.17780857189940227	0.020735200041988457	0.046195717400032046	0.06855363753772123	238884698	164043550	104811058	42475747	4953322	11035450	16376415
ERR10506177-ERR10506207-ERR10506237	153692054	0.7867971202987502	0.639721922111783	UC	Tumor	0.10714442335450862	0.02207067256710617	0.030518968794574115	0.053468265184353644	307384108	241848931	154716063	32934493	6784174	9381046	16435295
ERR10506178-ERR10506208-ERR10506238	108344705	0.7869654405353728	0.6292733851293305	UC	Normal	0.10127206954876106	0.021975434793975394	0.03018054274087506	0.05960593551849165	216689410	170527077	107308151	21944585	4761844	6539804	12915975
ERR10506179-ERR10506209-ERR10506239	97139624	0.7830983832097188	0.5558456988546026	UC	Tumor	0.1034187346658867	0.031164738706421183	0.036909515935536256	0.04540287802637572	194279248	152139765	84566234	20092114	6054662	7170753	8820837
ERR10506180-ERR10506210-ERR10506240	129097621	0.8317273871375213	0.591727639124497	UC	Normal	0.0739294878253411	0.026749524687213252	0.02840759552029235	0.039183084558932345	258195242	214748054	127072359	19088242	6906600	7334706	10116886
ERR10506181-ERR10506211-ERR10506241	107537785	0.831474378982234	0.6098231790484435	UC	Tumor	0.07300301005827858	0.0256995343543667	0.029566709970825604	0.04025545532670215	215075570	178829826	109054573	15701164	5527342	6359077	8657965
ERR10506182-ERR10506212-ERR10506242	127812263	0.8769716173478597	0.6002069611064554	UC	Normal	0.048105403626254546	0.02560946753599066	0.020148438338815737	0.029163891730795817	255624526	224175454	134551668	12296921	6546408	5150435	7455006
ERR10506183-ERR10506213-ERR10506243	120654160	0.8100214944930204	0.6155190573678676	UC	Normal	0.08713584347195323	0.030813595652234453	0.032738253699665223	0.039288902264124174	241308320	195464926	120312387	21026604	7435577	7900013	9480739
ERR10506184-ERR10506214-ERR10506244	103815404	0.7606476010053382	0.6112966732988938	UC	Tumor	0.12511994366462226	0.023448456647146506	0.042717206013088385	0.048065964276361145	207630808	157933876	96544453	25978755	4868622	8869408	9979975
ERR10506185-ERR10506215-ERR10506245	150111805	0.8234178451188433	0.5712895401203023	UC	Tumor	0.07567886816096842	0.0284536182880487	0.033992346571277324	0.03845533667388784	300223610	247209478	141228189	22720583	8542448	10205305	11545200
ERR10506186-ERR10506216-ERR10506246	281120849	0.8699731818894727	0.5760625274485716	UC	Normal	0.053486651927406495	0.027263943699885454	0.021473412667446803	0.027799901813756973	562241698	489135199	281772459	30072426	15328926	12073248	15630264
ERR10506187-ERR10506217-ERR10506247	192671017	0.7823283094000588	0.5922297974555382	UC	Tumor	0.10339927514889279	0.024488073367049286	0.0376174455963971	0.05216644494070429	385342034	301463982	178535953	39844087	9436284	14495583	20101924
ERR10506188-ERR10506218-ERR10506248	109943937	0.817689405646807	0.6241580665315406	UC	Normal	0.0812961882563838	0.02415243689154046	0.030859696246824414	0.04600144071609879	219887874	179799985	112223611	17876046	5310828	6785673	10115159
ERR10506189-ERR10506219-ERR10506249	123109623	0.8700859964456231	0.5797241847034204	UC	Tumor	0.05326310681659711	0.023456996533894024	0.02301965866632538	0.030172024001730555	246219246	214231918	124195424	13114402	5775564	5667883	7428933
ERR10506190-ERR10506220-ERR10506250	116526825	0.873910887042533	0.597333430511035	UC	Normal	0.04884388208466162	0.0223808466419642	0.020718993244688507	0.03414424961806005	233053650	203668122	121657778	11383245	5215938	4828637	7957442
ERR10506191-ERR10506221-ERR10506251	100385352	0.7315768639233342	0.6182975109028711	UC	Tumor	0.14337602262927762	0.029007130442696462	0.039752487992471254	0.0562848253000099	200770704	146879202	90815045	28785705	5823782	7981135	11300344
ERR10506192-ERR10506222-ERR10506252	132843284	0.7500327453512817	0.5993883806781335	UC	Normal	0.12924599560486627	0.026944000420826692	0.03671992932664929	0.05705533070079779	265686568	199273626	119442296	34338925	7158659	9755992	15158835
ERR10506193-ERR10506223-ERR10506253	122790565	0.8301329462894808	0.5916219590958991	UC	Tumor	0.07220974591981069	0.02598306311238164	0.031919537140333215	0.03975225213761334	245581130	203864987	120611003	17733351	6380950	7838836	9762403
ERR10506194-ERR10506224-ERR10506254	167132741	0.8843462454792146	0.5851948535462139	UC	Normal	0.04259611526385485	0.025057555898039152	0.020330071054120987	0.027667756612691465	334265482	295606424	172987358	14238411	8375876	6795641	9248376
ERR10506195-ERR10506225-ERR10506255	142229639	0.8922730022537707	0.6102371458770888	UC	Tumor	0.03885714706763757	0.02420133752853018	0.018382655811985855	0.026284883560732372	284459278	253815334	154887545	11053276	6884295	5229117	7476979
ERR10506196-ERR10506226-ERR10506256	182765269	0.8926345519180671	0.6006442223175635	UC	Normal	0.03840288167660563	0.02412385309377352	0.018534809805685785	0.026303047216262955	365530538	326285188	195981313	14037426	8818005	6775039	9614567
ERR10506197-ERR10506227-ERR10506257	129723763	0.8966434815801635	0.5908575887558825	UC	Normal	0.036732028811097626	0.023647779936818516	0.017542001922963027	0.025434033238767518	259447526	232631933	137452343	9530034	6135358	4551229	6598797
ERR10506198-ERR10506228-ERR10506258	110941691	0.8857083402487528	0.5893113787315157	UC	Tumor	0.04162251772419802	0.023106678624539804	0.019373059673301718	0.03018890797328842	221883382	196523962	115813807	9235345	5126988	4298560	6698417
ERR10505650-ERR10505686-ERR10505722-ERR10505758	100167916	0.9087497537634706	0.6968496873732836	UC	Normal	0.028632990627458	0.020745080690308063	0.018173354030845565	0.023698506415966564	200335832	182055138	126865066	5736214	4155983	3640774	4747660
ERR10505652-ERR10505688-ERR10505724-ERR10505760	98969709	0.901101265236619	0.6996847896985179	UC	Tumor	0.03118919446353025	0.023804399586544202	0.01961383457235385	0.024290795883819362	197939418	178363460	124798200	6173571	4711829	3882351	4808106
ERR10505654-ERR10505690-ERR10505726-ERR10505762	96485028	0.9089722863530703	0.6575095681874813	UC	Normal	0.0274287840803653	0.022612886633561428	0.01927183458971479	0.021713871503462694	192970056	175404433	115330093	5292934	4363610	3718887	4190127
ERR10506121-ERR10506133-ERR10506145-ERR10506157	315340458	0.9013758789555636	0.6070558419178324	UC	Tumor	0.032400966132927984	0.02518224762646853	0.017369913568147353	0.02367056243699627	630680916	568480565	345099448	20434671	15881963	10954873	14928572
ERR10506122-ERR10506134-ERR10506146-ERR10506158	279120932	0.8893595518662141	0.6253828656090346	UC	Normal	0.034937888499168526	0.026192426514253686	0.021085437619561977	0.028424027331637028	558241864	496477734	310488668	19503792	14621709	11770774	15867482
ERR10506123-ERR10506135-ERR10506147-ERR10506159	294162833	0.8419579879420049	0.6097176711170406	UC	Tumor	0.06145490004850477	0.026519230592261803	0.029674992965545717	0.04039227314621355	588325666	495345494	302020901	36155495	15601944	17458560	23763811
ERR10505657-ERR10505693-ERR10505729-ERR10505765	88420096	0.9096696015801656	0.6855168415266389	UC	Normal	0.02786749405926906	0.022978379258941316	0.01809477791112102	0.02138921563713299	176840192	160866147	110276453	4928093	4063501	3199884	3782473
ERR10506124-ERR10506136-ERR10506148-ERR10506160	298342852	0.9002694121862186	0.6196012371976115	UC	Tumor	0.030756972853500777	0.024056505633994543	0.019280622818474633	0.02563596529539109	596685704	537177888	332836084	18352246	14354173	11504472	15296614
ERR10505671-ERR10505707-ERR10505743-ERR10505779	79244080	0.7733404375443567	0.7265055755624412	UC	Tumor	0.10861376647946445	0.020382090371924313	0.044132369257110435	0.05353077479100016	158488160	122565303	89044376	17213996	3230320	6994458	8483994
ERR10505672-ERR10505708-ERR10505744-ERR10505780	94346828	0.8327863815410943	0.725870612911966	UC	Normal	0.0708873328523562	0.020711167947267926	0.03527636880383515	0.04033802281089938	188693656	157141507	114064402	13375990	3908066	6656427	7611529
ERR10505673-ERR10505709-ERR10505745-ERR10505781	79342461	0.6974404348259376	0.7054100618919936	UC	Tumor	0.1536939344495503	0.024729772372450106	0.06538510319209787	0.05875029512885919	158684922	110673281	78070046	24388910	3924242	10375630	9322786
ERR10505674-ERR10505710-ERR10505746-ERR10505782	79723919	0.7825177347340389	0.7253861904392809	UC	Normal	0.10401245453074127	0.02433373853585898	0.040973951619212294	0.04816142442771786	159447838	124770761	90506987	16584561	3879962	6533208	7679235
ERR10505675-ERR10505711-ERR10505747-ERR10505783	73927268	0.8448234283458169	0.6767644582330379	UC	Tumor	0.06080966633313164	0.026245031806125987	0.03226684232399877	0.035854442774755316	147854536	124910976	84535309	8990985	3880447	4770799	5301242
ERR10505676-ERR10505712-ERR10505748-ERR10505784	82902443	0.8089577227537191	0.7173993425127603	UC	Normal	0.07977890349986429	0.028613433020303152	0.040652571601538935	0.041996331760693714	165804886	134129143	96224159	13227732	4744247	6740395	6963197
ERR10505677-ERR10505713-ERR10505749-ERR10505785	110107859	0.874220168062663	0.6798104585266231	UC	Tumor	0.04644999499990278	0.022871846050516703	0.024542317183735268	0.031915174192970186	220215718	192517022	130875085	10229019	5036740	5404604	7028223
ERR10505678-ERR10505714-ERR10505750-ERR10505786	98711865	0.8970613765629897	0.700462977656905	UC	Normal	0.03359966403228224	0.024737218773042125	0.0201366320046734	0.02446438429665978	197423730	177101203	124052836	6633371	4883714	3975449	4829850
ERR10505679-ERR10505715-ERR10505751-ERR10505787	93608761	0.859705439323142	0.6655560285884626	UC	Tumor	0.05528280093355792	0.02445811135135097	0.02952694246214839	0.031025963477927028	187217522	160951922	107122522	10349909	4578987	5527961	5808604
ERR10505680-ERR10505716-ERR10505752-ERR10505788	90595698	0.8750600883940427	0.666352940526476	UC	Normal	0.04478647540195562	0.024283890389585606	0.02455113265974285	0.03131775639059594	181191396	158553359	105652497	8114924	4400032	4448454	5674508
ERR10505682-ERR10505718-ERR10505754-ERR10505790	80295681	0.885877572917029	0.6534238115109227	UC	Tumor	0.04259133190488788	0.021934511023077318	0.024040938142115015	0.025554967271527344	160591362	142264286	92958872	6839800	3522493	3860767	4103907
ERR10505683-ERR10505719-ERR10505755-ERR10505791	102248130	0.8865195431936017	0.6625476513640463	UC	Normal	0.04065030822568589	0.023009315671592232	0.024323158770727642	0.02549696996903513	204496260	181289931	120113218	8312836	4705319	4973995	5214035
SRR11352532	151718854	0.54556772489199	0.6848795517760581	OSA	Tumor	0.34105686034248583	0.002520250383647111	0.03900007707677518	0.07185386464888537	303437708	165545820	113378947	103489512	764739	11834094	21803172
SRR11352531	135146386	0.5556476626759372	0.676669557696418	OSA	Tumor	0.3255602706238848	0.0022236036707633453	0.0390929395625866	0.07747446165523064	270292772	150187547	101627341	87996588	601024	10566539	20940787
SRR11352520	170828536	0.5004193239705572	0.7051060484529844	OSA	Tumor	0.3810134830166782	0.0020419744157966677	0.04066362484075846	0.07586099666627126	341657072	170971801	120553251	130175951	697655	13893015	25918446
SRR11352512	138985325	0.5829834228901505	0.6848468550714198	OSA	Tumor	0.31063446446594273	0.0022112262571606033	0.03288672383217437	0.07128336750660547	277970650	162052281	110980995	86347264	614656	9141544	19814684
SRR11352511	161727439	0.5676827016348166	0.6993657909512658	OSA	Tumor	0.3213290695835479	0.0025145640252177614	0.04521153642951089	0.06326099370187888	323454878	183619739	128417364	103935455	813348	14623892	20462077
SRR11352510	143532709	0.5256527102822256	0.6937592975433561	OSA	Tumor	0.36072754329467854	0.0021452810453121175	0.03991058233283955	0.07156284147051109	287065418	150896715	104685999	103552403	615836	11456948	20543217
SRR11352509	150431116	0.5693938746023794	0.6898983633748565	OSA	Tumor	0.32269255717015355	0.002358155742193656	0.03312155179384563	0.07243293668046709	300862232	171309112	118185876	97086003	709480	9965024	21792335
SRR11352508	138315512	0.5553741181249432	0.6891757695028274	OSA	Tumor	0.3356816732168117	0.0019427141331769065	0.03300585331311213	0.07399449166627095	276631024	153633711	105880631	92859965	537415	9130443	20469172
SRR11352507	181382430	0.5787620498854271	0.6784006531623652	OSA	Tumor	0.3186495626946888	0.002082489467144089	0.030235596689271393	0.07026921516047613	362764860	209954534	142433293	115594864	755454	10968412	25491202
SRR11352506	179176604	0.5713260476797518	0.6934147928917147	OSA	Tumor	0.3188553205305755	0.002380581451359576	0.03611316910549326	0.07132403011723562	358353208	204736522	141967333	114262827	853089	12941270	25559195
SRR11352530	104807327	0.5732436578599128	0.7135510038921267	OSA	Tumor	0.3110815620743767	0.0024517322152486534	0.04806805634877035	0.06515457168371444	209614654	120160271	85740482	65207254	513919	10075769	13657353
SRR11352529	98544252	0.5934657051331619	0.7243743587198894	OSA	Tumor	0.2944409583625436	0.0025395392924591888	0.044567850593660197	0.06498424180032338	197088504	116965268	84726641	58030928	500514	8783811	12807647
SRR11352528	142333530	0.538044805746053	0.6946300757961258	OSA	Tumor	0.3508359344421515	0.0021646023955142544	0.041733831093769685	0.0672183673095159	284667060	153163633	106392066	99871434	616191	11880247	19134855
SRR11352527	117006878	0.5886225337966884	0.691039144069542	OSA	Tumor	0.30465635105655925	0.00217963682442668	0.03522793335277265	0.06931248947604601	234013756	137745770	95187719	71293777	510065	8243821	16220076
SRR11352526	147811941	0.5679610350289629	0.675647362165618	OSA	Tumor	0.32260897987937254	0.002657826541902998	0.03414680144143429	0.07262406154317397	295623882	167902846	113443115	95370919	785717	10094610	21469407
SRR11352525	145916097	0.5467642819421081	0.6991725233765985	OSA	Tumor	0.34197878113475033	0.002047238146727568	0.03452396687940468	0.0746841830617221	291832194	159563420	111562359	99800418	597450	10075205	21795249
SRR11352524	132580443	0.5813298044267359	0.6789198827090637	OSA	Tumor	0.3144210945199512	0.00262092577258925	0.03654863711686346	0.0650782747799387	265160886	154145926	104652734	83372176	694967	9691269	17256213
SRR11352523	147433324	0.550138267926456	0.7831148869103934	OSA	Tumor	0.33622566225258543	0.0010865487913709387	0.03164075714660004	0.0809081263066415	294866648	162217427	127034882	99141734	320387	9329804	23857108
SRR11352522	143174179	0.5508924866962219	0.7041635849682719	OSA	Tumor	0.33074067426641224	0.0020164634574227243	0.03780947121757199	0.07854030369540306	286348358	157747159	111079805	94707049	577411	10826680	22489887
SRR11352521	144342918	0.5960981300100917	0.6991850432687406	OSA	Tumor	0.2895177164147395	0.0027830184228366506	0.041687535373228356	0.06991228000531345	288685836	172085087	120319319	83579664	803418	12034601	20182685
SRR11352519	142793385	0.5480257261216968	0.6983487654379162	OSA	Tumor	0.3444651865350765	0.0018894537726660097	0.03267646817112711	0.07294233903062106	285586770	156508897	109297795	98374700	539603	9331967	20831367
SRR11352518	118950221	0.7482826828879956	0.636997722141712	OSA	Tumor	0.1717158095906354	0.005288392864776603	0.026188581019954558	0.04852269253034847	237900442	178016781	113396284	40851267	1258111	6230275	11543570
SRR11352517	120396919	0.6026842472605134	0.7115517864740248	OSA	Tumor	0.2865032908358726	0.0023177877168102617	0.036504206556980084	0.07198945431485668	240793838	145122653	103262283	68988227	558109	8789988	17334617
SRR11352516	125131783	0.5988127253009733	0.7064238951335493	OSA	Tumor	0.2953159710031463	0.0021748111748715352	0.03305513915677202	0.07064067408038133	250263566	149861008	105865397	73906828	544276	8272497	17678787
SRR11352515	177333704	0.5996964485668218	0.6864464349366622	OSA	Tumor	0.29576562614402957	0.0022527274341486714	0.028993664960610083	0.07329058552794905	354667408	212692785	146002204	104898428	798969	10283108	25993782
SRR11352514	136874809	0.5520805329489081	0.6853684599277181	OSA	Tumor	0.3243367119511378	0.002265431471761908	0.03435986529851523	0.08695669851126514	273749618	151131835	103580993	88787051	620161	9406000	23804363
SRR11352513	126997567	0.5902195512139221	0.686805732667665	OSA	Tumor	0.29960239317025655	0.0023435370222486232	0.029896903458000893	0.07793694189432779	253995134	149912894	102961035	76097550	595247	7593668	19795604
SRR11451566	34617873	0.8822865142523343	0.40387576385431206	BT	Tumor	0.012739589748913805	0.07045045777364774	0.018032303717793408	0.016490888969406065	69235746	61085765	24671060	882035	4877690	1248480	1141759
