SampleName	Provided_Breeds	BreedQC	DiseaseAcronym
TYFX000005	Toy Fox Terrier	Pass QC	NonT
TYFX000007	Toy Fox Terrier	Pass QC	NonT
TYFX000010	Toy Fox Terrier	Pass QC	NonT
TYFX000009	Toy Fox Terrier	Pass QC	NonT
TYFX000003	Toy Fox Terrier	Pass QC	NonT
TYFX000008	Toy Fox Terrier	Pass QC	NonT
TYFX000001	Toy Fox Terrier	Pass QC	NonT
DACH000006	Dachshund	Pass QC	NonT
DACH000014	Dachshund	Pass QC	NonT
DACH000003	Dachshund	Pass QC	NonT
DACH000004	Dachshund	Pass QC	NonT
DACH000016	Dachshund	Pass QC	NonT
DACH000015	Dachshund	Pass QC	NonT
DACH000001	Dachshund	Pass QC	NonT
DACH000005	Dachshund	Pass QC	NonT
DACH000002	Dachshund	Pass QC	NonT
DACH000012	Dachshund	Pass QC	NonT
DACH000013	Dachshund	Pass QC	NonT
DACH000011	Dachshund	Pass QC	NonT
DACH000008	Dachshund	Pass QC	NonT
DACH000009	Dachshund	Pass QC	NonT
DACH000010	Dachshund	Pass QC	NonT
i_B023	Boston Terrier	Pass QC	GLM
i_6E45	Boston Terrier	Pass QC	GLM
i_FC65	Boston Terrier	Pass QC	GLM
i_F840	Boston Terrier	Pass QC	GLM
i_2C4F	Boston Terrier	Pass QC	GLM
i_1793	Boston Terrier	Pass QC	GLM
i_49E6	Boston Terrier	Pass QC	GLM
i_E7AB	Boston Terrier	Pass QC	GLM
i_A71E	Boston Terrier	Pass QC	GLM
i_0FF0	Boston Terrier	Pass QC	GLM
B00E014-5	Poodle	Pass QC	OM
CMT-210	Poodle	Pass QC	MT
CMT-695	Poodle	Pass QC	MT
B00E00K-L	Poodle	Pass QC	OM
Poodle18	Poodle	Pass QC	UCL
B00E01C-D	Poodle	Pass QC	OM
Poodle22	Poodle	Pass QC	UCL
B00E01M-N	Poodle	Pass QC	OM
B00E010-1	Poodle	Pass QC	OM
B00E00U-V	Poodle	Pass QC	OM
Poodle9	Poodle	Pass QC	UCL
Poodle7	Poodle	Pass QC	UCL
B00E00Q-R	Poodle	Pass QC	OM
B00E01I-J	Poodle	Pass QC	OM
B00E018-9	Poodle	Pass QC	OM
B00E00E-F	Poodle	Pass QC	OM
Poodle19	Poodle	Pass QC	UCL
B00E01G-H	Poodle	Pass QC	OM
B00E00Y-Z	Poodle	Pass QC	OM
Poodle23	Poodle	Pass QC	UCL
B00E01O-P	Poodle	Pass QC	OM
Poodle10	Poodle	Pass QC	UCL
B00E00W-X	Poodle	Pass QC	OM
CCB070213_URen	Poodle	Pass QC	OM
B00E00I-J	Poodle	Pass QC	OM
CMT-271	Poodle	Pass QC	MT
CMT-660	Poodle	Pass QC	MT
B00E01K-L	Poodle	Pass QC	OM
Poodle21	Poodle	Pass QC	UCL
Poodle2	Poodle	Pass QC	UCL
B00E00G-H	Poodle	Pass QC	OM
B00E012-3	Poodle	Pass QC	OM
B00E016-7	Poodle	Pass QC	OM
B00E00O-P	Poodle	Pass QC	OM
Poodle6	Poodle	Pass QC	UCL
Poodle17	Poodle	Pass QC	UCL
B00E01A-B	Poodle	Pass QC	OM
CMT-250	Poodle	Pass QC	MT
Poodle5	Poodle	Pass QC	UCL
B00E00M-N	Poodle	Pass QC	OM
CMT-54	Poodle	Pass QC	MT
CMT-360	Poodle	Pass QC	MT
CMT-606	Poodle	Pass QC	MT
CMT-252	Poodle	Pass QC	MT
CMT-307	Poodle	Pass QC	MT
CMT-257	Poodle	Pass QC	MT
CMT-215	Poodle	Pass QC	MT
CMT-246	Poodle	Pass QC	MT
B00E00S-T	Poodle	Pass QC	OM
Poodle8	Poodle	Pass QC	UCL
CMT-652	Poodle	Pass QC	MT
CMT-456	Poodle	Pass QC	MT
PYSH000001	Pyrenean Shepherd	Pass QC	NonT
PYSH000004	Pyrenean Shepherd	Pass QC	NonT
PYSH000003	Pyrenean Shepherd	Pass QC	NonT
PYSH000006	Pyrenean Shepherd	Pass QC	NonT
PYSH000007	Pyrenean Shepherd	Pass QC	NonT
PYSH000011	Pyrenean Shepherd	Pass QC	NonT
PYSH000012	Pyrenean Shepherd	Pass QC	NonT
PYSH000005	Pyrenean Shepherd	Pass QC	NonT
PYSH000009	Pyrenean Shepherd	Pass QC	NonT
PYSH000008	Pyrenean Shepherd	Pass QC	NonT
PYSH000010	Pyrenean Shepherd	Pass QC	NonT
PBGV000005	Petit Basset Griffon Vendeen	Pass QC	NonT
PBGV000008	Petit Basset Griffon Vendeen	Pass QC	NonT
PBGV000012	Petit Basset Griffon Vendeen	Pass QC	NonT
PBGV000006	Petit Basset Griffon Vendeen	Pass QC	NonT
PBGV000007	Petit Basset Griffon Vendeen	Pass QC	NonT
PBGV000010	Petit Basset Griffon Vendeen	Pass QC	NonT
PBGV000004	Petit Basset Griffon Vendeen	Pass QC	NonT
PBGV000001	Petit Basset Griffon Vendeen	Pass QC	NonT
PBGV000002	Petit Basset Griffon Vendeen	Pass QC	NonT
PBGV000009	Petit Basset Griffon Vendeen	Pass QC	NonT
PBGV000003	Petit Basset Griffon Vendeen	Pass QC	NonT
VIZS000007	Vizsla	Pass QC	NonT
HWHP000001	Vizsla	Pass QC	NonT
VIZS000003	Vizsla	Pass QC	NonT
HSHP000001	Vizsla	Pass QC	NonT
VIZS000002	Vizsla	Pass QC	NonT
VIZS000005	Vizsla	Pass QC	NonT
VIZS000001	Vizsla	Pass QC	NonT
VIZS000006	Vizsla	Pass QC	NonT
VIZS000004	Vizsla	Pass QC	NonT
KEES000005	Keeshond	Pass QC	NonT
KEES000002	Keeshond	Pass QC	NonT
KEES000006	Keeshond	Pass QC	NonT
KEES000007	Keeshond	Pass QC	NonT
KEES000004	Keeshond	Pass QC	NonT
KEES000003	Keeshond	Pass QC	NonT
KEES000011	Keeshond	Pass QC	NonT
KEES000008	Keeshond	Pass QC	NonT
KEES000009	Keeshond	Pass QC	NonT
KEES000012	Keeshond	Pass QC	NonT
KEES000010	Keeshond	Pass QC	NonT
FLCD000003	Bouvier des Flandres	Pass QC	NonT
FLCD000006	Bouvier des Flandres	Pass QC	NonT
FLCD000004	Bouvier des Flandres	Pass QC	NonT
FLCD000005	Bouvier des Flandres	Pass QC	NonT
FLCD000007	Bouvier des Flandres	Pass QC	NonT
BOUV000002	Bouvier des Flandres	Pass QC	NonT
FLCD000001	Bouvier des Flandres	Pass QC	NonT
BOUV000001	Bouvier des Flandres	Pass QC	NonT
FLCD000002	Bouvier des Flandres	Pass QC	NonT
008	Schnauzer	Pass QC	MT
088	Schnauzer	Pass QC	MT
CMT-644	Schnauzer	Pass QC	MT
CMT-193	Schnauzer	Pass QC	MT
063	Schnauzer	Pass QC	MT
125	Schnauzer	Pass QC	MT
CMT-26	Schnauzer	Pass QC	MT
CMT-118	Schnauzer	Pass QC	MT
CMT-92	Schnauzer	Pass QC	MT
026	Schnauzer	Pass QC	MT
062	Schnauzer	Pass QC	MT
047	Schnauzer	Pass QC	MT
CMT-577	Schnauzer	Pass QC	MT
004	Schnauzer	Pass QC	MT
SMFX000004	Smooth Fox Terrier	Pass QC	NonT
SMFX000005	Smooth Fox Terrier	Pass QC	NonT
SMFX000003	Smooth Fox Terrier	Pass QC	NonT
FXTE000005	Smooth Fox Terrier	Pass QC	NonT
FXTE000003	Smooth Fox Terrier	Pass QC	NonT
SMFX000001	Smooth Fox Terrier	Pass QC	NonT
FXTE000004	Smooth Fox Terrier	Pass QC	NonT
SMFX000002	Smooth Fox Terrier	Pass QC	NonT
P6	Labrador Retriever	Pass QC	HSA
B00E030-1	Labrador Retriever	Pass QC	OM
B00E02K-L	Labrador Retriever	Pass QC	OM
B00E02Q-R	Labrador Retriever	Pass QC	OM
CCB050096_URen	Labrador Retriever	Pass QC	OM
Labrador2	Labrador Retriever	Pass QC	UCL
B00E02G-H	Labrador Retriever	Pass QC	OM
B00E01Y-Z	Labrador Retriever	Pass QC	OM
Golden5	Golden Retriever	Pass QC	UCL
B00E02W-X	Labrador Retriever	Pass QC	OM
B00E02U-V	Labrador Retriever	Pass QC	OM
B00E02S-T	Labrador Retriever	Pass QC	OM
B00E02Y-Z	Labrador Retriever	Pass QC	OM
i_8228	Labrador Retriever	Pass QC	GLM
P21	Labrador Retriever	Pass QC	HSA
T-399	Greyhound	Pass QC	OSA
T-554	Labrador Retriever	Pass QC	OSA
CCB040334_URen	Labrador Retriever	Pass QC	OM
CCB030269_URen	Labrador Retriever	Pass QC	OM
T-1192	Labrador Retriever	Pass QC	OSA
T-1272	Labrador Retriever	Pass QC	OSA
CCB050228_URen	Labrador Retriever	Pass QC	OM
B00E02O-P	Labrador Retriever	Pass QC	OM
CCB070280	Golden Retriever	Pass QC	BCL
B00E032-3	Labrador Retriever	Pass QC	OM
CCB030039_URen	Labrador Retriever	Pass QC	OM
CCB030038_URen	Labrador Retriever	Pass QC	OM
i_750B	Labrador Retriever	Pass QC	GLM
CCB030183_URen	Labrador Retriever	Pass QC	OM
T-1247	Labrador Retriever	Pass QC	OSA
CCB030097_URen	Labrador Retriever	Pass QC	OM
HPCI_0008	Labrador Retriever	Pass QC	OSA
Golden1	Golden Retriever	Pass QC	UCL
B00E01Q-R	Golden Retriever	Pass QC	OM
HPCI_0004	Labrador Retriever	Pass QC	OSA
T-1023	Labrador Retriever	Pass QC	OSA
